"source","name","ngenes","pvalue_adjust"
"M2","LEE_BMP2_TARGETS_DN",817,2.49002576411219e-09
"M8","TABULA_MURIS_SENIS_SKIN_BASAL_CELL_OF_EPIDERMIS_AGEING",861,7.94555828885432e-10
"M8","TABULA_MURIS_SENIS_THYMUS_THYMOCYTE_AGEING",601,2.22559814671267e-09
"M8","TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING",904,3.37962460234563e-09
"M8","TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING",618,3.69436877504322e-09
"M5","GOBP_PROTEIN_FOLDING",163,2.33696594316294e-06
"M3","GOBP_PROTEIN_FOLDING",163,2.33696594316294e-06
"M8","ZHANG_UTERUS_C0_SECRETORY_STROMAL3_NPPC_HIGH_CELL",350,5.80402199609693e-09
"M8","TABULA_MURIS_SENIS_LUNG_CLASSICAL_MONOCYTE_AGEING",376,9.57405509024153e-09
"M5","GOCC_CORNIFIED_ENVELOPE",51,3.71141702198248e-06
"M3","GOCC_CORNIFIED_ENVELOPE",51,3.71141702198248e-06
"M2","YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN",246,4.27998241044994e-07
"M8","DESCARTES_ORGANOGENESIS_MYOCYTES",129,2.29153640228481e-08
"M8","TABULA_MURIS_SENIS_LIMB_MUSCLE_B_CELL_AGEING",198,2.4307650708991e-08
"M2","HOUNKPE_HOUSEKEEPING_GENES",989,7.14090666650051e-07
"M8","TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ENDOTHELIAL_CELL_AGEING",335,5.27374719955765e-08
"M5","GOBP_KERATINIZATION",39,2.12620689659112e-05
"M3","GOBP_KERATINIZATION",39,2.12620689659112e-05
"M8","TABULA_MURIS_SENIS_BLADDER_ENDOTHELIAL_CELL_AGEING",376,1.24112496402765e-07
"M2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_11",92,3.58054493772946e-06
"M8","TABULA_MURIS_SENIS_MARROW_NK_CELL_AGEING",478,1.85708795027571e-07
"M2","MIKKELSEN_MEF_ICP_WITH_H3K27ME3",189,5.27042371228539e-06
"M5","GOMF_ODORANT_BINDING",45,5.95238374603108e-05
"M3","GOMF_ODORANT_BINDING",45,5.95238374603108e-05
"M5","GOMF_UNFOLDED_PROTEIN_BINDING",85,5.95238374603108e-05
"M3","GOMF_UNFOLDED_PROTEIN_BINDING",85,5.95238374603108e-05
"M5","GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE",25,5.95238374603108e-05
"M3","GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE",25,5.95238374603108e-05
"M2","STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN",476,2.82270628300941e-05
"M5","GOMF_PROTEIN_FOLDING_CHAPERONE",53,0.000157515154526457
"M3","GOMF_PROTEIN_FOLDING_CHAPERONE",53,0.000157515154526457
"M8","TABULA_MURIS_SENIS_MARROW_HEMATOPOIETIC_STEM_CELL_AGEING",621,2.5045386846459e-06
"M2","ZENG_GU_ICB_CONTROL_METAGENE_8_PRECICTIVE_ICB_RESPONSE",191,5.33418039363936e-05
"M8","TABULA_MURIS_SENIS_DIAPHRAGM_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING",225,3.02962973650168e-06
"M8","TABULA_MURIS_SENIS_LUNG_FIBROBLAST_OF_LUNG_AGEING",191,3.20775975920654e-06
"M8","TABULA_MURIS_SENIS_BLADDER_BLADDER_CELL_AGEING",276,3.54373609489833e-06
"M2","HUMMERICH_BENIGN_SKIN_TUMOR_DN",20,7.49210731693858e-05
"M8","ZHANG_UTERUS_C1_PROLIFERATIVE_STROMAL1_MGP_HIGH_CELL",306,7.72136565144578e-06
"M5","GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",59,0.0011043016446509
"M3","GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",59,0.0011043016446509
"M5","GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",54,0.00112056963313543
"M3","GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",54,0.00112056963313543
"M8","TABULA_MURIS_SENIS_HEART_AND_AORTA_ENDOTHELIAL_CELL_OF_CORONARY_ARTERY_AGEING",218,1.49683863067628e-05
"M2","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND",48,0.00045012647495505
"M8","ZHANG_UTERUS_C13_EPITHELIAL1_CELL",326,2.2587751597204e-05
"M8","ZHANG_UTERUS_C2_SECRETORY_STROMAL3_RAMP3_HIGH_CELL",241,2.37061651501751e-05
"MH","HALLMARK_MYC_TARGETS_V1",168,0.000175125407939437
"M5","GOBP_PROTEIN_REFOLDING",24,0.00425571228701141
"M3","GOBP_PROTEIN_REFOLDING",24,0.00425571228701141
"M2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14",131,0.000950007446802684
"M5","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX",257,0.00510617076106918
"M3","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX",257,0.00510617076106918
"M2","REACTOME_ATTENUATION_PHASE",13,0.00109765941844649
"M8","TABULA_MURIS_SENIS_BLADDER_BLADDER_UROTHELIAL_CELL_AGEING",141,5.50336465126466e-05
"MH","HALLMARK_KRAS_SIGNALING_DN",184,0.000235926054879696
"M2","MIKKELSEN_MCV6_ICP_WITH_H3K27ME3",67,0.00139144117768218
"M8","TABULA_MURIS_SENIS_AORTA_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING",612,8.33734391312059e-05
"M8","TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_PRECURSOR_CELL_AGEING",390,0.000123473797489663
"M2","BERENJENO_TRANSFORMED_BY_RHOA_UP",508,0.0039450491526475
"M5","GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX",34,0.0207460875450299
"M3","GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX",34,0.0207460875450299
"M5","GOMF_OLFACTORY_RECEPTOR_ACTIVITY",137,0.0213728445713389
"M3","GOMF_OLFACTORY_RECEPTOR_ACTIVITY",137,0.0213728445713389
"M5","GOBP_SKELETAL_MUSCLE_CONTRACTION",42,0.0213728445713389
"M3","GOBP_SKELETAL_MUSCLE_CONTRACTION",42,0.0213728445713389
"M5","GOCC_RIBONUCLEOPROTEIN_COMPLEX",645,0.024669926229297
"M3","GOCC_RIBONUCLEOPROTEIN_COMPLEX",645,0.024669926229297
"M8","TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MYELOID_CELL_AGEING",281,0.000344746849231971
"M2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10",64,0.00752720163753875
"M2","MIKKELSEN_NPC_HCP_WITH_H3K27ME3",298,0.00756812851119589
"M8","ZHANG_UTERUS_C6_ENDOTHELIAL_PLVAP_HIGH_CELL",116,0.000453091840060608
"M5","GOBP_PROTEIN_MATURATION",466,0.0363322977340757
"M3","GOBP_PROTEIN_MATURATION",466,0.0363322977340757
"M5","GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY",370,0.0449233407291374
"M3","GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY",370,0.0449233407291374
"M8","TABULA_MURIS_SENIS_LARGE_INTESTINE_INTESTINAL_CRYPT_STEM_CELL_AGEING",327,0.000626013416914057
"M8","TABULA_MURIS_SENIS_MARROW_LATE_PRO_B_CELL_AGEING",220,0.000643753997987327
"M2","REACTOME_ESR_MEDIATED_SIGNALING",134,0.0144659307574995
"M2","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",27,0.0196321323866946
"M8","TABULA_MURIS_SENIS_LIMB_MUSCLE_ENDOTHELIAL_CELL_AGEING",128,0.00115447360405286
"M8","DESCARTES_ORGANOGENESIS_WHITE_BLOOD_CELLS",572,0.00120067370989257
"M2","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",69,0.0341010412069406
"M2","SWEET_LUNG_CANCER_KRAS_DN",398,0.0341010412069406
"M8","DESCARTES_ORGANOGENESIS_INHIBITORY_NEURONS",37,0.00206973013981869
"M2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17",165,0.0343549906753867
"M2","MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED",202,0.0358991504906983
"M2","REACTOME_MITOCHONDRIAL_TRANSLATION",79,0.0358991504906983
"M2","REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE",17,0.0358991504906983
"M8","TABULA_MURIS_SENIS_MAMMARY_GLAND_STROMAL_CELL_AGEING",297,0.00249684830047978
"M8","TABULA_MURIS_SENIS_MARROW_IMMATURE_B_CELL_AGEING",211,0.00257822672319342
"M2","KARLSSON_TGFB1_TARGETS_UP",109,0.0393591581544236
"M8","TABULA_MURIS_SENIS_TRACHEA_ENDOTHELIAL_CELL_AGEING",188,0.00293150982033727
"M8","TABULA_MURIS_SENIS_LUNG_BRONCHIAL_SMOOTH_MUSCLE_CELL_AGEING",135,0.00334864460889549
"M8","TABULA_MURIS_SENIS_LIMB_MUSCLE_MESENCHYMAL_STEM_CELL_AGEING",162,0.00361640432690068
"M8","TABULA_MURIS_SENIS_MARROW_MACROPHAGE_AGEING",162,0.00677552467225659
"MH","HALLMARK_MTORC1_SIGNALING",179,0.0258933129280311
"M8","TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING",193,0.0121701333619429
"M8","TABULA_MURIS_SENIS_HEART_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING",209,0.0139098930081089
"M8","TABULA_MURIS_SENIS_LARGE_INTESTINE_SECRETORY_CELL_AGEING",622,0.0148651628300258
"M8","TABULA_MURIS_SENIS_LIMB_MUSCLE_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING",104,0.020323597363688
"M8","TABULA_MURIS_SENIS_PANCREAS_PANCREATIC_DUCTAL_CELL_AGEING",259,0.020488057606153
"M8","TABULA_MURIS_SENIS_SPLEEN_GRANULOCYTE_AGEING",208,0.0219677896441812
"M8","TABULA_MURIS_SENIS_KIDNEY_EPITHELIAL_CELL_OF_PROXIMAL_TUBULE_AGEING",331,0.0219677896441812
"M8","TABULA_MURIS_SENIS_LUNG_INTERMEDIATE_MONOCYTE_AGEING",348,0.0235102272538429
"M8","TABULA_MURIS_SENIS_LIMB_MUSCLE_T_CELL_AGEING",209,0.0299327165625063
"M8","TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ASTROCYTE_AGEING",410,0.0340559834673217
"M8","TABULA_MURIS_SENIS_TRACHEA_FIBROBLAST_AGEING",99,0.0424166390474726
"M8","TABULA_MURIS_SENIS_SKIN_EPIDERMAL_CELL_AGEING",527,0.0495670657012103
