"pathway","pval","padj","log2err","ES","NES","size"
"HU_FETAL_RETINA_MICROGLIA",4.17733964861899e-11,1.65979628705128e-09,0.851339057116899,0.475457073503217,2.0194589371559,365
"DESCARTES_FETAL_HEART_MYELOID_CELLS",8.02874301008888e-11,2.99070677125811e-09,0.839088935621274,0.644099601455609,2.35101733123701,109
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES",3.89666901530194e-10,1.36612631359997e-08,0.814035837847908,0.696762837188616,2.42612317105828,78
"CUI_DEVELOPING_HEART_C2_CARDIOMYOCYTE",8.24979677436472e-10,2.73159937640076e-08,0.801215574617779,-0.676227009057385,-2.38090917915228,86
"DESCARTES_FETAL_MUSCLE_MYELOID_CELLS",3.11901193984035e-09,9.78384797970974e-08,0.774939030136436,0.614210095675838,2.24038218373703,110
"DESCARTES_FETAL_EYE_MICROGLIA",6.27138128201638e-09,1.86887162204088e-07,0.761460801445585,0.58972791537799,2.22440366045639,132
"DESCARTES_FETAL_LUNG_MYELOID_CELLS",2.87344650796803e-08,7.7844278124952e-07,0.73376198835648,0.569812883382778,2.15332566915983,135
"TRAVAGLINI_LUNG_MACROPHAGE_CELL",2.83437624287716e-08,7.7844278124952e-07,0.73376198835648,0.523826583525078,2.07030512445643,191
"CUI_DEVELOPING_HEART_CARDIAC_FIBROBLASTS",7.83424369654478e-08,2.03009097527856e-06,0.704975715167238,-0.610780060602393,-2.19434302621342,98
"DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS",1.36444365569786e-07,3.38836841164968e-06,0.690132458796796,0.536790030162736,2.06781700926959,157
"AIZARANI_LIVER_C25_KUPFFER_CELLS_4",1.85536689115522e-07,4.42319466851404e-06,0.690132458796796,0.51768189432949,2.00964738272394,165
"DESCARTES_MAIN_FETAL_MICROGLIA",3.28510495096462e-07,7.53047134913427e-06,0.674962860011025,0.552990938977625,2.05995132559206,122
"DESCARTES_FETAL_EYE_SKELETAL_MUSCLE_CELLS",6.50030460597211e-07,1.43488205376273e-05,0.659444398037935,-0.552579343158872,-2.06556792025711,126
"GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS",1.57175731920336e-06,3.3455977223043e-05,0.643551836150722,0.42048520881721,1.7500638639367,311
"DESCARTES_FETAL_MUSCLE_SKELETAL_MUSCLE_CELLS",1.90131389900648e-06,3.90752787519952e-05,0.643551836150722,-0.518668286283091,-1.96455241995906,144
"DESCARTES_MAIN_FETAL_MYELOID_CELLS",2.29830618852606e-06,4.56596829453844e-05,0.627256739718528,0.606230402701077,2.10335942869969,76
"DESCARTES_FETAL_LIVER_MESOTHELIAL_CELLS",3.45098314809943e-06,6.42745611333519e-05,0.627256739718528,-0.440645503343403,-1.77911493517311,242
"FAN_OVARY_CL13_MONOCYTE_MACROPHAGE",3.3952384993293e-06,6.42745611333519e-05,0.627256739718528,0.371528591040648,1.59740459073548,439
"DESCARTES_FETAL_HEART_EPICARDIAL_FAT_CELLS",4.30361465237424e-06,7.77258888731832e-05,0.610526878385931,-0.608635884040305,-2.10366974653824,76
"AIZARANI_LIVER_C12_NK_NKT_CELLS_4",9.5420053201074e-06,0.000167265740317177,0.593325476396405,-0.703060318568823,-2.1624482728201,43
"DESCARTES_FETAL_SPLEEN_MYELOID_CELLS",1.34475353268876e-05,0.000228992315852142,0.593325476396405,0.543524460578599,1.96853133880129,104
"TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL",1.80092583216276e-05,0.000298153276658056,0.575610261071129,0.461837583797569,1.79992123154866,173
"LAKE_ADULT_KIDNEY_C22_ENDOTHELIAL_CELLS_GLOMERULAR_CAPILLARIES",1.86291796273012e-05,0.000300080839401932,0.575610261071129,-0.500397105159639,-1.88891855360898,133
"HAY_BONE_MARROW_NEUTROPHIL",2.14939582005691e-05,0.000337115765461557,0.575610261071129,0.37254593856058,1.59310338458216,422
"DESCARTES_FETAL_STOMACH_MYELOID_CELLS",2.21817856689067e-05,0.000338983186119702,0.575610261071129,0.60300227094432,2.04128831886999,67
"FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL",4.36044850088163e-05,0.000649706826631363,0.557332238758646,-0.487635805157274,-1.83820043216849,132
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS",9.70713919516306e-05,0.00141108657568712,0.538434096309916,0.504637880393804,1.84379506285317,107
"ZHONG_PFC_C1_OPC",0.000111406003876746,0.00158090424548906,0.538434096309916,0.407871984305089,1.64984613614338,231
"FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL",0.000169379035947556,0.00234767221918008,0.518848077743792,-0.361432283777681,-1.53042832548055,376
"HAY_BONE_MARROW_MONOCYTE",0.000186381961673148,0.00252462838993627,0.518848077743792,0.410990506693958,1.64379339717005,208
"DESCARTES_MAIN_FETAL_SKELETAL_MUSCLE_CELLS",0.000209673383839198,0.00277700748373693,0.518848077743792,-0.484057686072277,-1.78864222799934,117
"TRAVAGLINI_LUNG_BASOPHIL_MAST_1_CELL",0.000236323016787639,0.00306192430446593,0.518848077743792,0.390467204848204,1.61230954364268,264
"TRAVAGLINI_LUNG_IGSF21_DENDRITIC_CELL",0.000320836146352955,0.00406847538779492,0.49849310876659,0.632313640925887,1.98909080367759,42
"FAN_EMBRYONIC_CTX_NSC_2",0.000406515913561642,0.00504757259339039,0.49849310876659,0.39456142990095,1.59594726754566,230
"TRAVAGLINI_LUNG_CLASSICAL_MONOCYTE_CELL",0.000435942813047145,0.00530248809338977,0.49849310876659,0.388932271141688,1.59103092351534,257
"FAN_EMBRYONIC_CTX_MICROGLIA_3",0.000504439608976593,0.00601292013900098,0.477270815362862,0.745316842164175,2.00857515902691,20
"AIZARANI_LIVER_C23_KUPFFER_CELLS_3",0.00072186635893624,0.00827369903703844,0.477270815362862,0.395444854416139,1.57506715196172,203
"TRAVAGLINI_LUNG_B_CELL",0.000720924530233304,0.00827369903703844,0.477270815362862,0.430855789119303,1.63849026100635,148
"BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS",0.000918560161120855,0.0103294689816609,0.477270815362862,0.393537779142251,1.57501048696604,207
"CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL",0.000965674469163072,0.0106581848818739,0.477270815362862,-0.421000036253443,-1.59388182668939,145
"GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS",0.00112244419969705,0.0121015084662313,0.45505986738723,0.470438633934771,1.69358003720336,92
"TRAVAGLINI_LUNG_PLASMACYTOID_DENDRITIC_CELL",0.00113705448675999,0.0121015084662313,0.45505986738723,0.468535195951628,1.6969359862486,104
"DESCARTES_FETAL_PLACENTA_VASCULAR_ENDOTHELIAL_CELLS",0.00118880503489664,0.0124303122947087,0.45505986738723,-0.483704530776816,-1.6995522747621,84
"DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS",0.00126957219204635,0.0130459487320625,0.45505986738723,-0.407718464998446,-1.58233718893075,173
"DESCARTES_FETAL_INTESTINE_MESOTHELIAL_CELLS",0.0014156528261555,0.0143004929557403,0.45505986738723,-0.539531916688352,-1.75674144126693,56
"DESCARTES_FETAL_STOMACH_MESOTHELIAL_CELLS",0.00157361633227963,0.015631255567311,0.45505986738723,-0.666619797011983,-1.82781607962647,25
"HAY_BONE_MARROW_CD34_POS_HSC",0.00188085880399036,0.0178247499139343,0.45505986738723,-0.485409314527138,-1.7090643779737,86
"HAY_BONE_MARROW_DENDRITIC_CELL",0.00186710409344614,0.0178247499139343,0.45505986738723,0.397561411975398,1.54846836651831,169
"ZHONG_PFC_C2_UNKNOWN_NPC",0.0018841598063387,0.0178247499139343,0.45505986738723,0.50548547607114,1.7487019650509,72
"DESCARTES_FETAL_MUSCLE_VASCULAR_ENDOTHELIAL_CELLS",0.00204159494039879,0.0190123528824638,0.431707695803346,0.525207075040965,1.71545655235407,54
"DESCARTES_FETAL_PANCREAS_ERYTHROBLASTS",0.00208420922059104,0.0191105953149579,0.431707695803346,-0.45871148226847,-1.6314489710307,95
"FAN_EMBRYONIC_CTX_MICROGLIA_1",0.0022287495025315,0.0201262833864966,0.431707695803346,0.410044208653498,1.56998055912059,151
"MANNO_MIDBRAIN_NEUROTYPES_HPROGBP",0.00259505287267609,0.0230843509270888,0.431707695803346,0.359355414122498,1.48317987538496,266
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MONOCYTES",0.00278706812990501,0.0244278324326968,0.431707695803346,0.589145505904095,1.79607110001548,37
"DESCARTES_FETAL_PANCREAS_VASCULAR_ENDOTHELIAL_CELLS",0.00286829018888599,0.0247753761242905,0.431707695803346,0.545308012716038,1.75277377085718,49
"DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS",0.00328780653529448,0.027993324214793,0.431707695803346,-0.306315319188835,-1.32622115063542,491
"DESCARTES_FETAL_PANCREAS_MESOTHELIAL_CELLS",0.00338723878557105,0.0284337227633851,0.431707695803346,-0.523241157405238,-1.70369795846796,56
"CUI_DEVELOPING_HEART_C7_MAST_CELL",0.00354222566994834,0.028920089031359,0.431707695803346,0.410292544586887,1.55867350066781,147
"DESCARTES_MAIN_FETAL_ANTIGEN_PRESENTING_CELLS",0.00349531040697347,0.028920089031359,0.431707695803346,0.475820771205669,1.68174832167926,85
"DESCARTES_FETAL_STOMACH_ERYTHROBLASTS",0.00360435977235463,0.0290297084368022,0.431707695803346,-0.477578538763775,-1.65633959721399,79
"DESCARTES_FETAL_KIDNEY_ERYTHROBLASTS",0.00395711515155418,0.0308854095478257,0.407017918923954,-0.425668493430765,-1.57375267649983,118
"DESCARTES_FETAL_PANCREAS_ACINAR_CELLS",0.00394225133124401,0.0308854095478257,0.407017918923954,-0.626032276569463,-1.8096316477394,30
"ZHONG_PFC_C4_UNKNOWN_INP",0.00399022908587681,0.0308854095478257,0.407017918923954,-0.491765461635307,-1.69509733154783,75
"DESCARTES_FETAL_PLACENTA_AFP_ALB_POSITIVE_CELLS",0.00406857960616324,0.0310881210932473,0.407017918923954,-0.440818043144991,-1.59070816752029,102
"AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4",0.00506432629478109,0.0382068160973358,0.407017918923954,-0.375255676966801,-1.4683050820054,181
"MANNO_MIDBRAIN_NEUROTYPES_HDA",0.00607195935624925,0.0450351796677191,0.407017918923954,-0.319052720624223,-1.35097112390192,382
"MURARO_PANCREAS_DELTA_CELL",0.00612055294141821,0.0450351796677191,0.407017918923954,-0.35926055670461,-1.42571665427311,210
"DESCARTES_FETAL_LIVER_LYMPHOID_CELLS",0.00662620670761457,0.0481612097285157,0.407017918923954,0.449299409153272,1.59193323432422,86
"AIZARANI_LIVER_C21_STELLATE_CELLS_1",0.00816634809065215,0.0586402826750444,0.380730400722792,0.363715753830076,1.43230230609028,188
"DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS",0.00852268902413407,0.0604705078379037,0.380730400722792,-0.510809399609166,-1.6354094960526,51
"RUBENSTEIN_SKELETAL_MUSCLE_MYELOID_CELLS",0.0090115021018405,0.0631865323846699,0.380730400722792,0.331298249558452,1.39033819885499,334
"GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR",0.00921660226659597,0.0637414940120524,0.380730400722792,0.412513298101299,1.49075175798206,95
"MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL",0.00930454694471234,0.0637414940120524,0.380730400722792,0.330352738891146,1.37255576707038,292
"AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS",0.00957450201108257,0.064845490893241,0.380730400722792,0.39432550646552,1.46890535179506,122
"AIZARANI_LIVER_C31_KUPFFER_CELLS_5",0.00987122298924028,0.0661039202425529,0.380730400722792,0.417109274253238,1.51369798655699,105
"DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS",0.0115874904219837,0.0767349365722476,0.380730400722792,-0.442306175973345,-1.54268644773968,81
"CUI_DEVELOPING_HEART_C6_EPICARDIAL_CELL",0.012380069871579,0.0789672650196287,0.380730400722792,-0.356320176043515,-1.39537472741968,182
"DESCARTES_MAIN_FETAL_GOBLET_CELLS",0.0122087056423233,0.0789672650196287,0.380730400722792,-0.57814320196762,-1.64796622936032,29
"MANNO_MIDBRAIN_NEUROTYPES_HPROGFPM",0.0124545686440354,0.0789672650196287,0.380730400722792,0.320992154966881,1.33455993563624,310
"ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON",0.0122499753519545,0.0789672650196287,0.380730400722792,-0.599163554269472,-1.6215648554014,23
"ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON",0.0128256738830048,0.0804642277291668,0.380730400722792,-0.686352639363908,-1.67695455027752,15
"DESCARTES_FETAL_SPLEEN_AFP_ALB_POSITIVE_CELLS",0.0132211905758452,0.0820815581583721,0.380730400722792,-0.386921564657786,-1.45335195799416,128
"MANNO_MIDBRAIN_NEUROTYPES_HDA2",0.0142681582080889,0.0876682710517628,0.380730400722792,-0.310947155580441,-1.31773579562605,383
"DESCARTES_FETAL_INTESTINE_VASCULAR_ENDOTHELIAL_CELLS",0.0175925395964466,0.106932945917265,0.352487857583619,0.514267279197689,1.57626757702397,38
"GAUTAM_EYE_IRIS_CILIARY_BODY_MONOCYTES",0.0177623517547134,0.106932945917265,0.352487857583619,0.37397398595446,1.39749113021528,124
"DESCARTES_FETAL_INTESTINE_ENS_NEURONS",0.0192793877119422,0.114905150763176,0.352487857583619,-0.418817974309026,-1.47460474969243,86
"DESCARTES_FETAL_THYMUS_VASCULAR_ENDOTHELIAL_CELLS",0.0197097674745001,0.115754814972043,0.352487857583619,-0.380392493311645,-1.40636132038984,118
"FAN_EMBRYONIC_CTX_OPC",0.0198103877972288,0.115754814972043,0.352487857583619,-0.519896303738521,-1.56271273475785,39
"FAN_OVARY_CL11_MURAL_GRANULOSA_CELL",0.0210985178764508,0.118629402399667,0.352487857583619,-0.293148149560663,-1.25332023682936,422
"LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS",0.0208053457142013,0.118629402399667,0.352487857583619,-0.369360788334696,-1.41957193483938,164
"MANNO_MIDBRAIN_NEUROTYPES_HDA1",0.0208789923015793,0.118629402399667,0.352487857583619,-0.294223072182595,-1.26159885055586,451
"TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL",0.0209392930769223,0.118629402399667,0.352487857583619,0.366351983662756,1.36900871968089,124
"DESCARTES_MAIN_FETAL_VISCERAL_NEURONS",0.0225622761369375,0.122590924463899,0.352487857583619,-0.524458438962093,-1.54861434396208,35
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS",0.0221696755988852,0.122590924463899,0.352487857583619,0.569061889133163,1.67119154996503,31
"MANNO_MIDBRAIN_NEUROTYPES_HOMTN",0.0226258417634713,0.122590924463899,0.352487857583619,-0.314714275567508,-1.29411119977179,285
"TRAVAGLINI_LUNG_NEUROENDOCRINE_CELL",0.0222721844226812,0.122590924463899,0.352487857583619,-0.395498053176938,-1.42716931216902,102
"TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_1_CELL",0.0230716415576653,0.123880165480797,0.352487857583619,0.329816562657977,1.32495055144629,213
"DESCARTES_FETAL_CEREBRUM_OLIGODENDROCYTES",0.0241538315495212,0.127395430119598,0.352487857583619,0.545421279235461,1.63346058978908,33
"ZHONG_PFC_MAJOR_TYPES_NPCS",0.0239882714219367,0.127395430119598,0.352487857583619,0.355299287066378,1.34662391946366,137
"CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL",0.0254559832374271,0.131928400082666,0.352487857583619,0.486767461746538,1.53856899243295,44
"HAY_BONE_MARROW_PLASMA_CELL",0.0253694493584556,0.131928400082666,0.352487857583619,0.386050758248227,1.41088764326227,108
"DESCARTES_FETAL_STOMACH_MUC13_DMBT1_POSITIVE_CELLS",0.0259298485752213,0.133225773714068,0.352487857583619,-0.502940115237667,-1.51404816168591,40
"DESCARTES_MAIN_FETAL_ISLET_ENDOCRINE_CELLS",0.0274125083166288,0.139639785954793,0.352487857583619,-0.555151831117655,-1.54716640273117,27
"FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL",0.0282660811403587,0.142767664064863,0.352487857583619,-0.326619347250572,-1.30383026793228,223
"DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS",0.0286644877357152,0.143563316726775,0.352487857583619,-0.38091469826671,-1.38345177638662,106
"BUSSLINGER_GASTRIC_IMMATURE_PIT_CELLS",0.0290638186123079,0.144350299107796,0.352487857583619,-0.35621321364006,-1.34882392945337,142
"CUI_DEVELOPING_HEART_C5_VALVAR_CELL",0.0294539078384867,0.145078752658992,0.352487857583619,-0.337489132293709,-1.32893108576216,193
"DESCARTES_MAIN_FETAL_SYNCYTIOTROPHOBLASTS_AND_VILLOUS_CYTOTROPHOBLASTS",0.0300147345139781,0.146629358773204,0.352487857583619,-0.421363977633982,-1.43011228460061,68
"DESCARTES_FETAL_LIVER_HEMATOPOIETIC_STEM_CELLS",0.0315043908377328,0.15021293551431,0.321775918075361,-0.633426371322221,-1.59443330145775,17
"DESCARTES_FETAL_SPLEEN_LYMPHOID_CELLS",0.0314285241883151,0.15021293551431,0.321775918075361,0.402073175889248,1.44180078402126,91
"ZHONG_PFC_MAJOR_TYPES_OPC",0.0314712573200593,0.15021293551431,0.321775918075361,-0.429875438152132,-1.4686615901036,71
"ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR",0.0321718567453119,0.152177989049253,0.321775918075361,-0.388336026783075,-1.37488287425434,93
"DESCARTES_FETAL_LUNG_NEUROENDOCRINE_CELLS",0.0333752385986547,0.156627103974789,0.321775918075361,-0.478827542922242,-1.48606919195239,46
"ZHENG_CORD_BLOOD_C2_PUTATIVE_BASOPHIL_EOSINOPHIL_MAST_CELL_PROGENITOR",0.033698479221202,0.156908543873722,0.321775918075361,0.399329857457405,1.42751637560664,89
"RUBENSTEIN_SKELETAL_MUSCLE_SATELLITE_CELLS",0.0339997095933075,0.157083929593886,0.321775918075361,-0.310652050692085,-1.28144580982521,299
"MENON_FETAL_KIDNEY_3_STROMAL_CELLS",0.0358237178224931,0.164237967863122,0.321775918075361,0.423425187553701,1.46481846181273,72
"DESCARTES_FETAL_LIVER_HEPATOBLASTS",0.0376658800336262,0.168788454887528,0.321775918075361,-0.317348243834506,-1.284881139168,249
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS",0.037141016392103,0.168788454887528,0.321775918075361,-0.53518600956237,-1.55916775442527,31
"MENON_FETAL_KIDNEY_10_IMMUNE_CELLS",0.037586672707004,0.168788454887528,0.321775918075361,0.409739238680826,1.43424362925101,79
"LAKE_ADULT_KIDNEY_C2_PODOCYTES",0.0391528214466752,0.172852456164581,0.321775918075361,-0.334148342296006,-1.315776055706,193
"ZHONG_PFC_C2_THY1_POS_OPC",0.0390965477633341,0.172852456164581,0.321775918075361,-0.577732967890584,-1.50786694990465,20
"ZHONG_PFC_C8_ORG_PROLIFERATING",0.039642171395476,0.173725986409586,0.321775918075361,0.437307108687519,1.4375531259626,58
"DESCARTES_FETAL_THYMUS_THYMOCYTES",0.0436582611165768,0.189929369529049,0.321775918075361,0.594240721462794,1.52701738382785,17
"DESCARTES_FETAL_KIDNEY_VASCULAR_ENDOTHELIAL_CELLS",0.0444271933084538,0.191873965303177,0.321775918075361,0.420284534163323,1.42275071177721,67
"DESCARTES_FETAL_LUNG_MESOTHELIAL_CELLS",0.0462843131123976,0.198456479244525,0.321775918075361,-0.425108840035287,-1.43479374681565,66
"RUBENSTEIN_SKELETAL_MUSCLE_PCV_ENDOTHELIAL_CELLS",0.0475268265972388,0.202328490371102,0.321775918075361,-0.319980393054671,-1.27528633989406,216
"CUI_DEVELOPING_HEART_SMOOTH_MUSCLE_CELL",0.048599585988824,0.205428037229355,0.321775918075361,0.449064046602096,1.4287189273336,46
"AIZARANI_LIVER_C10_MVECS_1",0.0495889933271508,0.206547238217104,0.321775918075361,-0.30716714056684,-1.24948186616803,259
"DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS",0.0499040307101727,0.206547238217104,0.282013350011725,0.36594459322056,1.33131799559735,100
"DESCARTES_FETAL_STOMACH_ENS_NEURONS",0.0493358633776091,0.206547238217104,0.282013350011725,0.444875377081482,1.40246036234628,43
"DESCARTES_FETAL_INTESTINE_ERYTHROBLASTS",0.0505287140899773,0.20769043860432,0.321775918075361,-0.358916793955273,-1.33627237553433,122
"AIZARANI_LIVER_C8_RESIDENT_B_CELLS_1",0.0520768050988438,0.210308954989806,0.321775918075361,0.509286410507194,1.52524170242267,33
"DESCARTES_FETAL_EYE_STROMAL_CELLS",0.0522243713733075,0.210308954989806,0.276500599254472,0.387485100342315,1.35833267860252,81
"LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2",0.0518977299830102,0.210308954989806,0.321775918075361,-0.406763656022234,-1.40209925601742,75
"DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS",0.0538922155688623,0.215568862275449,0.276500599254472,-0.276755501621751,-1.1866227105597,436
"DESCARTES_FETAL_LUNG_VISCERAL_NEURONS",0.054989816700611,0.218492871690428,0.276500599254472,-0.367920944256699,-1.34960545353623,109
"BUSSLINGER_DUODENAL_TUFT_CELLS",0.0556621880998081,0.218736407133536,0.266350657088526,0.401741668744943,1.36558708447932,68
"LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET",0.0557851239669422,0.218736407133536,0.276500599254472,-0.311522835678261,-1.24595660882271,225
"DESCARTES_FETAL_STOMACH_NEUROENDOCRINE_CELLS",0.056710775047259,0.220912561622002,0.261663521711573,0.545555918564587,1.47023387088247,20
"MANNO_MIDBRAIN_NEUROTYPES_HSERT",0.0587044534412955,0.226615969581749,0.266350657088526,-0.292606317874777,-1.22829060924297,339
"TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL",0.05893536121673,0.226615969581749,0.257206466468838,0.29853775354425,1.22784234906001,262
"BUSSLINGER_GASTRIC_NECK_CELLS",0.0601202404809619,0.229690149529829,0.261663521711573,0.488094577189808,1.40730038192162,29
"DESCARTES_FETAL_EYE_LENS_FIBRE_CELLS",0.0640495867768595,0.243143654261199,0.257206466468838,-0.488925231382692,-1.44585670863946,36
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PLASMA_CELLS",0.0651260504201681,0.244296711883078,0.257206466468838,-0.539803512468715,-1.44445488135947,22
"TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL",0.065173116089613,0.244296711883078,0.252961123069611,-0.349955025754439,-1.30479727930616,121
"BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS",0.0663900414937759,0.247302904564315,0.252961123069611,-0.32530228973994,-1.27924450967784,189
"CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL",0.0688935281837161,0.253460140725276,0.248911114434702,-0.323993955166455,-1.26772757911408,181
"FAN_EMBRYONIC_CTX_BRAIN_B_CELL",0.0687022900763359,0.253460140725276,0.237793834423688,0.357431524103996,1.28515561031884,94
"FAN_EMBRYONIC_CTX_BRAIN_MYELOID",0.0694980694980695,0.253718635748986,0.237793834423688,0.33815711052511,1.26364822240768,124
"LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR",0.0698151950718686,0.253718635748986,0.245041785430996,-0.340290792678365,-1.27819779252652,128
"DESCARTES_FETAL_LUNG_LYMPHOID_CELLS",0.0704500978473581,0.25437783522755,0.237793834423688,0.34958782239159,1.27602474427036,109
"FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1",0.0708502024291498,0.25437783522755,0.241339976815091,-0.275675160437959,-1.17504690138121,418
"BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS",0.0720164609053498,0.255486968449931,0.241339976815091,-0.291273733525193,-1.19956626150865,291
"DESCARTES_FETAL_INTESTINE_ENS_GLIA",0.0718685831622177,0.255486968449931,0.241339976815091,-0.488719528404562,-1.43868298537888,34
"DESCARTES_FETAL_ADRENAL_ERYTHROBLASTS",0.0748440748440748,0.256362463259015,0.237793834423688,-0.391047890827352,-1.32721927412869,68
"GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1",0.0739957716701903,0.256362463259015,0.241339976815091,-0.584076955364819,-1.45330259365195,16
"HAY_BONE_MARROW_PLATELET",0.0746887966804979,0.256362463259015,0.237793834423688,-0.313915536454055,-1.2481272286823,209
"HU_FETAL_RETINA_RPC",0.0747663551401869,0.256362463259015,0.224966093540314,0.356710111765494,1.28415712651352,92
"MANNO_MIDBRAIN_NEUROTYPES_BASAL",0.0748440748440748,0.256362463259015,0.237793834423688,-0.384221801358683,-1.32793800644535,77
"TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL",0.0741525423728814,0.256362463259015,0.241339976815091,-0.333429781072025,-1.26729208021125,153
"AIZARANI_LIVER_C33_STELLATE_CELLS_2",0.0767157955489211,0.26100431189364,0.287805130535564,0.347403010298368,1.30009200956032,126
