"pathway","pval","padj","log2err","ES","NES","size"
"GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",3.44433371910508e-05,0.00797464559905741,0.557332238758646,0.419198823935781,1.69573777117948,251
"GOBP_HEART_MORPHOGENESIS",3.56212205108765e-05,0.00801172136747486,0.557332238758646,-0.4271990042426,-1.71650586410126,226
"GOMF_IMMUNOGLOBULIN_BINDING",4.17912291965685e-05,0.00913834878431631,0.557332238758646,0.801654931545083,2.14936665672903,18
"GOCC_AZUROPHIL_GRANULE",4.43566422428239e-05,0.00938879221590235,0.557332238758646,0.48196521204321,1.8431214341966,143
"GOMF_OXYGEN_BINDING",4.53219136438376e-05,0.00938879221590235,0.557332238758646,-0.783843720090805,-2.14691672066506,23
"GOBP_LEUKOCYTE_PROLIFERATION",5.84077145304472e-05,0.0117893725329149,0.557332238758646,0.397606327294652,1.6390485288835,280
"GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING",6.32333399494777e-05,0.0124443213020572,0.538434096309916,-0.735963890123544,-2.12282053981911,30
"GOBP_LEUKOCYTE_MIGRATION",7.84326885441389e-05,0.0150590762004747,0.538434096309916,0.38567254938311,1.61780440946043,328
"GOBP_INCLUSION_BODY_ASSEMBLY",8.42733142019585e-05,0.0157952268904242,0.538434096309916,-0.773301895196786,-2.10232753167026,22
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",8.69085915961579e-05,0.0159103356522083,0.538434096309916,0.375976643206006,1.58279312511924,344
"GOMF_PROTEIN_FOLDING_CHAPERONE",9.74924821400293e-05,0.0174422913501434,0.538434096309916,-0.698939868110244,-2.091952829478,36
"GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION",0.000103764890277102,0.018151938139141,0.538434096309916,0.418007269222879,1.66986840921986,223
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.000111796606033928,0.0188383468785661,0.538434096309916,-0.391827534464018,-1.59665832658584,271
"HP_SUPRAVENTRICULAR_ARRHYTHMIA",0.000112474886089,0.0188383468785661,0.538434096309916,-0.512658760954633,-1.84201734072998,99
"HP_ABNORMALITY_OF_ALKALINE_PHOSPHATASE_LEVEL",0.000116540949947217,0.0191127157913437,0.538434096309916,0.552752437350731,1.95150885055756,79
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE",0.000123825831660347,0.0198929989149031,0.518848077743792,0.459787696823746,1.77950018006397,160
"HP_ATRIAL_ARRHYTHMIA",0.000135636004172135,0.0213545324968609,0.518848077743792,-0.564402270160568,-1.94306402653789,73
"GOBP_HEART_PROCESS",0.000140063756056768,0.0215374591255269,0.518848077743792,-0.409172865179861,-1.63326432248752,217
"GOCC_LIPID_DROPLET",0.00014226980113407,0.0215374591255269,0.518848077743792,-0.529428884135176,-1.86480502632627,86
"GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE",0.000147238237140474,0.0218690453352794,0.518848077743792,-0.675150672411029,-2.03384605406301,37
"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.000158043535866537,0.0226203402607523,0.518848077743792,-0.428231746225299,-1.69521653512503,187
"GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE",0.000156958049993547,0.0226203402607523,0.518848077743792,-0.671472614739025,-2.02474404235626,38
"GOBP_RNA_SPLICING",0.000165721764329688,0.0232957451572019,0.518848077743792,-0.366024179934896,-1.54708554318522,378
"GOBP_REGULATION_OF_SPINDLE_ORGANIZATION",0.00017999993268022,0.024430335690667,0.518848077743792,-0.674488597787221,-2.08562057414512,41
"GOCC_AGGRESOME",0.000179495802627549,0.024430335690667,0.518848077743792,-0.712246903671168,-2.10223844002413,32
"GOBP_INTERLEUKIN_6_PRODUCTION",0.000192600805648254,0.0252692257010509,0.518848077743792,0.467152310108634,1.78890971677486,139
"GOMF_CARBOHYDRATE_BINDING",0.000189713278869791,0.0252692257010509,0.518848077743792,0.424048262857593,1.67763945504476,203
"GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.000197141896269644,0.0254410001218792,0.518848077743792,0.440602576799851,1.71501418765104,183
"GOCC_A_BAND",0.000207242278877071,0.0263130841825855,0.518848077743792,-0.68381110155713,-1.99197185270543,31
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0.000220192013582521,0.0275135163638351,0.518848077743792,0.507789829267798,1.86006827129476,100
"HP_VENTRICULAR_ARRHYTHMIA",0.000243965832996036,0.0300077974585124,0.518848077743792,-0.437682700882487,-1.70250060741802,167
"GOBP_ADAPTIVE_IMMUNE_RESPONSE",0.000257803196534681,0.0307885071048582,0.49849310876659,0.344135462989352,1.5008416538449,468
"GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS",0.000262046490856898,0.0307885071048582,0.49849310876659,0.418189820628241,1.65705841452715,208
"GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",0.000258414163260862,0.0307885071048582,0.49849310876659,0.3629230768291,1.53560289791922,372
"GOBP_SARCOMERE_ORGANIZATION",0.000267402259264731,0.0309557438960583,0.49849310876659,-0.647838293434,-1.98076639660499,40
"GOBP_LEUKOCYTE_CHEMOTAXIS",0.000284271146650003,0.0324316299482439,0.49849310876659,0.42069461545069,1.65713177129246,197
"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0.000297906065380231,0.033501664952474,0.49849310876659,0.402095406747103,1.62348765793496,243
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE",0.000307697372365533,0.0338592764431231,0.49849310876659,0.330802728765827,1.44999786265734,498
"GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS",0.000309688504052955,0.0338592764431231,0.49849310876659,-0.444906082527698,-1.70220642248876,150
"GOMF_HSP90_PROTEIN_BINDING",0.000357283522158171,0.0385278888551934,0.49849310876659,-0.659080850345007,-2.03797749289492,41
"GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION",0.000369086233923419,0.038739291112602,0.49849310876659,-0.40129117208149,-1.60972452595102,245
"GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",0.000365079245828006,0.038739291112602,0.49849310876659,0.737767513079313,2.01169045913263,21
"GOBP_CARDIOCYTE_DIFFERENTIATION",0.000423555502752849,0.0433571284144169,0.49849310876659,-0.455424707442665,-1.70282369543177,130
"GOBP_CELL_CHEMOTAXIS",0.00043714539135909,0.0433571284144169,0.49849310876659,0.386439314038363,1.57447475145493,261
"GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION",0.000430188106424387,0.0433571284144169,0.49849310876659,0.405326528840139,1.58917600581422,192
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",0.000451636754316842,0.0433571284144169,0.49849310876659,0.461035989822366,1.73896104074335,125
"GOBP_T_CELL_ACTIVATION",0.000432186236129051,0.0433571284144169,0.49849310876659,0.339071117658011,1.46636916040143,436
"GOMF_ACTIN_MONOMER_BINDING",0.000447295926576652,0.0433571284144169,0.49849310876659,-0.734615376827796,-2.01208224974559,23
"HP_AUTOIMMUNE_ANTIBODY_POSITIVITY",0.000443445596990128,0.0433571284144169,0.49849310876659,0.574422526037628,1.92607057368914,59
"GOBP_CARDIAC_MUSCLE_CONTRACTION",0.000484209455884046,0.0437195718781844,0.49849310876659,-0.466815158231997,-1.73049861254724,121
"GOBP_MONONUCLEAR_CELL_DIFFERENTIATION",0.000488083131531118,0.0437195718781844,0.49849310876659,0.349398310588688,1.48381853339449,381
"GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION",0.000488735051483769,0.0437195718781844,0.477270815362862,0.749507275783309,2.0168777662245,19
"GOBP_REGULATION_OF_URINE_VOLUME",0.000478082613050915,0.0437195718781844,0.49849310876659,-0.810841896047396,-2.02155795569548,16
"GOMF_PROTEIN_N_TERMINUS_BINDING",0.000481344311174673,0.0437195718781844,0.49849310876659,-0.484163279227798,-1.73963116210398,99
"HP_HEART_BLOCK",0.000471724472521108,0.0437195718781844,0.49849310876659,-0.486605957943064,-1.75748431674425,103
"GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE",0.000497205917572951,0.0439775840801604,0.477270815362862,0.399330574561755,1.58692555571513,213
"GOCC_VESICLE_LUMEN",0.000512377240056443,0.0448159292636036,0.477270815362862,0.371322163065722,1.53794790046849,292
"HP_ABNORMALITY_OF_HUMORAL_IMMUNITY",0.000518779414253361,0.0448772697692578,0.477270815362862,0.389012678997906,1.57288360439473,252
"GOBP_REGULATION_OF_RNA_SPLICING",0.000532022619571475,0.0455226311007245,0.477270815362862,-0.445317705136721,-1.67541993715613,140
"GOBP_COLLAGEN_CATABOLIC_PROCESS",0.000571369279814593,0.0473454628494787,0.477270815362862,0.676161391382376,2.01455771761097,32
"GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",0.000565663051635415,0.0473454628494787,0.477270815362862,0.473870557007269,1.74001452201876,103
"GOCC_SARCOPLASM",0.000567952133990702,0.0473454628494787,0.477270815362862,-0.539232185360424,-1.85166242445857,72
"GOBP_CELLULAR_RESPONSE_TO_HEAT",0.000600672926550543,0.0489281846834679,0.477270815362862,-0.58099099503233,-1.93726572972907,60
"GOBP_REGULATION_OF_SYSTEM_PROCESS",0.000607895446709467,0.0489281846834679,0.477270815362862,-0.331797434501807,-1.42625450372247,449
"GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.000609116120297237,0.0489281846834679,0.477270815362862,0.459219409715117,1.7154649096036,118
"GOBP_MICROTUBULE_NUCLEATION",0.000649721690708203,0.0516627186793431,0.477270815362862,-0.672373758539121,-1.99832941478673,34
"GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS",0.000733572329009327,0.0555257824419368,0.477270815362862,-0.556351773086857,-1.88289609052417,64
"GOBP_PROTEIN_REFOLDING",0.000714396392266016,0.0555257824419368,0.477270815362862,-0.75479539859514,-1.98766002787116,20
"GOBP_STRIATED_MUSCLE_CONTRACTION",0.000720950928679892,0.0555257824419368,0.477270815362862,-0.428536485553414,-1.65213634890068,155
"HP_SEPSIS",0.000729654561621702,0.0555257824419368,0.477270815362862,0.489572071633467,1.78271638417497,98
"HP_SHORT_TIBIA",0.000708277963136691,0.0555257824419368,0.477270815362862,-0.735273751263148,-1.89965502346905,19
"HP_ABSCESS",0.000745369932266868,0.0558814486362361,0.477270815362862,0.58254358752519,1.89531534974478,52
"GOCC_CYTOSOLIC_RIBOSOME",0.000764772751285489,0.056795199038862,0.477270815362862,-0.517129871110638,-1.83558299915892,93
"GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY",0.000786922412812163,0.0577502956624393,0.477270815362862,-0.709616403949355,-2.01783744948038,26
"HP_CARDIAC_CONDUCTION_ABNORMALITY",0.000792305885612735,0.0577502956624393,0.477270815362862,-0.448022828343338,-1.66961724610048,128
"GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND",0.00081621628654434,0.0582552018216572,0.477270815362862,-0.330500418462238,-1.42522740020952,470
"GOBP_LEUKOCYTE_DIFFERENTIATION",0.000813597469685169,0.0582552018216572,0.477270815362862,0.325543836195032,1.42520371887061,482
"HP_AUTOIMMUNITY",0.000821433867149892,0.0582552018216572,0.477270815362862,0.430332895913083,1.66550229824512,160
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.000850216588943747,0.0595432270590724,0.477270815362862,0.337786533787827,1.43191568512257,375
"HP_APLASIA_HYPOPLASIA_OF_THE_TIBIA",0.000854723660781909,0.0595432270590724,0.477270815362862,-0.719592754314495,-1.97093588518926,23
"GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",0.000871242495460731,0.0601615870549726,0.477270815362862,-0.632056366492284,-1.90588913739391,38
"GOMF_CHEMOKINE_BINDING",0.000930239258185188,0.063676899482033,0.477270815362862,0.660210155590024,1.96703254746599,32
"GOCC_SPECIFIC_GRANULE_LUMEN",0.000942430537019092,0.063955286098399,0.477270815362862,0.568348749340964,1.8662901404851,55
"HP_ABNORMAL_HEART_SOUND",0.000973998422491184,0.0655326118106889,0.477270815362862,-0.641934181451431,-1.88955980802043,33
"GOBP_MACROPHAGE_ACTIVATION",0.00100132503153903,0.0668002597311464,0.45505986738723,0.505454822258696,1.80955606352446,88
"GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS",0.00102370924100091,0.0671310033823475,0.45505986738723,-0.419299213711046,-1.63724755118163,171
"GOBP_CIRCULATORY_SYSTEM_PROCESS",0.00103022925925356,0.0671310033823475,0.45505986738723,-0.333668007402249,-1.44893663442787,496
"GOMF_DISORDERED_DOMAIN_SPECIFIC_BINDING",0.00103186628674594,0.0671310033823475,0.45505986738723,-0.668426195960394,-1.92801423708394,30
"GOCC_VACUOLAR_LUMEN",0.00109100087004953,0.0703963840084416,0.45505986738723,0.427129505204562,1.64184066294689,153
"GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",0.0011299321834642,0.0723156597417089,0.45505986738723,-0.359321201500234,-1.48151530366562,298
"GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN",0.00116667714873971,0.0728895437688807,0.45505986738723,-0.490119989961465,-1.73485010031814,91
"GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0.00116667714873971,0.0728895437688807,0.45505986738723,0.501847428211361,1.79664139442959,88
"GOMF_PROTEOGLYCAN_BINDING",0.00116434379444223,0.0728895437688807,0.45505986738723,0.665464133058854,1.97768832586344,30
"GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",0.00118981845192336,0.0737500067207927,0.45505986738723,-0.499016026164033,-1.74234461892528,82
"HP_ABNORMAL_ATRIOVENTRICULAR_CONDUCTION",0.00121819568373522,0.0749190345497163,0.45505986738723,-0.517231545963313,-1.79411792351269,76
"GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",0.0012485313943747,0.0749666625899535,0.45505986738723,-0.558812168707193,-1.85613881758445,59
"HP_ABNORMAL_EPIDERMAL_MORPHOLOGY",0.00124933509382935,0.0749666625899535,0.45505986738723,0.51843822644204,1.77294658823745,68
"HP_ALOPECIA",0.00125706293977056,0.0749666625899535,0.45505986738723,0.396979825827212,1.54964383182899,185
"HP_LIPODYSTROPHY",0.00123275579150895,0.0749666625899535,0.45505986738723,-0.462136315345223,-1.69114252756548,109
"HP_PALPITATIONS",0.00131611473681644,0.0778981594602932,0.45505986738723,-0.516133379627791,-1.77688903087664,73
"GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.00132671227602555,0.0779393957975609,0.45505986738723,0.471177222348296,1.73952098827072,108
"GOBP_CHEMOKINE_PRODUCTION",0.00140697493780492,0.0792507956398723,0.45505986738723,0.492198397333814,1.74594387402526,83
"GOBP_CYTOPLASMIC_TRANSLATION",0.00139990906462412,0.0792507956398723,0.45505986738723,-0.424948639400121,-1.60253800410789,141
"GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS",0.0014195073914154,0.0792507956398723,0.45505986738723,-0.755083976346047,-1.90197965108502,17
"GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY",0.00138334209344513,0.0792507956398723,0.45505986738723,-0.756639963470731,-1.90589902421597,17
"GOCC_M_BAND",0.00141115734793648,0.0792507956398723,0.45505986738723,-0.711435747025831,-1.93413590122677,22
"GOMF_ATPASE_ACTIVATOR_ACTIVITY",0.00139591816029762,0.0792507956398723,0.45505986738723,-0.679410396880712,-1.89666868074326,25
"GOMF_HSP70_PROTEIN_BINDING",0.00136185328422657,0.0792507956398723,0.45505986738723,-0.605005642679261,-1.89474226680363,42
"GOBP_RESPONSE_TO_HEAT",0.00144806890834528,0.0802760453978455,0.45505986738723,-0.496336972939219,-1.75843565737178,92
"GOCC_TERTIARY_GRANULE_MEMBRANE",0.00146063758092808,0.0804065666927679,0.45505986738723,0.53964722300443,1.84751714046332,67
"GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY",0.00148980327267123,0.0814425789060274,0.45505986738723,-0.782533770849142,-1.95098129212603,16
"HP_EMG_ABNORMALITY",0.00150071801208664,0.0814734633872141,0.45505986738723,-0.378412456766732,-1.52008007171582,234
"GOCC_ENDOCYTIC_VESICLE_LUMEN",0.00154030138688974,0.0830496747780548,0.45505986738723,-0.731958523067394,-1.86001538145368,18
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.00158999110661289,0.0846197619732094,0.45505986738723,0.483525841175051,1.72566521343528,89
"GOBP_REGULATION_OF_HEART_CONTRACTION",0.00159092032165079,0.0846197619732094,0.45505986738723,-0.409551280036465,-1.60365751497225,175
"GOBP_NOTCH_SIGNALING_PATHWAY",0.00165785202065953,0.0875879940042403,0.45505986738723,-0.412285068532429,-1.59058437486508,156
"GOBP_TYPE_I_INTERFERON_PRODUCTION",0.00171099594099732,0.0891984109108009,0.45505986738723,0.466033481329541,1.69582421884869,96
"HP_ABNORMAL_MORPHOLOGY_OF_MYOCARDIAL_TRABECULAE",0.00170632000797592,0.0891984109108009,0.45505986738723,-0.727584523163797,-1.84890039769056,18
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.00175190641457103,0.090137302584988,0.45505986738723,0.494236327878461,1.74820327958395,82
"GOCC_ENDOPLASMIC_RETICULUM_LUMEN",0.00174411317562865,0.090137302584988,0.45505986738723,0.360756316424662,1.46959887843419,260
"GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY",0.00181018555673402,0.0925310435234427,0.45505986738723,-0.531909570510149,-1.81965436906267,69
"GOCC_RIBOSOMAL_SUBUNIT",0.00184633408248524,0.0937699477246695,0.45505986738723,-0.404769088607748,-1.57586229525076,169
"HP_FIRST_DEGREE_ATRIOVENTRICULAR_BLOCK",0.00188577925132267,0.09515932222059,0.45505986738723,-0.626707980785282,-1.84474085673394,33
"GOBP_CARDIAC_CHAMBER_MORPHOGENESIS",0.00191326322808355,0.0959312619839087,0.45505986738723,-0.443703465569107,-1.62493069861819,114
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.00194061212862119,0.0966867004842151,0.45505986738723,-0.637469391109724,-1.83935198424689,29
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II",0.0020247120499567,0.098997100976765,0.431707695803346,0.649005500089041,1.904740108415,28
"GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",0.00201601423586823,0.098997100976765,0.431707695803346,0.676154371221477,1.96226374432521,27
"GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME",0.00200851435355705,0.098997100976765,0.431707695803346,-0.410545275434071,-1.57568819668714,152
"GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",0.00209394442298821,0.101750188257798,0.431707695803346,0.56283536695461,1.81943945663223,51
"GOBP_INTERLEUKIN_1_PRODUCTION",0.00212758208440168,0.102329420815971,0.431707695803346,0.484214577699605,1.75045442550636,94
"GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.00213186293366607,0.102329420815971,0.431707695803346,-0.720390823248394,-1.8306201371696,18
"HP_DRY_SKIN",0.00217331074300517,0.103686679811738,0.431707695803346,0.427762390856225,1.61379342108984,132
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",0.00220158310582174,0.104402784391739,0.431707695803346,0.432604455776161,1.61604180468449,118
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",0.00235817416688551,0.110497303819778,0.431707695803346,-0.476678134887925,-1.68209177358985,87
"GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND",0.00235817416688551,0.110497303819778,0.431707695803346,-0.627835438865706,-1.82891228221301,31
"HP_AXIAL_MUSCLE_WEAKNESS",0.00237587810455533,0.110668120941181,0.431707695803346,-0.630544730412648,-1.81937159213547,29
"GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT",0.00239473427998831,0.110890283835694,0.431707695803346,-0.471860741183454,-1.67833084961541,94
"GOBP_REGULATION_OF_BLOOD_CIRCULATION",0.00247768662803224,0.113397378696918,0.431707695803346,-0.372799154079964,-1.48095269501939,213
"GOBP_REGULATION_OF_BLOOD_PRESSURE",0.00247050882980312,0.113397378696918,0.431707695803346,-0.435747897865543,-1.63934018347067,138
"HP_RECURRENT_SKIN_INFECTIONS",0.00249758772544616,0.113647459969434,0.431707695803346,0.472994357582183,1.71990165539014,97
"GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0.00253093145734231,0.114502830070107,0.431707695803346,-0.45176569066022,-1.65335048765992,110
"GOCC_AZUROPHIL_GRANULE_LUMEN",0.00257243096920719,0.115715294797708,0.431707695803346,0.479205371574778,1.69985454530756,83
"GOBP_STRIATED_MUSCLE_ADAPTATION",0.002671860592968,0.119505037430932,0.431707695803346,-0.608065384625616,-1.83354724803229,38
"HP_ABNORMAL_LEUKOCYTE_PHYSIOLOGY",0.00268798852411268,0.119547150631723,0.431707695803346,0.363004960100184,1.47254840186421,254
"GOBP_ACUTE_PHASE_RESPONSE",0.00271530548065854,0.120083622155865,0.431707695803346,0.61393045855096,1.85908558800509,36
"GOBP_LUNG_CELL_DIFFERENTIATION",0.00280012158214873,0.12237067161174,0.431707695803346,-0.686697848834606,-1.86688252351477,22
"GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",0.00284474503365707,0.12237067161174,0.431707695803346,-0.634014983140319,-1.82875824048569,30
"GOBP_RESPONSE_TO_CATECHOLAMINE",0.00283625168513862,0.12237067161174,0.431707695803346,-0.504320732833937,-1.73178043932937,72
"HP_ABNORMAL_LYMPHOCYTE_MORPHOLOGY",0.002824921157655,0.12237067161174,0.431707695803346,0.389387491165536,1.50763772158064,163
"HP_PLATYSPONDYLY",0.00283345636288859,0.12237067161174,0.431707695803346,0.442062284039373,1.62321710536975,103
