"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070663","regulation of leukocyte proliferation","27/676","307/28905",0.0879478827361563,3.76055258948018,7.52492121411743,4.77476274186003e-09,1.07507552682512e-06,8.4014661873393e-07,"18782/380797/14130/11846/12575/16000/12775/14990/12578/14728/16193/93695/243958/11486/69816/93675/15930/72049/16159/15043/240873/18784/13137/16160/547431/54698/20533",27
"GO:0046651","lymphocyte proliferation","30/676","378/28905",0.0793650793650794,3.39356156663849,7.24881518270216,7.38489098196568e-09,1.57962818104246e-06,1.23444282940647e-06,"18782/380797/14130/11846/12575/16000/12775/14990/12578/14728/16193/12478/93695/243958/11486/69816/18173/12902/93675/15930/72049/16159/15043/240873/18784/13137/16160/547431/54698/20533",30
"GO:0003012","muscle system process","33/676","449/28905",0.0734966592427617,3.14263451984028,7.08090743830725,8.80307426698534e-09,1.77432212610846e-06,1.38659163714487e-06,"140781/67092/234214/16000/17897/17879/21925/17885/217154/17907/21953/59011/17884/11937/544791/21957/243547/11486/12372/11474/17882/20190/109272/12292/18167/110880/320502/17901/18124/237611/13489/18125/74492",33
"GO:0002697","regulation of immune effector process","34/676","473/28905",0.0718816067653277,3.07357669164467,7.03641657546938,9.12461121420901e-09,1.77432212610846e-06,1.38659163714487e-06,"14125/20296/14130/14126/11846/14128/83433/12775/14990/14728/16193/16447/11433/19074/243958/67313/17174/16016/69816/11542/12902/16159/243655/68891/15043/240873/12269/18784/13137/16160/667281/54698/237625/18124",34
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","23/676","237/28905",0.0970464135021097,4.14959553591491,7.53415996220575,1.04718825010607e-08,1.9477701451973e-06,1.52213724592077e-06,"14125/17082/14130/11846/14128/83433/12775/14990/14728/16193/56620/16016/11486/18173/12902/72049/16159/15043/240873/12269/13137/16160/667281",23
"GO:0032943","mononuclear cell proliferation","30/676","385/28905",0.0779220779220779,3.33186044724506,7.12791866762493,1.12300059467506e-08,2.0017485600083e-06,1.56432012661755e-06,"18782/380797/14130/11846/12575/16000/12775/14990/12578/14728/16193/12478/93695/243958/11486/69816/18173/12902/93675/15930/72049/16159/15043/240873/18784/13137/16160/547431/54698/20533",30
"GO:0050777","negative regulation of immune response","23/676","241/28905",0.0954356846473029,4.08072258096197,7.43185608219599,1.43708560434303e-08,2.44461502176702e-06,1.91041000692209e-06,"17082/14130/11846/83433/17381/14990/14728/12825/246730/109648/17174/12902/380924/243655/15043/18566/23960/102639543/240873/12269/13137/16160/13489",23
"GO:0050881","musculoskeletal movement","12/676","61/28905",0.19672131147541,8.41158211271704,8.96711364743672,1.48574077994256e-08,2.44461502176702e-06,1.91041000692209e-06,"140781/21925/17885/217154/21953/11937/21957/12372/11474/110880/237611/74492",12
"GO:0030198","extracellular matrix organization","27/676","327/28905",0.0825688073394495,3.53054937299821,7.12159629377003,1.82403774243127e-08,2.89008646745221e-06,2.25853562181743e-06,"17228/14086/17392/77794/16948/58223/17381/12819/13035/16193/12825/71355/246228/20682/68553/14234/21407/213945/233332/15117/12821/30060/20724/108153/15891/240913/545893",27
"GO:0045229","external encapsulating structure organization","27/676","328/28905",0.0823170731707317,3.51978550295858,7.10226303983553,1.94462133435417e-08,2.97110359584541e-06,2.3218486307928e-06,"17228/14086/17392/77794/16948/58223/17381/12819/13035/16193/12825/71355/246228/20682/68553/14234/21407/213945/233332/15117/12821/30060/20724/108153/15891/240913/545893",27
"GO:0043062","extracellular structure organization","27/676","329/28905",0.0820668693009119,3.50908706677937,7.08300482437484,2.07261200602071e-08,3.05746005577813e-06,2.38933420367396e-06,"17228/14086/17392/77794/16948/58223/17381/12819/13035/16193/12825/71355/246228/20682/68553/14234/21407/213945/233332/15117/12821/30060/20724/108153/15891/240913/545893",27
"GO:0070661","leukocyte proliferation","31/676","420/28905",0.0738095238095238,3.1560122569738,6.88767004803592,2.25577563793528e-08,3.21673605969571e-06,2.51380471090612e-06,"18782/380797/14130/11846/12575/83433/16000/12775/14990/12578/14728/16193/12478/93695/243958/11486/69816/18173/12902/93675/15930/72049/16159/15043/240873/18784/13137/16160/547431/54698/20533",31
"GO:0050879","multicellular organismal movement","12/676","65/28905",0.184615384615385,7.89394629039599,8.61056245695451,3.15430260269741e-08,4.33497789640834e-06,3.38768480081516e-06,"140781/21925/17885/217154/21953/11937/21957/12372/11474/110880/237611/74492",12
"GO:0002444","myeloid leukocyte mediated immunity","18/676","157/28905",0.114649681528662,4.90229148607395,7.58700359566799,3.24262021236716e-08,4.33497789640834e-06,3.38768480081516e-06,"14125/243979/243978/14130/233231/14126/11846/13035/14990/214084/225642/217304/16016/11542/68891/15043/237625/18124",18
"GO:0002819","regulation of adaptive immune response","23/676","253/28905",0.0909090909090909,3.88717052178591,7.13772480354304,3.56542192892894e-08,4.62208333695698e-06,3.61205105144444e-06,"14125/17082/14130/11846/14128/83433/12775/14990/14728/16193/56620/16016/11486/18173/12902/72049/16159/15043/240873/12269/13137/16160/667281",23
"GO:0051250","negative regulation of lymphocyte activation","20/676","197/28905",0.101522842639594,4.34100261316193,7.28136890838093,4.48255987486301e-08,5.64011504254823e-06,4.40761924537614e-06,"18782/14130/11846/13035/14990/12578/100039795/17242/14728/242248/93695/15507/15930/15043/100043314/76747/240873/234199/18784/54698",20
"GO:0050868","negative regulation of T cell activation","18/676","162/28905",0.111111111111111,4.75098619329389,7.40869132591398,5.28405770632572e-08,6.45862824790326e-06,5.04726835347082e-06,"18782/11846/13035/14990/12578/100039795/17242/14728/93695/15507/15930/15043/100043314/76747/240873/234199/18784/54698",18
"GO:0002274","myeloid leukocyte activation","24/676","281/28905",0.0854092526690391,3.65200362189139,6.91300206458396,5.94924851839263e-08,7.06969032268991e-06,5.52479920889327e-06,"14125/12259/243979/243978/17082/233231/14126/14128/83433/13035/14728/17474/109648/214084/225642/217304/18173/11542/68891/329731/20617/18784/237625/18124",24
"GO:0002695","negative regulation of leukocyte activation","21/676","221/28905",0.0950226244343891,4.063060590645,7.07353396169504,6.54657802897125e-08,7.18335044381881e-06,5.61362196047551e-06,"18782/14130/11846/13035/14990/12578/100039795/17242/14728/242248/93695/15507/15930/15043/329731/100043314/76747/240873/234199/18784/54698",21
"GO:0042129","regulation of T cell proliferation","21/676","221/28905",0.0950226244343891,4.063060590645,7.07353396169504,6.54657802897125e-08,7.18335044381881e-06,5.61362196047551e-06,"18782/11846/16000/12775/14990/12578/14728/16193/93695/93675/15930/72049/16159/15043/240873/18784/13137/16160/547431/54698/20533",21
"GO:0050866","negative regulation of cell activation","22/676","241/28905",0.0912863070539419,3.90329986005058,7.00384606413284,6.54863644948419e-08,7.18335044381881e-06,5.61362196047551e-06,"18782/14130/11846/83433/13035/14990/12578/100039795/17242/14728/242248/93695/15507/15930/15043/329731/100043314/76747/240873/234199/18784/54698",22
"GO:0042060","wound healing","28/676","373/28905",0.0750670241286863,3.20978155686343,6.64725329832664,7.58949377199909e-08,8.11696358915303e-06,6.34321900522871e-06,"20296/19695/19124/100503895/12575/17381/16000/235505/13035/14728/20344/14065/16193/12825/59011/15378/14234/17882/18173/21789/21857/22165/234199/214593/14161/22349/20533/385643",28
"GO:0050729","positive regulation of inflammatory response","18/676","167/28905",0.107784431137725,4.60874109768628,7.23752815622424,8.44741959394085e-08,8.81416122509243e-06,6.88806280625318e-06,"14125/17082/83433/12775/14990/17242/16193/20302/16016/72310/11542/75697/15930/15043/329731/20617/240873/237625",18
"GO:0050900","leukocyte migration","29/676","402/28905",0.0721393034825871,3.08459551355648,6.51319550185531,1.04458058942457e-07,1.06397994322817e-05,8.31475677196097e-06,"67133/20296/11519/20307/20339/20343/83433/12775/13035/17242/20344/20306/15945/114332/14525/12145/57781/20302/11486/11542/66166/16159/17329/319430/68891/20750/240873/330122/54698",29
"GO:0002699","positive regulation of immune effector process","25/676","315/28905",0.0793650793650794,3.39356156663849,6.60993787039706,1.31388835013469e-07,1.30716613066889e-05,1.02152004896641e-05,"14125/20296/14126/11846/14128/83433/12775/14990/14728/16193/67313/16016/69816/11542/16159/243655/68891/15043/18784/13137/16160/667281/54698/237625/18124",25
"GO:0007517","muscle organ development","28/676","385/28905",0.0727272727272727,3.10973641742872,6.44894063507308,1.46423052821041e-07,1.42363140901913e-05,1.11253496593212e-05,"140781/18507/270190/16948/17897/13653/17263/16193/12825/17907/59011/14234/21407/11474/20190/66211/228003/11459/12292/18740/232174/18996/320502/12803/20203/15438/237611/241431",28
"GO:0007162","negative regulation of cell adhesion","26/676","342/28905",0.0760233918128655,3.25067476383266,6.47930553520118,1.72488897145382e-07,1.6397944488621e-05,1.28146137388008e-05,"18782/21923/11846/17381/13035/14990/12578/100039795/17242/14728/11433/93695/13131/386463/15507/15930/30060/74591/15043/100043314/76747/240873/234199/18784/54698/385643",26
"GO:0006941","striated muscle contraction","18/676","178/28905",0.101123595505618,4.32393125457084,6.88369266924241,2.22950977889508e-07,2.07344409437242e-05,1.62034852580567e-05,"140781/17897/21925/17885/217154/21953/11937/21957/12372/11474/20190/12292/110880/320502/17901/237611/18125/74492",18
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","18/676","179/28905",0.100558659217877,4.29977521404251,6.85295482377347,2.42562825313023e-07,2.2078378014662e-05,1.7253740944998e-05,"18782/11846/13035/14990/12578/100039795/17242/14728/93695/15507/15930/15043/100043314/76747/240873/234199/18784/54698",18
"GO:0030216","keratinocyte differentiation","17/676","162/28905",0.104938271604938,4.48704251588867,6.8873678305575,2.83348255822885e-07,2.52534133002147e-05,1.97349574669624e-05,"19695/12575/16939/235505/12578/16682/21818/16447/72383/386463/20766/74591/332131/232174/110308/18612/16664",17
"GO:0019730","antimicrobial humoral response","20/676","222/28905",0.0900900900900901,3.85215096753558,6.60147960120693,3.18759142826527e-07,2.78296247553445e-05,2.17482070379603e-05,"19695/20307/16069/404711/18778/238447/13035/14990/16447/15945/109648/100034251/16016/17329/15043/209232/330122/14161/380795/385643",20
"GO:1990868","response to chemokine","12/676","80/28905",0.15,6.41383136094675,7.50359930349475,3.42771711023416e-07,2.8263290943864e-05,2.20871071178642e-05,"20296/20307/16948/83433/20306/15945/20302/17329/12777/13349/21832/330122",12
"GO:1990869","cellular response to chemokine","12/676","80/28905",0.15,6.41383136094675,7.50359930349475,3.42771711023416e-07,2.8263290943864e-05,2.20871071178642e-05,"20296/20307/16948/83433/20306/15945/20302/17329/12777/13349/21832/330122",12
"GO:0042098","T cell proliferation","22/676","265/28905",0.0830188679245283,3.5497934576309,6.45276736169558,3.43546313483153e-07,2.8263290943864e-05,2.20871071178642e-05,"18782/11846/16000/12775/14990/12578/14728/16193/93695/18173/93675/15930/72049/16159/15043/240873/18784/13137/16160/547431/54698/20533",22
"GO:0045055","regulated exocytosis","22/676","266/28905",0.0827067669172932,3.53644836944432,6.43120710510018,3.66450203367099e-07,2.95787541510273e-05,2.31151111398988e-05,"14125/243979/21990/243978/233231/14126/19894/239556/109648/214084/225642/72310/11542/13447/57394/74591/68891/20617/116837/27062/237625/18124",22
"GO:0060326","cell chemotaxis","25/676","334/28905",0.0748502994011976,3.20051465117103,6.25949580442039,3.9715797178767e-07,3.14637370982899e-05,2.45881816451782e-05,"20210/20296/20307/270190/16948/20343/12775/13035/17242/20306/15945/13655/12145/20302/252837/15507/23795/66166/16159/17329/12777/319430/20750/240873/330122",25
"GO:0050905","neuromuscular process","19/676","206/28905",0.0922330097087379,3.94377980122939,6.56160562882006,4.36319438661446e-07,3.39377192471576e-05,2.65215413816029e-05,"140781/21925/17885/217154/21953/11937/21957/18619/21407/12372/11474/110880/14239/18996/18124/237611/13489/237523/74492",19
"GO:0070098","chemokine-mediated signaling pathway","11/676","70/28905",0.157142857142857,6.71925190194421,7.41366303776809,6.5301580943902e-07,4.98857434425023e-05,3.89845528341791e-05,"20296/20307/83433/20306/15945/20302/17329/12777/13349/21832/330122",11
"GO:0006935","chemotaxis","30/676","465/28905",0.0645161290322581,2.75863714449322,5.91619523792236,6.88142679270098e-07,5.16469189810084e-05,4.036087071767e-05,"20210/20296/20307/270190/16948/20343/83433/12775/13035/73710/17242/20306/15945/13655/12145/20360/20302/252837/93726/15507/23795/66166/16159/17329/12777/319430/20750/319476/240873/330122",30
"GO:0042330","taxis","30/676","467/28905",0.0642398286937901,2.74682285265385,5.88928207100298,7.52307660634804e-07,5.54891753826843e-05,4.33635050848664e-05,"20210/20296/20307/270190/16948/20343/83433/12775/13035/73710/17242/20306/15945/13655/12145/20360/20302/252837/93726/15507/23795/66166/16159/17329/12777/319430/20750/319476/240873/330122",30
"GO:0022408","negative regulation of cell-cell adhesion","20/676","236/28905",0.0847457627118644,3.62363353725805,6.26264044346591,8.43165907902585e-07,6.10041474249007e-05,4.76733279745785e-05,"18782/11846/13035/14990/12578/100039795/17242/14728/93695/386463/15507/15930/74591/15043/100043314/76747/240873/234199/18784/54698",20
"GO:0002279","mast cell activation involved in immune response","11/676","72/28905",0.152777777777778,6.53260601577909,7.27370447866217,8.7430001920208e-07,6.10041474249007e-05,4.76733279745785e-05,"14125/243979/243978/233231/14126/14728/214084/225642/11542/237625/18124",11
"GO:0050867","positive regulation of cell activation","28/676","421/28905",0.0665083135391924,2.84382071427568,5.89744398372266,8.88621793383165e-07,6.10041474249007e-05,4.76733279745785e-05,"20296/17082/380797/12575/15505/83433/16000/12775/15002/14990/17242/14728/20344/16193/17474/13655/217304/11486/12335/72049/16159/15043/329731/13137/16160/547431/18124/20533",28
"GO:0019221","cytokine-mediated signaling pathway","30/676","471/28905",0.0636942675159236,2.72349527004108,5.83587720665021,8.97570934127075e-07,6.10041474249007e-05,4.76733279745785e-05,"20296/245527/20307/17082/11846/83433/17381/14728/13653/16193/20306/15945/246730/20302/13874/72049/16159/17329/12777/22165/23960/13349/21832/240873/214593/330122/12803/16160/21935/215257",30
"GO:0002526","acute inflammatory response","15/676","138/28905",0.108695652173913,4.64770388474402,6.64685810375142,8.98378047631777e-07,6.10041474249007e-05,4.76733279745785e-05,"18782/14125/20210/19695/14130/20716/12775/14990/16193/109648/16016/18406/75697/15043/18405",15
"GO:0031424","keratinization","10/676","60/28905",0.166666666666667,7.12647928994083,7.35116039430965,1.20404724046361e-06,8.04830327297396e-05,6.28956255873756e-05,"16939/16682/21818/72383/386463/20766/74591/332131/232174/110308",10
"GO:0002703","regulation of leukocyte mediated immunity","23/676","311/28905",0.0739549839228296,3.16223196788371,5.93266188175136,1.4126609310031e-06,9.29748225050965e-05,7.26576699087588e-05,"14125/20296/14130/14126/11846/14128/83433/14990/14728/16193/16016/11542/12902/16159/243655/68891/15043/12269/13137/16160/667281/54698/237625",23
"GO:0019722","calcium-mediated signaling","19/676","223/28905",0.0852017937219731,3.64313291055271,6.13156439190334,1.45597636735436e-06,9.43737409021507e-05,7.37508922283484e-05,"14125/83433/16000/12775/56089/20344/59011/12145/243958/11486/252837/12372/11474/11542/12777/333050/26424/14767/77647",19
"GO:0014819","regulation of skeletal muscle contraction","6/676","17/28905",0.352941176470588,15.09136790811,8.99339052238149,1.58959824149043e-06,0.000101497033986508,7.93175807537095e-05,"140781/11937/12372/11474/110880/74492",6
"GO:0043588","skin development","24/676","342/28905",0.0701754385964912,3.00062285892245,5.75944910920504,2.1091707778469e-06,0.000132691655700427,0.000103695454960398,"19695/12575/16939/235505/12578/16682/67855/12825/21818/16447/16323/72383/20682/386463/20766/20190/11686/74591/332131/232174/110308/16870/18612/16664",24
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","22/676","298/28905",0.0738255033557047,3.15669552440332,5.79115763434482,2.45167467978518e-06,0.000150840646015414,0.00011787847044732,"20296/20339/15505/16000/12775/15002/14990/17242/14728/20344/16193/13655/11486/15117/72049/16159/15043/13137/16160/547431/18124/20533",22
"GO:0097530","granulocyte migration","16/676","169/28905",0.0946745562130177,4.04817758481846,6.14999886061719,2.49240598637087e-06,0.000150840646015414,0.00011787847044732,"67133/20296/20307/20343/12775/17242/20306/15945/20302/66166/17329/319430/68891/20750/240873/330122",16
"GO:0043299","leukocyte degranulation","12/676","96/28905",0.125,5.34485946745562,6.59860047659539,2.52929285375999e-06,0.000150840646015414,0.00011787847044732,"14125/243979/243978/233231/14126/214084/225642/72310/11542/68891/237625/18124",12
"GO:0032102","negative regulation of response to external stimulus","29/676","470/28905",0.0617021276595745,2.63831360946746,5.54145648223822,2.55401132962685e-06,0.000150840646015414,0.00011787847044732,"19695/14130/100503895/11846/83433/17381/16000/235505/14990/17242/59011/11433/246730/109648/20360/243958/57781/11486/319430/243655/15043/23960/329731/102639543/18784/14161/16160/13489/385643",29
"GO:0002861","regulation of inflammatory response to antigenic stimulus","10/676","65/28905",0.153846153846154,6.57828857533,6.96730147835771,2.57395211760757e-06,0.000150840646015414,0.00011787847044732,"18782/14125/14130/83433/12775/14990/109648/16016/15043/16160",10
"GO:0045576","mast cell activation","12/676","97/28905",0.123711340206186,5.28975782346123,6.54887443113428,2.82572309175054e-06,0.000160074196728934,0.000125094276423094,"14125/243979/243978/233231/14126/14728/214084/225642/217304/11542/237625/18124",12
"GO:0002696","positive regulation of leukocyte activation","26/676","397/28905",0.0654911838790932,2.80032939352839,5.58944163837261,2.87519126014584e-06,0.000160074196728934,0.000125094276423094,"20296/17082/380797/12575/15505/83433/16000/12775/15002/14990/17242/14728/16193/17474/13655/217304/11486/72049/16159/15043/329731/13137/16160/547431/18124/20533",26
"GO:0008544","epidermis development","26/676","397/28905",0.0654911838790932,2.80032939352839,5.58944163837261,2.87519126014584e-06,0.000160074196728934,0.000125094276423094,"19695/12575/16939/235505/12578/16682/21818/16447/16323/72383/317653/64661/20682/386463/20766/11686/14632/74591/332131/232174/110308/16870/18612/237523/16664/545893",26
"GO:0002237","response to molecule of bacterial origin","27/676","422/28905",0.0639810426540284,2.73575745253653,5.55849186666162,2.88118586912761e-06,0.000160074196728934,0.000125094276423094,"20296/14130/83433/12775/13035/14728/16193/15945/11433/67313/217304/13983/19222/18173/12902/66166/100503545/15930/16159/17329/20617/330122/13137/110759/16160/18125/215257",27
"GO:0022409","positive regulation of cell-cell adhesion","24/676","349/28905",0.0687679083094556,2.94043844627931,5.64375916637975,2.99485428647009e-06,0.000164256238942552,0.000128362445530756,"20296/20339/15505/16000/12775/13035/15002/14990/17242/14728/20344/16193/13655/11486/15117/72049/16159/15043/13137/14161/16160/547431/18124/20533",24
"GO:0002920","regulation of humoral immune response","9/676","53/28905",0.169811320754717,7.26094116333594,7.05982882270742,3.50884308086631e-06,0.000190010515189191,0.000148488815787227,"14130/14128/83433/12775/16447/17174/12902/12269/13137",9
"GO:0043303","mast cell degranulation","10/676","68/28905",0.147058823529412,6.2880699617125,6.7558684637431,3.92556046194457e-06,0.000209919345702486,0.00016404710562021,"14125/243979/243978/233231/14126/214084/225642/11542/237625/18124",10
"GO:0042742","defense response to bacterium","27/676","430/28905",0.0627906976744186,2.68485963946608,5.44716666919437,4.08211741832828e-06,0.000215596275501338,0.000168483494744777,"17110/19695/16069/404711/18778/83433/238447/13035/14990/16447/17474/11433/19074/246730/109648/100034251/16016/57911/93726/18173/15043/23960/209232/240913/14161/16160/380795",27
"GO:0071621","granulocyte chemotaxis","14/676","137/28905",0.102189781021898,4.36952014857686,6.11755780332404,4.30532395133299e-06,0.000222061706189298,0.000173536079047565,"20296/20307/20343/12775/17242/20306/15945/20302/66166/17329/319430/20750/240873/330122",14
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","19/676","240/28905",0.0791666666666667,3.38507766272189,5.74165043697212,4.3083500733314e-06,0.000222061706189298,0.000173536079047565,"20296/20307/83433/16000/56089/16193/20306/16323/20608/109648/93695/20302/13983/64654/21832/18784/13645/14161/13489",19
"GO:0002275","myeloid cell activation involved in immune response","13/676","119/28905",0.109243697478992,4.67113768584357,6.20994950140915,4.50071982480415e-06,0.000229215231077525,0.000179126393027293,"14125/243979/243978/233231/14126/83433/14728/214084/225642/11542/68891/237625/18124",13
"GO:0019731","antibacterial humoral response","14/676","138/28905",0.101449275362319,4.33785695909442,6.08225400929898,4.68997913400891e-06,0.000236043891003413,0.000184462832564858,"16069/404711/18778/238447/13035/14990/16447/109648/100034251/16016/15043/209232/14161/380795",14
