"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034599","cellular response to oxidative stress","6/61","238/28905",0.0252100840336134,11.9458603113377,7.79764402612668,1.11263018771669e-05,0.000948303267684683,0.000733344917248083,"15507/14281/11865/17751/22227/14080",6
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/61","67/28905",0.0597014925373134,28.2896990457548,10.2841813701767,1.24539482507748e-05,0.000985641047275606,0.000762219088430879,"15511/69169/15370/14080",4
"GO:0032732","positive regulation of interleukin-1 production","4/61","82/28905",0.0487804878048781,23.1147540983607,9.22222254897271,2.77556763848472e-05,0.00205021929562738,0.00158548214577303,"16007/13653/380797/15507",4
"GO:2000117","negative regulation of cysteine-type endopeptidase activity","4/61","86/28905",0.0465116279069767,22.0396492565764,8.98595865518558,3.34869720386745e-05,0.00231897281367821,0.00179331547628165,"15511/69169/15370/14080",4
"GO:0035767","endothelial cell chemotaxis","3/61","31/28905",0.0967741935483871,45.8566895822316,11.4913416991747,3.8538167750943e-05,0.00251178175694382,0.00194241910521781,"13655/15507/15370",3
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/61","187/28905",0.0267379679144385,12.6698518453581,7.36249814745026,4.76436075008561e-05,0.00293272872838603,0.00226794716407584,"15511/16007/69169/15370/14080",5
"GO:0007519","skeletal muscle tissue development","5/61","218/28905",0.0229357798165138,10.8681756655136,6.72571871696294,9.83454292548473e-05,0.00568696354211258,0.00439786084294095,"13653/18507/15370/14281/11865",5
"GO:2000116","regulation of cysteine-type endopeptidase activity","5/61","220/28905",0.0227272727272727,10.7693740685544,6.68908632429714,0.000102652771518278,0.00568696354211258,0.00439786084294095,"15511/16007/69169/15370/14080",5
"GO:0060538","skeletal muscle organ development","5/61","230/28905",0.0217391304347826,10.3011404133999,6.5127521923508,0.000126408693635286,0.00666956345466175,0.00515772815133447,"13653/18507/15370/14281/11865",5
"GO:0032652","regulation of interleukin-1 production","4/61","128/28905",0.03125,14.8078893442623,7.1998868735257,0.000157473343671602,0.00774041790536532,0.00598584474156125,"16007/13653/380797/15507",4
"GO:0007517","muscle organ development","6/61","385/28905",0.0155844155844156,7.38471364700873,5.79980212199994,0.000160768009663193,0.00774041790536532,0.00598584474156125,"13653/18507/15370/14281/11865/12803",6
"GO:0006979","response to oxidative stress","6/61","388/28905",0.0154639175257732,7.32761534561433,5.77058927098671,0.000167662481704664,0.00774041790536532,0.00598584474156125,"15507/14281/11865/17751/22227/14080",6
"GO:0032612","interleukin-1 production","4/61","134/28905",0.0298507462686567,14.1448495228774,7.0136919602366,0.00018776737433084,0.00809095369379328,0.00625692219907631,"16007/13653/380797/15507",4
"GO:0010466","negative regulation of peptidase activity","5/61","251/28905",0.0199203187250996,9.43929201227875,6.17541850995883,0.000189859924222586,0.00809095369379328,0.00625692219907631,"15511/69169/15370/18054/14080",5
"GO:0034614","cellular response to reactive oxygen species","4/61","143/28905",0.027972027972028,13.2546142382208,6.75576090276051,0.000240796627314989,0.0098815801135188,0.00764165515143863,"14281/17751/22227/14080",4
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","3/61","61/28905",0.0491803278688525,23.3042192958882,8.01937179662723,0.000294971827219293,0.011672456591392,0.00902658147956783,"13655/15507/15370",3
"GO:0052547","regulation of peptidase activity","6/61","434/28905",0.0138248847926267,6.55095565460452,5.35830475129295,0.000305951842611941,0.0116894704004838,0.00903973865285373,"15511/16007/69169/15370/18054/14080",6
"GO:0032731","positive regulation of interleukin-1 beta production","3/61","70/28905",0.0428571428571429,20.307962529274,7.43775104754902,0.000442632516162379,0.0162238463880826,0.0125462768002083,"16007/13653/15507",3
"GO:0030509","BMP signaling pathway","4/61","169/28905",0.0236686390532544,11.2154428169561,6.12496399716842,0.000453916279810976,0.0162238463880826,0.0125462768002083,"16007/13653/20379/225743",4
"GO:0010951","negative regulation of endopeptidase activity","4/61","177/28905",0.0225988700564972,10.7085301472631,5.95804211854176,0.00054023028706387,0.0187054736895865,0.0144653767654602,"15511/69169/15370/14080",4
"GO:0071772","response to BMP","4/61","181/28905",0.0220994475138122,10.4718775473236,5.87853423280216,0.000587497131327854,0.0191454947503312,0.014805655260089,"16007/13653/20379/225743",4
"GO:0071773","cellular response to BMP stimulus","4/61","181/28905",0.0220994475138122,10.4718775473236,5.87853423280216,0.000587497131327854,0.0191454947503312,0.014805655260089,"16007/13653/20379/225743",4
"GO:0051346","negative regulation of hydrolase activity","5/61","329/28905",0.0151975683890578,7.20140515222482,5.20239692685016,0.000654261103241403,0.020712037211185,0.016017098888376,"15511/69169/15370/18054/14080",5
"GO:0052548","regulation of endopeptidase activity","5/61","336/28905",0.0148809523809524,7.05137587822014,5.1308863760205,0.000719225022728376,0.0221361479217511,0.0171183967397924,"15511/16007/69169/15370/14080",5
"GO:0000302","response to reactive oxygen species","4/61","193/28905",0.0207253886010363,9.82077635267137,5.65418339747091,0.000746891936223397,0.0223663855496087,0.0172964448388576,"14281/17751/22227/14080",4
"GO:0001659","temperature homeostasis","4/61","196/28905",0.0204081632653061,9.67045834727333,5.60115005524178,0.000791079817500516,0.0230662220471203,0.0178376446383773,"13653/18162/11865/22227",4
"GO:1901673","regulation of mitotic spindle assembly","2/61","20/28905",0.1,47.3852459016393,9.54277806222775,0.000812215489817309,0.0230752503260918,0.0178446264159592,"15511/193740",2
"GO:0045861","negative regulation of proteolysis","5/61","357/28905",0.0140056022408964,6.63658906185425,4.92809176212268,0.000943276923286983,0.0261287707750494,0.0202059846198843,"15511/69169/15370/18054/14080",5
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","5/61","359/28905",0.0139275766016713,6.59961642084113,4.90963289764777,0.000967041437800294,0.0261337051971397,0.0202098005229638,"16007/13653/14281/20379/225743",5
"GO:0044344","cellular response to fibroblast growth factor stimulus","3/61","99/28905",0.0303030303030303,14.3591654247392,6.12310342522074,0.00121440902383002,0.0320372666286585,0.0247751615387878,"13655/15370/83379",3
"GO:0071774","response to fibroblast growth factor","3/61","102/28905",0.0294117647058824,13.9368370298939,6.0190157428481,0.00132344346416135,0.03410175251839,0.0263716763727622,"13655/15370/83379",3
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","5/61","394/28905",0.0126903553299492,6.01335607888824,4.60772536788747,0.00145935126123475,0.0363950899165167,0.028145167387464,"16007/13653/14281/20379/225743",5
"GO:0030510","regulation of BMP signaling pathway","3/61","106/28905",0.0283018867924528,13.4109186514074,5.88686811155801,0.00147813993343254,0.0363950899165167,0.028145167387464,"16007/20379/225743",3
"GO:0032651","regulation of interleukin-1 beta production","3/61","107/28905",0.0280373831775701,13.2855829630765,5.85494261026439,0.00151850740784888,0.0365762219107949,0.0282852409608465,"16007/13653/15507",3
"GO:0071276","cellular response to cadmium ion","2/61","28/28905",0.0714285714285714,33.8466042154567,7.99667793229472,0.00159842718263946,0.0376820706035005,0.0291404194102693,"14281/17751",2
"GO:0006986","response to unfolded protein","3/61","113/28905",0.0265486725663717,12.5801537791963,5.6719681036487,0.00177526848989573,0.0401428058531525,0.0310433630671348,"15505/15507/15519",3
"GO:0032611","interleukin-1 beta production","3/61","113/28905",0.0265486725663717,12.5801537791963,5.6719681036487,0.00177526848989573,0.0401428058531525,0.0310433630671348,"16007/13653/15507",3
"GO:0090169","regulation of spindle assembly","2/61","30/28905",0.0666666666666667,31.5901639344262,7.70899179884601,0.00183447595928798,0.0406519872578217,0.0314371248602193,"15511/193740",2
"GO:0033688","regulation of osteoblast proliferation","2/61","31/28905",0.0645161290322581,30.5711263881544,7.5755014674638,0.00195833373801467,0.0425457604258874,0.0329016235860463,"16007/18162",2
"GO:0072593","reactive oxygen species metabolic process","4/61","262/28905",0.0152671755725191,7.23438868727318,4.66177617171873,0.00229581456458066,0.0489185103376033,0.0378298189386368,"16007/53881/17751/22227",4
"GO:0043534","blood vessel endothelial cell migration","3/61","125/28905",0.024,11.3724590163934,5.34450499827776,0.00236646549479708,0.0494725239289653,0.0382582505017839,"13655/15507/15370",3
