"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045444","fat cell differentiation","7/121","270/28905",0.0259259259259259,6.19329660238751,5.55869060172649,0.000146489362394246,0.0172949003476706,0.0147742231941039,"217166/11865/13592/22227/13386/76219/21990",7
"GO:0002377","immunoglobulin production","7/121","275/28905",0.0254545454545455,6.08069120961683,5.48876402503643,0.000163969774990575,0.0180827409954668,0.015447238553426,"16193/14990/243451/636752/677858/434036/628144",7
"GO:0061077","chaperone-mediated protein folding","4/121","66/28905",0.0606060606060606,14.4778362133734,7.10719334303861,0.000172307749030388,0.0180827409954668,0.015447238553426,"15511/193740/81489/15505",4
"GO:0001503","ossification","9/121","487/28905",0.0184804928131417,4.41469954350298,4.92738286122571,0.000216840787908595,0.0215585393873334,0.0184164502971676,"225998/225642/16193/15891/64654/13386/14119/20750/21990",9
"GO:0030282","bone mineralization","5/121","138/28905",0.036231884057971,8.65522817103845,5.84448815427638,0.000294189606531064,0.027786208336859,0.0237364561480064,"15891/64654/13386/14119/20750",5
"GO:0048511","rhythmic process","7/121","320/28905",0.021875,5.22559400826446,4.92821612480286,0.000410430933429108,0.0369192396784564,0.0315383769898157,"13653/225998/16193/18212/13170/217166/11865",7
"GO:0001649","osteoblast differentiation","6/121","231/28905",0.025974025974026,6.2047869485886,5.14945056015923,0.000436682806097394,0.037495173668999,0.0320303704185314,"225998/16193/64654/13386/14119/20750",6
"GO:0060042","retina morphogenesis in camera-type eye","4/121","86/28905",0.0465116279069767,11.1108975591005,6.08829333726104,0.000476045889320858,0.0390978558663957,0.0333994667427403,"13388/225998/18212/224224",4
"GO:0031016","pancreas development","4/121","89/28905",0.0449438202247191,10.7363729222769,5.96446427827166,0.000542097141119043,0.0426675624822446,0.0364488998831356,"13388/16193/26424/11865",4
"GO:0046883","regulation of hormone secretion","7/121","339/28905",0.0206489675516224,4.93271410809625,4.72240897689713,0.000578045358368967,0.0436771072783591,0.0373113067107211,"245049/16193/269275/217166/64654/11865/20750",7
"GO:0045667","regulation of osteoblast differentiation","5/121","164/28905",0.0304878048780488,7.28305785123967,5.23164337269406,0.000647302707315654,0.0470290313122797,0.0401746983933157,"225998/16193/64654/13386/14119",5
"GO:0070555","response to interleukin-1","4/121","96/28905",0.0416666666666667,9.95351239669422,5.69719455335009,0.000721153453982437,0.049836009686785,0.0425725685268403,"13653/16193/217166/20339",4
"GO:0099538","synaptic signaling via neuropeptide","2/121","10/28905",0.2,47.7768595041322,9.59214638571587,0.000765084320231214,0.049836009686785,0.0425725685268403,"18212/18619",2
"GO:2000987","positive regulation of behavioral fear response","2/121","10/28905",0.2,47.7768595041322,9.59214638571587,0.000765084320231214,0.049836009686785,0.0425725685268403,"225642/18619",2
