"source","name","ngenes","pvalue_adjust"
"M5","GOCC_SIDE_OF_MEMBRANE",731,1.83758253204873e-06
"M3","GOCC_SIDE_OF_MEMBRANE",731,1.83758253204873e-06
"M2","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",273,9.68674471727519e-07
"M5","GOBP_MRNA_PROCESSING",397,3.25726452992957e-06
"M3","GOBP_MRNA_PROCESSING",397,3.25726452992957e-06
"M2","REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",65,1.16288808982624e-06
"M2","ZENG_GU_ICB_CONTROL_METAGENE_8_PRECICTIVE_ICB_RESPONSE",190,1.21341544895824e-06
"M2","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",226,1.6554837609211e-06
"M5","GOBP_TRANSLATION",553,5.61200505340633e-06
"M3","GOBP_TRANSLATION",553,5.61200505340633e-06
"M5","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY",352,6.09825291115286e-06
"M3","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY",352,6.09825291115286e-06
"M5","GOBP_MRNA_METABOLIC_PROCESS",597,6.6716191098329e-06
"M3","GOBP_MRNA_METABOLIC_PROCESS",597,6.6716191098329e-06
"M5","GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE",477,6.69786817740407e-06
"M3","GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE",477,6.69786817740407e-06
"M5","GOBP_CYTOPLASMIC_TRANSLATION",139,7.49535913962471e-06
"M3","GOBP_CYTOPLASMIC_TRANSLATION",139,7.49535913962471e-06
"M5","GOCC_IGM_IMMUNOGLOBULIN_COMPLEX",14,7.49535913962471e-06
"M3","GOCC_IGM_IMMUNOGLOBULIN_COMPLEX",14,7.49535913962471e-06
"M8","TABULA_MURIS_SENIS_MAMMARY_GLAND_ENDOTHELIAL_CELL_AGEING",476,5.24825969980745e-07
"M2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_3",27,3.41318177650501e-06
"M8","TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING",596,5.45409033018486e-07
"M2","STEARMAN_TUMOR_FIELD_EFFECT_UP",39,3.62523170680838e-06
"M8","TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING",895,5.45409033018486e-07
"M5","GOMF_UNFOLDED_PROTEIN_BINDING",81,1.06616802003868e-05
"M3","GOMF_UNFOLDED_PROTEIN_BINDING",81,1.06616802003868e-05
"M5","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX",253,1.20774889055893e-05
"M3","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX",253,1.20774889055893e-05
"M2","RASHI_RESPONSE_TO_IONIZING_RADIATION_6",106,4.60255909743687e-06
"M2","NABA_ECM_REGULATORS",241,4.92257121987901e-06
"M2","BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES",68,6.67985005092272e-06
"M5","GOBP_TRANSLATION_AT_SYNAPSE",48,2.43626805513483e-05
"M3","GOBP_TRANSLATION_AT_SYNAPSE",48,2.43626805513483e-05
"M5","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",371,3.30287074331449e-05
"M3","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",371,3.30287074331449e-05
"M5","GOMF_PROTEIN_FOLDING_CHAPERONE",54,3.88452571660661e-05
"M3","GOMF_PROTEIN_FOLDING_CHAPERONE",54,3.88452571660661e-05
"M5","GOCC_IGA_IMMUNOGLOBULIN_COMPLEX",13,3.91078371714116e-05
"M3","GOCC_IGA_IMMUNOGLOBULIN_COMPLEX",13,3.91078371714116e-05
"M5","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE",330,5.17754997472652e-05
"M3","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE",330,5.17754997472652e-05
"M5","GOBP_RIBOSOME_BIOGENESIS",273,5.82853251700876e-05
"M3","GOBP_RIBOSOME_BIOGENESIS",273,5.82853251700876e-05
"M5","GOCC_ORGANELLE_INNER_MEMBRANE",508,6.04650644772226e-05
"M3","GOCC_ORGANELLE_INNER_MEMBRANE",508,6.04650644772226e-05
"M5","GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",60,7.54835912295876e-05
"M3","GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",60,7.54835912295876e-05
"M5","GOBP_DETECTION_OF_STIMULUS",293,7.58350306584795e-05
"M3","GOBP_DETECTION_OF_STIMULUS",293,7.58350306584795e-05
"M5","GOBP_PROTEIN_FOLDING",154,8.12293333402122e-05
"M3","GOBP_PROTEIN_FOLDING",154,8.12293333402122e-05
"M2","WP_MRNA_PROCESSING",382,3.32308268030411e-05
"M2","REACTOME_MRNA_SPLICING",174,3.51225130233995e-05
"M8","DESCARTES_ORGANOGENESIS_CARDIAC_MUSCLE_LINEAGES",179,6.7168219571574e-06
"M5","GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX",1063,0.000104642051442323
"M3","GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX",1063,0.000104642051442323
"M2","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",227,4.95404225737263e-05
"M5","GOCC_SMALL_RIBOSOMAL_SUBUNIT",73,0.000147188175979229
"M3","GOCC_SMALL_RIBOSOMAL_SUBUNIT",73,0.000147188175979229
"M5","GOBP_RRNA_METABOLIC_PROCESS",217,0.000147188175979229
"M3","GOBP_RRNA_METABOLIC_PROCESS",217,0.000147188175979229
"M8","TABULA_MURIS_SENIS_LARGE_INTESTINE_INTESTINAL_CRYPT_STEM_CELL_AGEING",336,9.66957912867218e-06
"M2","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",103,7.88511107665743e-05
"M5","GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE",25,0.000253318823199049
"M3","GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE",25,0.000253318823199049
"M5","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",239,0.000276596276113171
"M3","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",239,0.000276596276113171
"M5","GOMF_IMMUNOGLOBULIN_BINDING",24,0.000280113177236357
"M3","GOMF_IMMUNOGLOBULIN_BINDING",24,0.000280113177236357
"M5","GOBP_PROTEIN_REFOLDING",21,0.000280113177236357
"M3","GOBP_PROTEIN_REFOLDING",21,0.000280113177236357
"M8","TABULA_MURIS_SENIS_MARROW_ERYTHROBLAST_AGEING",180,1.86960885177084e-05
"M2","REACTOME_ATTENUATION_PHASE",12,0.000121064151991128
"M2","WP_GPCRS_NONODORANT",230,0.000131168169600796
"M5","GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS",588,0.000339174539263182
"M3","GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS",588,0.000339174539263182
"M8","TABULA_MURIS_SENIS_LIVER_ENDOTHELIAL_CELL_OF_HEPATIC_SINUSOID_AGEING",366,2.46861507761761e-05
"M2","NABA_CORE_MATRISOME",256,0.00015202500477748
"M2","REACTOME_GPCR_LIGAND_BINDING",341,0.000185409742335778
"M2","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",138,0.000206264777624267
"M8","TABULA_MURIS_SENIS_LARGE_INTESTINE_SECRETORY_CELL_AGEING",613,3.59185783192959e-05
"M5","GOBP_COMPLEMENT_ACTIVATION",57,0.000572188861973747
"M3","GOBP_COMPLEMENT_ACTIVATION",57,0.000572188861973747
"M5","GOBP_RRNA_PROCESSING",189,0.000591801541853939
"M3","GOBP_RRNA_PROCESSING",189,0.000591801541853939
"M5","GOMF_PROTEOGLYCAN_BINDING",38,0.000768765511611387
"M3","GOMF_PROTEOGLYCAN_BINDING",38,0.000768765511611387
"M8","ZHANG_UTERUS_C6_ENDOTHELIAL_PLVAP_HIGH_CELL",123,5.11625755635945e-05
"M2","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",161,0.000324778916785251
"M8","TABULA_MURIS_SENIS_MARROW_NK_CELL_AGEING",459,5.23566021185115e-05
"M8","TABULA_MURIS_SENIS_PANCREAS_ENDOTHELIAL_CELL_AGEING",252,6.3445776380121e-05
"M5","GOBP_ACUTE_INFLAMMATORY_RESPONSE",97,0.00105706067051051
"M3","GOBP_ACUTE_INFLAMMATORY_RESPONSE",97,0.00105706067051051
"M8","DESCARTES_ORGANOGENESIS_ENDOTHELIAL_CELLS",263,6.3445776380121e-05
"M2","HEVNER_TELENCEPHALON_MICROGLIA",26,0.000430796230527508
"M5","GOMF_HEAT_SHOCK_PROTEIN_BINDING",132,0.0012216277611324
"M3","GOMF_HEAT_SHOCK_PROTEIN_BINDING",132,0.0012216277611324
"M5","GOMF_PROTEIN_FOLDING_CHAPERONE_BINDING",141,0.00127772176592063
"M3","GOMF_PROTEIN_FOLDING_CHAPERONE_BINDING",141,0.00127772176592063
"M2","WP_GPCRS_CLASS_A_RHODOPSINLIKE",151,0.000525692767705007
"M5","GOBP_B_CELL_PROLIFERATION",101,0.00141452013191541
"M3","GOBP_B_CELL_PROLIFERATION",101,0.00141452013191541
"M5","GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX",35,0.00141452013191541
"M3","GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX",35,0.00141452013191541
"M8","ZHANG_UTERUS_C15_B_CELL",63,9.55367350633443e-05
"M5","GOMF_HORMONE_ACTIVITY",99,0.00178215004398945
"M3","GOMF_HORMONE_ACTIVITY",99,0.00178215004398945
"M2","WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA",55,0.000881263098318541
"M2","ZENG_GU_ICB_CONTROL_METAGENE_14_PRECICTIVE_ICB_RESPONSE",179,0.000934856241160598
"M8","TABULA_MURIS_SENIS_BLADDER_BLADDER_UROTHELIAL_CELL_AGEING",148,0.000150027129150306
"M5","GOBP_LEUKOCYTE_PROLIFERATION",348,0.00305997392236577
"M3","GOBP_LEUKOCYTE_PROLIFERATION",348,0.00305997392236577
"M2","MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED",205,0.00131920708921466
"M8","TABULA_MURIS_SENIS_SKIN_EPIDERMAL_CELL_AGEING",518,0.000218333854439356
"M5","GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS",118,0.00401744051945467
"M3","GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS",118,0.00401744051945467
"M5","GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX",137,0.00403915908392605
"M3","GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX",137,0.00403915908392605
"M2","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",100,0.00163520485347943
"M5","GOMF_GATED_CHANNEL_ACTIVITY",289,0.0045536598271017
"M3","GOMF_GATED_CHANNEL_ACTIVITY",289,0.0045536598271017
"M5","GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING",15,0.00479063156856967
"M3","GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING",15,0.00479063156856967
"M5","GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY",81,0.00479063156856967
"M3","GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY",81,0.00479063156856967
"M5","GOCC_CONTRACTILE_MUSCLE_FIBER",227,0.00479063156856967
"M3","GOCC_CONTRACTILE_MUSCLE_FIBER",227,0.00479063156856967
"M8","TABULA_MURIS_SENIS_LUNG_BRONCHIAL_SMOOTH_MUSCLE_CELL_AGEING",140,0.000300033375577439
"M5","GOBP_CELL_ACTIVATION",1059,0.00573252791375039
"M3","GOBP_CELL_ACTIVATION",1059,0.00573252791375039
"M2","REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN",10,0.00245866302972241
"M8","TABULA_MURIS_SENIS_MARROW_IMMATURE_B_CELL_AGEING",208,0.000366503154861966
"M2","STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN",449,0.0025822117435315
"M2","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",54,0.00269419200206409
"M5","GOBP_RESPONSE_TO_BACTERIUM",666,0.00675536889872262
"M3","GOBP_RESPONSE_TO_BACTERIUM",666,0.00675536889872262
"M5","GOCC_IGG_IMMUNOGLOBULIN_COMPLEX",10,0.00675536889872262
"M3","GOCC_IGG_IMMUNOGLOBULIN_COMPLEX",10,0.00675536889872262
"M2","MIKKELSEN_MCV6_ICP_WITH_H3K27ME3",66,0.00275676272463056
"M8","TABULA_MURIS_SENIS_BLADDER_ENDOTHELIAL_CELL_AGEING",368,0.000425785846660586
"M5","GOBP_MYELOID_LEUKOCYTE_ACTIVATION",250,0.00737021745932586
"M3","GOBP_MYELOID_LEUKOCYTE_ACTIVATION",250,0.00737021745932586
"M5","GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY",459,0.00760438984437398
"M3","GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY",459,0.00760438984437398
"M5","GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN",49,0.00760438984437398
"M3","GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN",49,0.00760438984437398
"M5","GOCC_MITOCHONDRIAL_MATRIX",257,0.00891651837476197
"M3","GOCC_MITOCHONDRIAL_MATRIX",257,0.00891651837476197
"M2","REACTOME_MITOCHONDRIAL_TRANSLATION",77,0.00375350327633339
"M5","GOBP_HUMORAL_IMMUNE_RESPONSE",217,0.0089720934588244
"M3","GOBP_HUMORAL_IMMUNE_RESPONSE",217,0.0089720934588244
"M2","MIKKELSEN_NPC_HCP_WITH_H3K27ME3",312,0.00387606414142005
"M2","LAZARO_GENETIC_MOUSE_MODEL_HIGH_GRADE_LARGE_CELL_NEUROENDOCRINE_LUNG_CARCINOMA_UP",359,0.00409614858858844
"M2","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND",47,0.00421638088763416
"M5","GOBP_REGULATION_OF_RNA_SPLICING",157,0.0103548462946493
"M3","GOBP_REGULATION_OF_RNA_SPLICING",157,0.0103548462946493
"M5","GOMF_CYTOKINE_ACTIVITY",188,0.0103548462946493
"M3","GOMF_CYTOKINE_ACTIVITY",188,0.0103548462946493
"M2","NABA_SECRETED_FACTORS",289,0.00424326526391059
"M8","TABULA_MURIS_SENIS_HEART_AND_AORTA_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING",285,0.000690053788104447
"M2","WP_GPCRS_ODORANT",100,0.00425849521414682
"M5","GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",53,0.010550039090652
"M3","GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",53,0.010550039090652
"M5","GOBP_ACUTE_PHASE_RESPONSE",38,0.010571377323504
"M3","GOBP_ACUTE_PHASE_RESPONSE",38,0.010571377323504
"M8","TABULA_MURIS_SENIS_LUNG_ADVENTITIAL_CELL_AGEING",186,0.000760199520283367
"M2","NADLER_OBESITY_UP",57,0.00477598727161461
"M5","GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",28,0.0131806733419042
"M3","GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",28,0.0131806733419042
"M5","GOCC_SPLICEOSOMAL_COMPLEX",172,0.0131806733419042
"M3","GOCC_SPLICEOSOMAL_COMPLEX",172,0.0131806733419042
"M5","GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY",34,0.0137315597361116
"M3","GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY",34,0.0137315597361116
"M8","TABULA_MURIS_SENIS_LUNG_NK_CELL_AGEING",63,0.000987661887319182
"M5","GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",41,0.0153462434062937
