Unnamed: 0,ID,Gene.name,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000041202,ENSMUSG00000041202,Pla2g2d,-1.81450718809457,4.32135380684575,65.2171047315975,6.70847120507341e-16,1.1564733510426098e-11
ENSMUSG00000054555,ENSMUSG00000054555,Adam12,-1.52018430145963,3.54709764157099,62.1462689143385,3.1887060667408003e-15,2.7485051942272296e-11
ENSMUSG00000030000,ENSMUSG00000030000,Add2,-1.75150306956699,3.17358340643296,60.5008954155605,7.35450173167643e-15,4.2261418450790004e-11
ENSMUSG00000030237,ENSMUSG00000030237,Slco1a4,-4.26749586325325,0.583261924680741,54.9033271317079,1.26606500397189e-13,3.84301796315799e-10
ENSMUSG00000096464,ENSMUSG00000096464,Ighv2-2,-2.67262376292224,3.56658265525773,54.4868386895682,1.56492407010515e-13,3.8539608635061e-10
ENSMUSG00000029811,ENSMUSG00000029811,Aoc1,-2.4440378841818,2.42163538024481,54.1312119095313,1.8753851374759799e-13,4.0412205481185503e-10
ENSMUSG00000073418,ENSMUSG00000073418,C4b,-1.04726903213887,8.62138180230878,52.2643849034702,4.8509291688987e-13,8.36251679426447e-10
ENSMUSG00000069515,ENSMUSG00000069515,Lyz1,-1.81682627411326,9.38461367134551,50.6324147237325,1.11390046537121e-12,1.74568455659402e-09
ENSMUSG00000030954,ENSMUSG00000030954,Gp2,-3.37695247856115,2.28812412623282,49.5896996163955,1.89506047006693e-12,2.44786109155704e-09
ENSMUSG00000001865,ENSMUSG00000001865,Cpa3,-2.97182081611614,4.66393319415798,48.6281147915518,3.09401777928888e-12,3.5558514998107303e-09
ENSMUSG00000025597,ENSMUSG00000025597,Klhl4,-1.99439541864671,2.5796607669486,46.4462221303323,9.41677385768815e-12,9.54916261956976e-09
ENSMUSG00000095519,ENSMUSG00000095519,Ighv1-66,-2.63063270095145,2.0738605213731,45.6090835954536,1.4437051674846098e-11,1.38266852123706e-08
ENSMUSG00000022225,ENSMUSG00000022225,Cma1,-3.62310227275843,4.58367255261458,44.4038319605381,2.6716364839778797e-11,2.42401796564708e-08
ENSMUSG00000076934,ENSMUSG00000076934,Iglv1,-2.43896392537265,5.01045203698993,43.2999257825365,4.696013256486239e-11,4.04772862642831e-08
ENSMUSG00000075014,ENSMUSG00000075014,Gm10800,-3.72419371241428,1.04150616388729,41.9455658368701,9.384996336146179e-11,6.741164659951e-08
ENSMUSG00000031626,ENSMUSG00000031626,Sorbs2,-1.21461643755202,4.93795311901903,41.1569247638157,1.40484660741202e-10,9.31467333275991e-08
ENSMUSG00000034457,ENSMUSG00000034457,Eda2r,-1.69717915344523,3.75293056355503,40.5896516653432,1.87798617355649e-10,1.16372651302466e-07
ENSMUSG00000105906,ENSMUSG00000105906,Iglc1,-2.25239216966637,4.7027215962861,40.4307903701236,2.03705429135361e-10,1.16372651302466e-07
ENSMUSG00000046186,ENSMUSG00000046186,Cd109,-2.42316136828003,3.37549101666623,40.3781641243514,2.09266905874844e-10,1.16372651302466e-07
ENSMUSG00000070547,ENSMUSG00000070547,Mrgprb1,-4.49152861251058,2.37576341921023,40.2122153522704,2.2781926834442003e-10,1.22730511468421e-07
ENSMUSG00000033825,ENSMUSG00000033825,Tpsb2,-3.9199397922545,4.98229290418191,40.1041131085398,2.4078147319031703e-10,1.25782782312966e-07
ENSMUSG00000039252,ENSMUSG00000039252,Lgi2,-1.07143716223275,4.38671041618527,39.6526176510925,3.03397788810266e-10,1.49436413751433e-07
ENSMUSG00000026069,ENSMUSG00000026069,Il1rl1,-2.19628201101628,3.82666718927725,38.8046388846154,4.68413359907908e-10,2.12499418722432e-07
ENSMUSG00000040026,ENSMUSG00000040026,Saa3,-3.47862846933592,3.88480450272335,38.7243509143669,4.88081853091249e-10,2.15744693985642e-07
ENSMUSG00000038209,ENSMUSG00000038209,Itln1,-2.47197634993054,3.31143081672547,38.5360653845148,5.37511710877013e-10,2.26004009361191e-07
ENSMUSG00000096715,ENSMUSG00000096715,Igkv3-4,-1.94509654278006,3.49461819595046,38.3835698797714,5.811965853657701e-10,2.38553522264774e-07
ENSMUSG00000074109,ENSMUSG00000074109,Mrgprx2,-4.43711463228415,1.23044327834741,38.2251877388764,6.30335043003322e-10,2.52705716426378e-07
ENSMUSG00000031886,ENSMUSG00000031886,Ces2e,-1.26190834505762,3.39136190292821,38.1251044898604,6.63509302407015e-10,2.59959928731694e-07
ENSMUSG00000094951,ENSMUSG00000094951,Ighv5-6,-2.16146237118574,4.31683741088254,37.7365386310497,8.09735628062195e-10,3.05156416627703e-07
ENSMUSG00000033200,ENSMUSG00000033200,Tpsg1,-5.0807837363467,-0.0724153804389177,37.7256460953086,8.14269688779763e-10,3.05156416627703e-07
ENSMUSG00000103033,ENSMUSG00000103033,Ighv5-12-4,-2.62084687104369,1.10291708768548,37.1474335923103,1.09526799889224e-09,4.01730319849008e-07
ENSMUSG00000095642,ENSMUSG00000095642,Ighv14-3,-2.57268301413581,3.07626607165091,36.7811117498834,1.3216453820509602e-09,4.74663432107842e-07
ENSMUSG00000029581,ENSMUSG00000029581,Fscn1,-1.38042449001075,5.77474165080879,36.630897429936,1.42751054839615e-09,4.85331380375581e-07
ENSMUSG00000024534,ENSMUSG00000024534,Sncaip,-1.77839288944461,2.72760843969504,36.3847939870896,1.6196189111528602e-09,5.36934815564696e-07
ENSMUSG00000038508,ENSMUSG00000038508,Gdf15,-2.38836167200528,4.13188521107214,36.3313746930016,1.6646242112852301e-09,5.4144258072351e-07
ENSMUSG00000011263,ENSMUSG00000011263,Exoc3l2,-2.42987721868889,3.46731434987429,36.2949338619452,1.6960416981058102e-09,5.41445608030482e-07
ENSMUSG00000094433,ENSMUSG00000094433,Igkv5-43,-3.00671553910818,4.9488993329016,36.0258024677673,1.94721895932618e-09,5.80318879733334e-07
ENSMUSG00000014602,ENSMUSG00000014602,Kif1a,-1.17559689421376,5.0145513796352,36.0170341723423,1.95600096270278e-09,5.80318879733334e-07
ENSMUSG00000040046,ENSMUSG00000040046,Tph1,-3.99466544863869,1.25088769552434,35.6041647165822,2.41770096563669e-09,6.94645782443516e-07
ENSMUSG00000023992,ENSMUSG00000023992,Trem2,-2.34499799498078,4.63511247997392,35.1635238399609,3.03148829840053e-09,8.56718471739783e-07
ENSMUSG00000076612,ENSMUSG00000076612,Ighg2c,-2.27336834263299,5.5339701404128,34.6682303390073,3.90960107397482e-09,1.02117595324624e-06
ENSMUSG00000015451,ENSMUSG00000015451,C4a,-1.21846608690309,3.93964882093925,34.2869846066948,4.755515207792321e-09,1.22358696518107e-06
ENSMUSG00000022435,ENSMUSG00000022435,Upk3a,-2.94749658975688,0.115617791448342,34.0784757413642,5.29335675237918e-09,1.32249531962702e-06
ENSMUSG00000027338,ENSMUSG00000027338,Prnd,-3.21959031566629,1.20569011173871,33.9173449685244,5.7503761925052e-09,1.41615335975139e-06
ENSMUSG00000095285,ENSMUSG00000095285,Ighv5-9,-2.1902029867975,3.47258757795576,33.5707429079012,6.8718614367358e-09,1.66850731419561e-06
ENSMUSG00000073530,ENSMUSG00000073530,Pappa2,-2.22079795158064,3.2233213039436,33.2674403405823,8.0316194711457e-09,1.92301511198723e-06
ENSMUSG00000005339,ENSMUSG00000005339,Fcer1a,-2.74526748110196,1.5475665384883,33.063553131086,8.91951235949381e-09,2.09268021479215e-06
ENSMUSG00000032537,ENSMUSG00000032537,Ephb1,-1.99365125214726,2.49994611100907,33.0497579481439,8.98302313908109e-09,2.09268021479215e-06
ENSMUSG00000025993,ENSMUSG00000025993,Slc40a1,-1.44029295444501,5.29233966870533,33.0195224919592,9.1238110026052e-09,2.09713837165215e-06
ENSMUSG00000021803,ENSMUSG00000021803,Cdhr1,-3.00219368684222,1.87218172933178,32.8895723257887,9.75450895693599e-09,2.18386986894311e-06
ENSMUSG00000061068,ENSMUSG00000061068,Mcpt4,-3.10033537466286,5.14671831120878,32.6045512180887,1.1294994826314e-08,2.49633866424137e-06
