Unnamed: 0,ID,Gene.name,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000098814,ENSMUSG00000098814,Igkv19-93,-2.33201478678915,3.82247570619444,15.2180506654541,9.5783487221204e-05,0.002943336071669
ENSMUSG00000109904,ENSMUSG00000109904,Gm45819,-1.15852368262974,3.30434758945832,14.8478015644007,0.0001165438321065,0.0034286476944994
ENSMUSG00000104452,ENSMUSG00000104452,Ighv8-8,-2.0996034832918,2.35144601430903,14.6832900640465,0.0001271687293022,0.0036659895057549
ENSMUSG00000076666,ENSMUSG00000076666,Ighv14-4,-2.87118204578049,0.524610477826524,14.5507638870468,0.0001364333271086,0.0038368256542019
ENSMUSG00000076555,ENSMUSG00000076555,Igkv4-57-1,-2.62136863095028,4.0308844653382,14.5455110106869,0.0001368142313271,0.0038412712277659
ENSMUSG00000026009,ENSMUSG00000026009,Icos,-1.01228600277226,1.8935504428269,14.4006444240806,0.000147751738875,0.0040818785680567
ENSMUSG00000026940,ENSMUSG00000026940,Ccdc183,-2.05353523953685,-0.378295000445272,14.3432402244016,0.0001523256273905,0.0041881044506953
ENSMUSG00000024770,ENSMUSG00000024770,Lipn,-2.9394425831335,-0.723285559797256,13.9832156260637,0.0001844498778916,0.0048843800998079
ENSMUSG00000032363,ENSMUSG00000032363,Adamts7,-1.26397932967496,3.13811400793052,13.9319339569423,0.000189550605887,0.0049725198058645
ENSMUSG00000021322,ENSMUSG00000021322,Aoah,-1.33970486314688,1.20129862514253,13.8669855078426,0.0001962151843386,0.0050942071729126
ENSMUSG00000076534,ENSMUSG00000076534,Igkv12-89,-2.07554080695131,1.8790155777024,13.6941340830008,0.0002151253775407,0.005486015360097
ENSMUSG00000029304,ENSMUSG00000029304,Spp1,-2.22309602550006,8.44228534774322,13.5665579128892,0.0002302512271643,0.00579459986144
ENSMUSG00000074254,ENSMUSG00000074254,Cyp2a4,-1.60943502636245,0.0130483293861416,13.5525964630738,0.0002319702979624,0.0058283366300309
ENSMUSG00000031438,ENSMUSG00000031438,Rnf128,-1.18608964386461,4.61087484124082,13.4661690289203,0.0002429037698381,0.0060359407450604
ENSMUSG00000009731,ENSMUSG00000009731,Kcnd1,-1.39186299819883,0.0987959936216343,13.4448813384291,0.0002456755610017,0.0060850589024565
ENSMUSG00000030111,ENSMUSG00000030111,A2m,-6.69307401336597,1.88262747523667,13.3789406575113,0.0002544654142564,0.0062667561090966
ENSMUSG00000089942,ENSMUSG00000089942,Pira2,-1.14040684936668,1.63192013504571,13.3582377311339,0.0002572899626319,0.0063182644812133
ENSMUSG00000074892,ENSMUSG00000074892,B3galt5,-3.08622997802901,-0.869213087412108,13.3382395457096,0.0002600483648565,0.0063769185800316
ENSMUSG00000032845,ENSMUSG00000032845,Alpk2,-1.45739686471043,1.30502494792485,13.3099705700912,0.0002639985066057,0.0064462751492584
ENSMUSG00000095335,ENSMUSG00000095335,Igkv3-5,-1.90204087701063,4.55061225793402,13.2093562938933,0.0002785550271274,0.006678734509944
ENSMUSG00000030865,ENSMUSG00000030865,Chp2,-1.13016651054498,1.54853288469482,13.1834196060849,0.0002824369005152,0.0067530232010845
ENSMUSG00000061578,ENSMUSG00000061578,Ksr2,-1.9379722361112,-0.310280591936408,13.1306961792896,0.0002904968104181,0.0068695123659794
ENSMUSG00000021730,ENSMUSG00000021730,Hcn1,-1.38607582952451,1.51283431576252,13.0839925649255,0.0002978299690784,0.0069949466443375
ENSMUSG00000047511,ENSMUSG00000047511,Olfr1396,-1.81829568989614,-0.208680541078886,12.9513026534198,0.0003196989601405,0.0074276150591148
ENSMUSG00000009654,ENSMUSG00000009654,Oit3,-1.67269913379617,0.0821210472918018,12.9328372100296,0.000322868053006,0.0074699200437926
ENSMUSG00000076564,ENSMUSG00000076564,Igkv12-46,-2.93321595193982,4.61640831283122,12.9157364907034,0.0003258311745844,0.0075093631265517
ENSMUSG00000018927,ENSMUSG00000018927,Ccl6,-1.19008046427256,8.6344663132858,12.8376367642402,0.0003397163995361,0.0077260831287643
ENSMUSG00000096490,ENSMUSG00000096490,Igkv10-94,-1.80024011135316,3.38519824715362,12.8291814208866,0.0003412550192686,0.0077432042062813
ENSMUSG00000036502,ENSMUSG00000036502,Tmem255a,-1.32876619379516,1.52445649466556,12.8281462593697,0.0003414438699339,0.0077432042062813
ENSMUSG00000076617,ENSMUSG00000076617,Ighm,-1.0553284641393,7.30882539794839,12.7167819278601,0.0003623888242651,0.0080713448856669
ENSMUSG00000051599,ENSMUSG00000051599,Pcdhb2,-1.20833712658609,0.710663413094204,12.6179312137748,0.000382063942882,0.008366169723036
ENSMUSG00000002324,ENSMUSG00000002324,Rec8,-2.10048719385352,0.250751010180434,12.5730596292533,0.0003913473520487,0.0084967720427809
ENSMUSG00000047420,ENSMUSG00000047420,Fam180a,-1.16820048985605,1.49490170166581,12.5330036865361,0.0003998265558554,0.0086481932200645
ENSMUSG00000000182,ENSMUSG00000000182,Fgf23,-3.47901897524285,-0.562840268847475,12.4853279191489,0.000410160708369,0.0088495124550364
ENSMUSG00000087651,ENSMUSG00000087651,1500009L16Rik,-1.04678926418368,1.46405848312707,12.4577382441306,0.0004162636861984,0.0089408362231249
ENSMUSG00000076576,ENSMUSG00000076576,Igkv6-32,-2.23392351199586,3.48364909318578,12.3431680838006,0.000442603259395,0.0093505362606756
ENSMUSG00000027004,ENSMUSG00000027004,Frzb,-1.67243731073835,1.32739135132221,12.3264331483324,0.0004465889319563,0.0094116706576961
ENSMUSG00000094509,ENSMUSG00000094509,Ighv14-1,-2.84360280403933,0.478249545290013,12.2769760658092,0.0004585808259758,0.009569701727472
ENSMUSG00000025776,ENSMUSG00000025776,Crispld1,-1.03169254576631,2.55648379564696,12.2340929021991,0.0004692415106576,0.0097343614948591
ENSMUSG00000105646,ENSMUSG00000105646,Gm30211,-1.43695692471894,0.575176283912583,12.0800603501899,0.0005096394782329,0.0103849585877757
ENSMUSG00000091709,ENSMUSG00000091709,Gm17189,-1.23991389017668,0.199105482569141,12.0745289592678,0.0005111537664363,0.0104035180396659
ENSMUSG00000053024,ENSMUSG00000053024,Cntn2,-2.01749954122468,-0.76514380982712,12.0308376116511,0.0005232755621178,0.0106001732260268
ENSMUSG00000034648,ENSMUSG00000034648,Lrrn1,-2.87851262226356,1.26861553078807,11.9942349565359,0.0005336537943456,0.0107222118423355
ENSMUSG00000034818,ENSMUSG00000034818,Celf5,-1.17670790223436,1.14898388530299,11.8594724670709,0.0005736879277387,0.0114200995222721
ENSMUSG00000087362,ENSMUSG00000087362,Gm13710,-1.50863921472973,-0.0649403940190455,11.7489049894953,0.0006087904437705,0.0119260664320004
ENSMUSG00000022602,ENSMUSG00000022602,Arc,-1.31885847812473,0.998907585163011,11.7120044845683,0.0006209819233022,0.0121235644120137
ENSMUSG00000059003,ENSMUSG00000059003,Grin2a,-1.63960652034001,-0.318072514657799,11.4622418304346,0.0007102456690951,0.0135265378428374
ENSMUSG00000002104,ENSMUSG00000002104,Rapsn,-1.05652237888356,1.22602536205697,11.3594633585521,0.0007506451030431,0.0140656205775665
ENSMUSG00000102364,ENSMUSG00000102364,Ighv8-5,-1.88289859489623,2.18463167360315,11.1399070999737,0.0008449012273665,0.0152460378346084
ENSMUSG00000029838,ENSMUSG00000029838,Ptn,-1.01171599955771,1.87351446219217,11.138639085616,0.0008454789819528,0.0152460378346084
ENSMUSG00000097804,ENSMUSG00000097804,Gm16685,-1.43908468696587,0.101389174279895,11.0639528582343,0.0008802228647124,0.015691997895323
ENSMUSG00000076580,ENSMUSG00000076580,Igkv8-27,-1.5580406987754,3.52943703580028,10.9970426613837,0.0009125738183988,0.0160453107576754
ENSMUSG00000026726,ENSMUSG00000026726,Cubn,-1.13082069596342,0.678636574988319,10.996030950555,0.0009130720954393,0.0160453107576754
ENSMUSG00000076939,ENSMUSG00000076939,Iglv3,-1.74433648961304,2.68507482637154,10.9848288893668,0.0009186076331892,0.0160933709233229
ENSMUSG00000076552,ENSMUSG00000076552,Igkv4-61,-1.62673975580504,2.15509263496472,10.9587976664073,0.0009316024497408,0.0163044615543993
ENSMUSG00000063600,ENSMUSG00000063600,Egfem1,-1.92477499542552,-0.653259240873467,10.8967234176507,0.0009633451568092,0.0166429687125796
