"source","name","ngenes","pvalue_adjust"
"M8","TABULA_MURIS_SENIS_MARROW_NAIVE_B_CELL_AGEING",260,0.0087472465136401
"M2","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",40,0.0251801940656187
"M2","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",127,0.02658966610048
"M2","HORTON_SREBF_TARGETS",24,0.0378128928074637
"M2","WP_CHOLESTEROL_BIOSYNTHESIS",15,0.0384639704157437
"M2","MARKEY_RB1_CHRONIC_LOF_DN",113,0.0440880300292417
"M8","ZHANG_UTERUS_C1_PROLIFERATIVE_STROMAL1_MGP_HIGH_CELL",299,0.0198685533763121
"M8","ZHANG_UTERUS_C0_SECRETORY_STROMAL3_NPPC_HIGH_CELL",339,0.0198685533763121
"M8","ZHANG_UTERUS_C4_MYOFIBROBLAST",341,0.020149853961995
"MH","HALLMARK_MTORC1_SIGNALING",179,0.0183048190844554
"M8","ZHANG_UTERUS_C2_SECRETORY_STROMAL3_RAMP3_HIGH_CELL",235,0.0203739498127872
"M8","TABULA_MURIS_SENIS_LARGE_INTESTINE_LARGE_INTESTINE_GOBLET_CELL_AGEING",664,0.0203739498127872
"M8","TABULA_MURIS_SENIS_KIDNEY_MACROPHAGE_AGEING",109,0.0218981234215014
"M8","TABULA_MURIS_SENIS_KIDNEY_PODOCYTE_AGEING",167,0.0321094694689624
"MH","HALLMARK_COAGULATION",126,0.0429566844819791
