"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","mmu04611","Platelet activation - Mus musculus (house mouse)","24/808","125/9775",0.192,2.32277227722772,4.46781001234123,7.49729241604094e-05,0.00149518376062646,0.00112626106546464,"104110/21391/19222/20963/320207/14065/12842/54519/234779/19092/19395/18710/18796/12843/16822/30955/11514/14724/12229/19224/12825/108101/14127/19419",24
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)","20/808","95/9775",0.210526315789474,2.54689942678478,4.54783254653816,7.77312658429658e-05,0.00149518376062646,0.00112626106546464,"12774/20307/16193/12772/12978/16184/20308/20296/20305/16154/13051/20311/12775/20312/15945/16182/17329/12768/227288/55985",20
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway - Mus musculus (house mouse)","51/808","367/9775",0.138964577656676,1.68116181509159,3.99257363607334,0.000146718502521415,0.00264163704203447,0.00198983765599893,"21687/16197/192897/18212/21923/15519/16193/14184/15516/16000/12978/20963/320207/16401/12842/16590/20750/16184/12827/54635/12576/18710/12843/14186/98432/30955/12826/226849/225849/18413/14254/22370/15891/17863/12669/21826/16653/22027/64654/13636/20393/14268/78134/18188/12443/16001/235542/12828/15370/17246/24088",51
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway - Mus musculus (house mouse)","34/808","214/9775",0.158878504672897,1.92207596927917,4.09392794128071,0.000153489614063165,0.00264163704203447,0.00198983765599893,"21687/18751/104110/16414/14184/16000/12978/106952/14065/16590/101540/54519/54635/19395/18710/18796/14186/21844/23880/16822/19354/11514/93737/14254/16653/64654/13636/16409/14811/20469/78134/22324/16001/14681",34
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance - Mus musculus (house mouse)","30/808","181/9775",0.165745856353591,2.00515562605984,4.09723619910553,0.000172803039509149,0.00275899383018711,0.00207823774750937,"13641/22418/18208/20356/268902/13642/20563/218877/238057/270190/12934/13846/234779/20346/18710/19354/20354/20358/70584/93737/13845/259302/20349/140570/16653/107449/13636/22419/17973/18019",30
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance - Mus musculus (house mouse)","19/808","93/9775",0.204301075268817,2.47158788459491,4.28019348535131,0.000177183090012016,0.00275899383018711,0.00207823774750937,"13388/104110/12578/16476/16000/17390/12576/18710/18132/12124/11514/16653/54485/216148/12443/242705/16001/17246/14281",19
"Organismal Systems","Immune system","mmu04612","Antigen processing and presentation - Mus musculus (house mouse)","18/808","87/9775",0.206896551724138,2.50298736770229,4.22684336650918,0.000220485927916634,0.00327722265585178,0.00246859842739197,"14990/15511/193740/15481/15519/15516/14969/14828/13030/110557/15018/110558/13039/13040/381091/19141/15002/12317",18
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway - Mus musculus (house mouse)","21/808","112/9775",0.1875,2.2683323019802,4.052325641732,0.000291958899769231,0.00404565748112719,0.00304742910215279,"16193/66922/13655/16476/20963/13654/16362/240354/56489/234779/18710/56644/69165/12362/56620/16706/16653/17474/18019/17246/14127",21
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction - Mus musculus (house mouse)","18/808","89/9775",0.202247191011236,2.44674046056291,4.11558581072588,0.000296928989440528,0.00404565748112719,0.00304742910215279,"192897/21923/12491/16401/12842/20750/12827/329872/15530/12843/12826/14724/22370/15891/21826/14268/12828/12505",18
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecules - Mus musculus (house mouse)","29/808","179/9775",0.162011173184358,1.95997427955086,3.89098230620041,0.000328199696844378,0.00429285203472446,0.00323363069732987,"12490/14990/16414/20612/20344/12483/14969/16401/12741/58187/15896/18190/110557/20339/319504/15018/110558/20970/381091/19266/21367/15002/320840/16409/67374/58235/12524/60533/94332",29
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis - Mus musculus (house mouse)","33/808","217/9775",0.152073732718894,1.83975338778117,3.7550556812812,0.00043474838118761,0.00546779694801341,0.00411866887440894,"15511/193740/15481/15519/16193/12491/15516/16476/20344/15510/11303/17969/14828/56489/20339/18710/13076/18796/13058/108078/20296/12362/17972/17392/13198/16653/22027/76580/54123/22324/18019/24088/14281",33
"Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway - Mus musculus (house mouse)","35/808","236/9775",0.148305084745763,1.7941611428092,3.70707586373718,0.000477064022729031,0.00558017749932816,0.00420332056926699,"18782/21687/18751/85031/18212/66922/14184/16000/12978/16590/234779/54635/19395/18710/18784/14186/21844/19354/19415/54601/70584/333050/16706/14254/18778/19765/16653/64654/13636/216148/14811/58231/56289/16001/19419",35
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption - Mus musculus (house mouse)","20/808","108/9775",0.185185185185185,2.24032819948662,3.89063866983551,0.000477813363856846,0.00558017749932816,0.00420332056926699,"12873/72461/71355/12819/234967/12832/12842/12827/16529/12818/213945/12843/12822/12826/170745/12828/20540/20541/12825/16534",20
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer - Mus musculus (house mouse)","31/808","204/9775",0.151960784313725,1.83838696369637,3.63244632112389,0.000649532920617127,0.00732404362213106,0.00551690393555019,"21808/14368/22418/18751/66922/16000/17390/15442/12842/234779/15530/18710/13039/11735/12843/21844/22370/15251/16653/12389/22419/14268/22324/13179/12443/22422/16001/12390/17246/24088/12505",31
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis - Mus musculus (house mouse)","28/808","180/9775",0.155555555555556,1.88187568756876,3.5845892297269,0.000803499561960245,0.00875814522536667,0.0065971542981999,"21808/18126/140494/16193/16414/14130/20963/21897/15510/16411/14969/240354/13033/56644/69165/16154/13040/17533/381091/16706/15002/27060/242341/16409/81897/246256/24088/14127",28
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway - Mus musculus (house mouse)","24/808","149/9775",0.161073825503356,1.94863446076151,3.5025743705457,0.00113103784216933,0.0119306249803023,0.00898685416188871,"14126/104110/14125/66922/20963/320207/103967/16590/72318/234779/54635/18710/18796/19229/54140/30955/19159/11514/16653/216148/78134/67916/227288/14127",24
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis - Mus musculus (house mouse)","19/808","108/9775",0.175925925925926,2.12831178951228,3.53926765651608,0.00125024781889065,0.0127759698992888,0.00962361807961883,"21808/18126/18751/16193/15507/16414/226421/12842/12827/18710/18796/12843/12826/16409/14268/12828/12825/13035/24088",19
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis - Mus musculus (house mouse)","15/808","77/9775",0.194805194805195,2.35670888517423,3.58764286894523,0.00138545615415522,0.0137286109820836,0.0103412038300581,"12268/18126/625018/12259/16193/12260/12262/16414/16476/16362/12362/20311/16409/50908/14281",15
"Human Diseases","Cancer: specific types","mmu05219","Bladder cancer - Mus musculus (house mouse)","10/808","41/9775",0.24390243902439,2.95067616517749,3.75707355567015,0.00148478832193871,0.0142801700374694,0.0107566708152835,"12578/14184/69635/22270/17390/16653/56289/12443/242705/17246",10
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis - Mus musculus (house mouse)","17/808","94/9775",0.180851063829787,2.18789498630714,3.47376255092096,0.0016223526481902,0.015157409027377,0.0114174592383912,"14990/16414/14969/140781/110557/13052/15018/110558/19354/381091/20392/15002/12389/20649/12524/12443/13136",17
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease - Mus musculus (house mouse)","18/808","103/9775",0.174757281553398,2.11417379602038,3.4121779444136,0.00179571667977756,0.0163110931746461,0.0122864825458464,"21808/18126/18787/12259/16193/12260/12262/16476/21813/18710/18796/20296/81897/12633/12317/14681/24088/14281",18
"Metabolism","Glycan biosynthesis and metabolism","mmu00511","Other glycan degradation - Mus musculus (house mouse)","6/808","18/9775",0.333333333333333,4.03259075907591,3.86553998687223,0.00244428208752587,0.0216021687194854,0.0162720343806843,"15212/17160/17159/110173/12091/15211",6
"Human Diseases","Cancer: specific types","mmu05224","Breast cancer - Mus musculus (house mouse)","22/808","147/9775",0.149659863945578,1.81055095305449,2.97227651644563,0.00453334093391294,0.0390105917207771,0.0293850908181614,"14368/13388/22418/16476/16000/16590/18710/18132/16973/12006/16653/15213/54485/64654/216148/22419/13542/12443/22422/242705/16001/14281",22
"Environmental Information Processing","Signal transduction","mmu04310","Wnt signaling pathway - Mus musculus (house mouse)","25/808","175/9775",0.142857142857143,1.7282531824611,2.91799176451818,0.00482247897798343,0.0404346314307841,0.0304577619662111,"14368/22418/18751/21885/16476/12301/20378/22402/93960/20377/18796/19354/56811/16973/76441/328949/12006/77583/13017/22419/13542/12443/22422/18019/93759",25
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection - Mus musculus (house mouse)","44/808","359/9775",0.122562674094708,1.48273532088585,2.79731477206024,0.00509930191026385,0.0413896940638974,0.0311771717719363,"14368/14990/22418/192897/140494/21923/16362/16401/12842/56489/20750/12827/110557/12576/19219/18710/15018/110558/12843/17857/18132/12826/226849/225849/93737/22370/15891/12006/21826/16653/15213/27060/19106/242341/22419/55927/13542/14268/231655/12443/22422/235542/12828/17246",44
"Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity - Mus musculus (house mouse)","19/808","122/9775",0.155737704918033,1.88407928907645,2.94956683742886,0.00519819963378301,0.0413896940638974,0.0311771717719363,"18751/16414/20963/56743/15896/234779/18710/24055/19229/77777/16822/19354/12506/16653/216148/22324/18019/246256/14127",19
"Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway - Mus musculus (house mouse)","23/808","158/9775",0.145569620253165,1.7610681163053,2.89501305546126,0.00531610749444554,0.0413896940638974,0.0311771717719363,"21808/14368/18787/22418/14219/16414/242316/238057/21813/93960/12161/17131/22601/93737/12160/12006/21678/22419/13542/56289/12443/22422/64010",23
"Human Diseases","Infectious disease: parasitic","mmu05144","Malaria - Mus musculus (house mouse)","11/808","57/9775",0.192982456140351,2.33465780788605,3.03345233210275,0.00625565438245477,0.0466166251623802,0.0351144062063318,"21808/16193/12491/13349/16414/20344/20339/20296/21826/81897/24088",11
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway - Mus musculus (house mouse)","20/808","133/9775",0.150375939849624,1.81921387627485,2.85533993708255,0.00627257341634473,0.0466166251623802,0.0351144062063318,"21808/16197/16193/16000/67731/21813/12576/18710/13609/54601/12053/16653/20393/58231/329934/12443/16598/16001/17246/93759",20
