"gene1","module1","X88","X89","X90","X92","X93","X94","X97","X99","X101","X103","X104","X105","X108","X109","X110","Gene.name"
"ENSMUSG00000032643","brown",102,106,97,104,84,304,205,188,148,128,151,138,220,169,250,"Fhl3"
"ENSMUSG00000032648","brown",968,902,737,990,587,2230,1466,685,1056,642,649,680,1146,777,1409,"Pygm"
"ENSMUSG00000032661","turquoise",94,34,35,68,60,63,125,101,52,126,86,146,57,89,120,"Oas3"
"ENSMUSG00000032679","turquoise",326,286,313,407,403,415,555,470,621,473,591,732,657,680,932,"Cd59a"
"ENSMUSG00000032688","turquoise",617,589,693,839,1073,753,1294,1090,979,1210,1109,1487,1241,1380,1300,"Malt1"
"ENSMUSG00000032690","turquoise",245,95,80,103,129,116,341,184,217,182,168,241,210,167,483,"Oas2"
"ENSMUSG00000032740","turquoise",852,728,526,839,791,688,1455,1113,1388,1108,1151,1160,1498,1541,1689,"Ccdc88a"
"ENSMUSG00000032802","turquoise",509,502,516,650,510,558,1213,844,1022,771,812,839,1129,908,1144,"Srxn1"
"ENSMUSG00000032807","brown",1,0,0,0,0,182,0,0,0,0,3,1,1,1,2,"Alox12b"
"ENSMUSG00000032845","turquoise",18,22,16,34,26,47,37,60,66,75,48,88,57,75,102,"Alpk2"
"ENSMUSG00000032860","turquoise",314,290,274,434,461,369,667,706,685,511,590,864,867,960,943,"P2ry2"
"ENSMUSG00000032878","blue",2014,1861,2122,2550,1781,1712,4072,1557,2452,1414,1438,1276,2773,1466,2691,"Ccdc85a"
"ENSMUSG00000032911","turquoise",579,588,416,564,518,456,1063,622,854,823,732,857,1081,845,1275,"Cspg4"
"ENSMUSG00000032925","turquoise",149,139,133,188,131,148,329,250,341,265,214,447,330,369,370,"Itgbl1"
"ENSMUSG00000032946","blue",1340,1391,1174,1537,1227,1063,2571,880,1154,834,932,742,1361,760,1521,"Rasgrp2"
"ENSMUSG00000033032","blue",5626,4706,4845,5948,4675,4180,8924,4086,6328,4024,4406,3742,7415,4367,6615,"Afap1l1"
"ENSMUSG00000033065","brown",659,578,614,894,729,1170,1412,721,1119,687,698,758,960,776,1400,"Pfkm"
"ENSMUSG00000033066","turquoise",930,670,555,852,761,850,1688,1057,1258,1204,1011,1272,1394,1322,1573,"Gas7"
"ENSMUSG00000033082","blue",2626,2347,2637,4349,2864,2575,5827,1806,2984,2648,2867,2200,3101,2259,3585,"Clec1a"
"ENSMUSG00000033152","turquoise",160,127,149,170,132,129,300,299,275,246,230,205,346,240,324,"Podxl2"
"ENSMUSG00000033170","blue",1504,1324,1186,1500,1241,1099,2504,1051,1685,863,930,972,1780,1155,1782,"Card10"
"ENSMUSG00000033174","turquoise",3262,2914,3386,4203,3138,2695,6135,3857,5968,4567,4464,5086,6250,5932,6921,"Mgll"
"ENSMUSG00000033192","turquoise",267,167,246,226,248,239,490,398,364,373,358,373,443,537,466,"Lpcat2"
"ENSMUSG00000033196","brown",2,1,0,2,1,350,1,4,7,4,2,4,7,6,3,"Myh2"
"ENSMUSG00000033200","turquoise",2,0,0,0,1,0,8,27,10,37,35,43,20,34,64,"Tpsg1"
"ENSMUSG00000033207","turquoise",2014,1771,1673,2921,1845,2082,4562,2781,3682,2733,2482,2841,3611,3287,4809,"Mamdc2"
"ENSMUSG00000033213","turquoise",4,6,5,3,8,7,21,38,25,49,46,76,40,59,52,"AA467197"
"ENSMUSG00000033220","turquoise",701,532,669,1057,834,981,1768,971,879,1182,1023,1028,1106,1090,1213,"Rac2"
"ENSMUSG00000033253","yellow",1378,1428,1241,1774,2423,1238,2462,1135,1654,1211,1589,1808,1703,1728,2079,"Szt2"
"ENSMUSG00000033287","turquoise",474,427,379,499,459,438,787,609,732,615,700,762,993,869,1015,"Kctd17"
"ENSMUSG00000033508","brown",11,6,24,25,10,1386,44,4,12,7,11,10,18,14,11,"Asprv1"
"ENSMUSG00000033590","blue",3169,2678,2385,2483,2833,1880,3876,1732,2787,1645,1788,1931,3235,2126,2944,"Myo5c"
"ENSMUSG00000033595","yellow",3422,3566,4026,4393,5470,3495,5337,2551,3714,2820,3271,3587,4059,4235,3964,"Lgi3"
"ENSMUSG00000033715","turquoise",2224,2212,2531,2901,1898,2403,5511,3254,3974,2718,3521,3236,4419,3998,4419,"Akr1c14"
"ENSMUSG00000033763","blue",2656,2383,1806,2726,2016,1956,3998,2009,2889,1582,1683,1727,3568,2006,3094,"Mtss1l"
"ENSMUSG00000033765","brown",0,0,0,0,2,516,0,0,0,0,0,0,0,2,1,"Calm4"
"ENSMUSG00000033768","blue",439,413,494,621,333,330,742,246,425,250,261,183,485,212,414,"Nrxn2"
"ENSMUSG00000033777","turquoise",215,170,223,273,230,227,449,626,334,688,662,874,505,970,543,"Tlr13"
"ENSMUSG00000033788","turquoise",775,869,757,1036,1086,653,1620,1504,1605,1477,1649,2015,2106,2417,2517,"Dysf"
"ENSMUSG00000033825","turquoise",59,51,77,26,28,75,151,1307,812,1209,1264,1056,964,1700,1522,"Tpsb2"
"ENSMUSG00000033826","red",352,291,183,654,429,392,845,300,370,376,331,407,367,318,609,"Dnah8"
"ENSMUSG00000033849","turquoise",81,41,19,68,25,59,107,75,134,65,41,80,137,53,152,"B3galt2"
"ENSMUSG00000033860","turquoise",8,10,58,15,63,16,20,75,31,38,48,37,80,106,91,"Fgg"
"ENSMUSG00000033880","turquoise",2290,1719,1881,2357,2272,1975,4230,3478,3272,3495,2955,3898,3703,3837,4801,"Lgals3bp"
"ENSMUSG00000033981","turquoise",3,7,4,8,6,6,11,49,9,25,42,40,20,68,64,"Gria2"
"ENSMUSG00000034037","blue",2672,2310,1941,2539,2040,1612,3627,1592,2429,1651,1738,1757,2999,1819,3022,"Fgd5"
"ENSMUSG00000034205","turquoise",512,420,363,385,355,309,664,573,803,638,567,639,1035,734,979,"Loxl2"
"ENSMUSG00000034227","turquoise",1882,1854,1773,1650,1549,1523,3898,2180,3484,1985,1842,1973,4250,2335,3855,"Foxj1"
"ENSMUSG00000034248","yellow",1147,1282,1142,1536,1743,1005,2331,724,1232,777,848,878,1184,772,1682,"Slc25a37"
"ENSMUSG00000034282","blue",432,386,385,488,502,638,819,262,484,318,297,325,504,306,483,"Evpl"
"ENSMUSG00000034310","blue",131,133,123,205,119,130,301,44,108,52,43,33,81,54,87,"Tmem132d"
"ENSMUSG00000034324","turquoise",408,333,320,390,237,310,526,566,636,476,503,398,714,592,657,"Tmem132c"
"ENSMUSG00000034362","brown",0,0,0,0,1,42,0,0,1,1,0,1,0,0,0,"Csta1"
"ENSMUSG00000034387","turquoise",1,3,6,6,9,5,5,12,6,21,40,49,15,48,29,"Ssu2"
"ENSMUSG00000034394","turquoise",95,76,116,161,149,80,265,165,201,226,177,229,195,101,340,"Lif"
"ENSMUSG00000034457","turquoise",110,104,84,90,97,142,322,372,569,348,388,372,464,395,615,"Eda2r"
"ENSMUSG00000034459","turquoise",456,303,264,277,246,167,555,388,492,514,405,487,605,439,708,"Ifit1"
"ENSMUSG00000034471","blue",4505,4081,3356,3776,3301,2760,6844,3148,4723,2412,2859,2558,5352,3326,5350,"Caskin2"
"ENSMUSG00000034472","yellow",138,163,224,227,438,198,308,152,193,167,163,213,246,235,264,"Rasd2"
"ENSMUSG00000034522","blue",973,767,696,1113,1069,825,1402,564,774,657,604,704,890,669,964,"Zfp395"
"ENSMUSG00000034591","turquoise",285,260,238,343,268,182,542,477,500,433,452,484,610,529,584,"Slc41a2"
"ENSMUSG00000034593","turquoise",1060,878,661,1231,1078,1128,2275,2166,1996,2067,1961,2587,2236,2814,2681,"Myo5a"
"ENSMUSG00000034614","turquoise",386,293,369,677,560,541,975,498,551,656,608,671,543,664,872,"Pik3ip1"
"ENSMUSG00000034634","brown",24,22,52,50,53,179,47,64,65,72,53,55,61,51,73,"Ly6d"
"ENSMUSG00000034648","turquoise",7,9,7,7,4,42,14,78,10,87,90,135,34,131,80,"Lrrn1"
"ENSMUSG00000034652","turquoise",221,189,254,320,263,285,629,599,419,511,517,686,543,766,760,"Cd300a"
"ENSMUSG00000034656","turquoise",86,86,76,125,106,111,253,216,202,166,233,270,202,240,277,"Cacna1a"
"ENSMUSG00000034675","turquoise",342,268,216,266,276,225,472,511,551,483,470,553,840,555,694,"Dbn1"
"ENSMUSG00000034707","turquoise",6818,5893,5895,7656,7408,6624,12828,9520,9420,9365,9276,11182,11393,13377,12062,"Gns"
"ENSMUSG00000034708","turquoise",4462,3910,4202,4989,5090,4526,8254,6484,6220,5996,5981,7416,7664,8409,8851,"Grn"
"ENSMUSG00000034714","turquoise",414,392,399,486,428,435,784,708,633,735,693,798,810,1020,886,"Ttyh2"
"ENSMUSG00000034751","turquoise",1285,1054,807,1408,1230,988,2181,1457,1909,1405,1538,1654,2153,1992,2665,"Mast4"
"ENSMUSG00000034845","blue",10493,8250,9689,12922,7673,8318,14780,5547,8071,4492,4571,4613,11243,4935,9522,"Plvap"
"ENSMUSG00000034854","turquoise",763,636,718,848,884,739,1454,1324,1151,1352,1204,1740,1442,1970,1472,"Mfsd12"
"ENSMUSG00000034855","turquoise",32,48,56,34,23,37,80,122,103,139,98,131,128,105,138,"Cxcl10"
"ENSMUSG00000034858","turquoise",464,441,462,835,739,532,1202,648,658,844,866,919,675,729,1090,"Fam214a"
"ENSMUSG00000034911","blue",2504,2165,2163,2945,2304,1877,4645,1841,2479,1588,2024,1897,2823,1965,3503,"Ushbp1"
"ENSMUSG00000034936","blue",784,739,928,607,504,554,1203,607,835,290,368,311,1053,589,762,"Arl4d"
"ENSMUSG00000034947","turquoise",428,350,402,421,496,348,711,551,562,620,610,733,742,788,872,"Tmem106a"
"ENSMUSG00000034957","yellow",3091,3419,4723,4533,6321,3261,5316,3014,4461,3161,3168,3185,5011,4554,4318,"Cebpa"
"ENSMUSG00000034959","red",53,48,41,133,100,82,148,59,52,125,113,75,70,59,89,"Rubcnl"
"ENSMUSG00000034981","yellow",647,1003,1082,791,1333,404,894,616,948,583,494,639,943,554,956,"Parm1"
"ENSMUSG00000035000","blue",3256,2724,2654,3892,3973,3056,6049,2459,3971,2464,2455,2675,3814,2844,4238,"Dpp4"
"ENSMUSG00000035085","blue",114,91,124,109,114,73,146,34,72,41,42,48,84,30,80,"1700020L24Rik"
"ENSMUSG00000035105","brown",52,39,50,91,61,231,104,88,137,80,114,126,133,111,270,"Egln3"
"ENSMUSG00000035112","yellow",211,245,316,320,399,215,461,171,285,193,194,263,259,209,328,"Wnk4"
"ENSMUSG00000035258","blue",1950,1740,1437,2202,1595,1686,3490,1271,2091,1274,1262,858,2105,1200,2188,"Abi3bp"
"ENSMUSG00000035273","turquoise",171,190,173,267,261,192,457,466,380,455,345,495,478,514,433,"Hpse"
"ENSMUSG00000035283","blue",1248,1018,1067,1687,1272,1098,2249,661,1455,1269,1109,862,1505,832,1642,"Adrb1"
"ENSMUSG00000035284","turquoise",1964,1817,989,2408,2090,1762,3903,2025,2811,2286,2143,2535,2681,2728,3577,"Vps13c"
"ENSMUSG00000035311","turquoise",1606,1460,1518,1926,2377,1542,2928,2140,2326,1971,1995,2438,2514,2775,2811,"Gnptab"
"ENSMUSG00000035356","red",488,432,333,710,468,499,1392,543,531,558,664,604,577,430,799,"Nfkbiz"
"ENSMUSG00000035357","turquoise",976,785,747,975,728,612,1554,1499,1613,1197,1290,1595,1906,1546,1801,"Pdzrn3"
"ENSMUSG00000035373","turquoise",28,10,6,9,6,4,21,27,37,50,14,31,46,29,77,"Ccl7"
"ENSMUSG00000035385","turquoise",31,17,10,13,7,18,45,61,60,79,41,81,128,86,134,"Ccl2"
"ENSMUSG00000035407","blue",901,658,489,536,505,494,1068,466,734,461,501,388,941,568,830,"Kank4"
"ENSMUSG00000035458","blue",842,768,764,967,487,833,1479,573,1176,485,526,632,855,451,1662,"Tnni3"
"ENSMUSG00000035547","blue",775,724,648,834,827,476,1073,565,797,594,580,568,1016,576,867,"Capn5"
"ENSMUSG00000035566","red",1210,1197,996,2523,1707,1922,3459,1404,1734,2003,1574,2074,1894,1715,2317,"Pcdh17"
"ENSMUSG00000035606","brown",32,41,17,43,46,109,74,28,69,62,46,55,41,28,89,"Ky"
"ENSMUSG00000035638","yellow",172,226,303,302,554,238,395,273,370,313,314,348,339,329,366,"Muc20"
"ENSMUSG00000035678","yellow",66,129,229,98,235,60,113,115,146,79,68,63,196,99,176,"Tnfsf9"
"ENSMUSG00000035686","blue",614,605,353,419,368,600,1009,327,918,437,352,287,907,375,882,"Thrsp"
"ENSMUSG00000035697","blue",2315,1650,1634,2778,2241,2070,4356,1829,2186,1958,2005,1978,2295,1796,2807,"Arhgap45"
"ENSMUSG00000035891","turquoise",1063,1042,1027,1113,961,971,2063,1690,1726,1096,1153,1397,2092,1808,1890,"Cerk"
"ENSMUSG00000035916","turquoise",9,1,7,9,9,6,29,52,22,28,10,8,21,28,30,"Ptprq"
"ENSMUSG00000035923","brown",0,0,0,1,0,34,0,0,0,1,0,0,0,0,0,"Myf6"
"ENSMUSG00000035929","blue",6888,8107,8167,10151,8327,8402,16832,9300,11014,6628,7161,6994,8757,8560,10732,"H2-Q4"
"ENSMUSG00000035934","blue",894,916,1383,1333,636,748,2383,657,1184,629,584,440,1039,600,1338,"Pknox2"
"ENSMUSG00000036006","red",326,273,341,729,488,568,1118,383,434,572,399,390,503,320,607,"Ripor2"
"ENSMUSG00000036036","blue",658,562,484,450,536,372,855,477,542,333,490,549,690,388,844,"Zfp57"
"ENSMUSG00000036040","turquoise",1042,1145,1022,917,636,566,1493,1578,1531,972,1754,1707,2104,2370,2218,"Adamtsl2"
"ENSMUSG00000036086","turquoise",141,100,101,107,154,145,194,485,255,397,398,687,399,786,426,"Zranb3"
"ENSMUSG00000036103","turquoise",3826,3187,2989,3856,3282,3886,7120,5624,6661,5206,5067,4590,7044,6260,7594,"Colec12"
"ENSMUSG00000036158","blue",2796,2147,1920,3312,2296,1463,3873,1233,2794,2346,1980,1608,2648,1398,3155,"Prickle1"
"ENSMUSG00000036181","turquoise",932,749,875,1007,875,777,1561,1146,1509,1577,1384,1921,1818,1929,2227,"Hist1h1c"
"ENSMUSG00000036192","blue",12,16,18,45,27,29,44,6,15,5,4,2,8,5,11,"Rorb"
"ENSMUSG00000036256","turquoise",8331,7413,8445,8810,8458,7343,15933,13939,15908,12420,13597,15276,20054,18549,22431,"Igfbp7"
"ENSMUSG00000036330","turquoise",37,34,25,44,41,41,68,83,71,72,80,102,77,112,98,"Slc18a1"
"ENSMUSG00000036334","turquoise",337,283,166,351,349,280,595,406,541,486,470,468,463,557,711,"Igsf10"
"ENSMUSG00000036377","turquoise",235,211,195,286,300,200,353,224,307,352,309,299,326,513,474,"C530008M17Rik"
"ENSMUSG00000036381","turquoise",224,207,225,200,222,193,364,327,303,304,291,349,370,449,436,"P2ry14"
"ENSMUSG00000036395","blue",462,404,455,771,479,508,1121,348,688,339,301,331,595,316,496,"Glb1l2"
"ENSMUSG00000036411","turquoise",69,75,124,87,121,70,181,148,130,129,170,155,161,254,207,"9530077C05Rik"
"ENSMUSG00000036437","turquoise",167,147,140,255,255,245,562,267,353,418,323,313,388,442,592,"Npy1r"
"ENSMUSG00000036446","brown",238,244,177,180,185,452,401,213,489,275,226,281,362,293,435,"Lum"
"ENSMUSG00000036469","turquoise",283,207,227,435,314,265,547,341,387,444,481,389,394,494,473,"1-Mar"
"ENSMUSG00000036502","turquoise",32,26,19,33,35,29,72,81,77,45,88,88,59,119,106,"Tmem255a"
"ENSMUSG00000036545","turquoise",969,823,772,957,821,802,1575,1567,1661,1448,1410,2106,1980,1974,2046,"Adamts2"
"ENSMUSG00000036570","blue",723,661,687,791,540,796,1264,526,807,525,547,471,974,623,1097,"Fxyd1"
"ENSMUSG00000036596","turquoise",71,67,51,64,44,58,138,158,150,155,174,154,178,185,217,"Cpz"
"ENSMUSG00000036661","blue",2969,2607,2493,3212,2465,2207,4717,2431,3008,1896,2380,2282,3618,2106,2956,"Dennd3"
"ENSMUSG00000036731","brown",1,5,3,2,1,96,4,1,1,0,1,2,2,1,2,"Cysrt1"
"ENSMUSG00000036782","blue",427,423,437,408,351,304,559,288,486,235,231,212,565,236,394,"Klhl13"
"ENSMUSG00000036813","blue",26,43,36,43,40,56,156,10,51,36,56,10,43,28,54,"Entpd8"
"ENSMUSG00000036814","turquoise",114,123,95,167,214,149,286,255,237,244,275,358,235,389,275,"Slc6a20a"
"ENSMUSG00000036820","turquoise",249,201,332,363,418,363,592,360,339,453,385,453,493,549,585,"Amdhd2"
"ENSMUSG00000036833","turquoise",545,465,545,758,686,647,1179,847,810,989,886,1036,884,1316,1230,"Pnpla7"
"ENSMUSG00000036854","brown",189,189,148,253,172,464,359,150,275,165,166,156,244,185,392,"Hspb6"
"ENSMUSG00000036867","blue",6835,5907,6416,6464,4774,4277,10739,4297,7913,3432,3526,3137,8860,3305,7263,"Smad6"
"ENSMUSG00000036887","turquoise",924,765,908,833,788,879,1862,2031,2077,1864,1725,2248,2451,2222,2753,"C1qa"
"ENSMUSG00000036896","turquoise",625,516,638,541,523,526,1254,1439,1334,1286,1175,1522,1501,1588,2044,"C1qc"
"ENSMUSG00000036905","turquoise",601,474,511,459,462,530,1117,1386,1219,1191,1163,1506,1533,1538,1935,"C1qb"
"ENSMUSG00000036908","turquoise",1617,1391,1341,1886,1695,1524,3072,2103,2164,2347,2181,2463,2732,2630,3396,"Unc93b1"
"ENSMUSG00000036912","turquoise",85,128,147,121,213,111,184,229,211,204,219,245,184,256,243,"Piwil4"
"ENSMUSG00000036989","blue",3603,2827,2439,2846,2204,1944,4461,2368,2947,1639,2287,2013,3846,2118,3096,"Trim3"
"ENSMUSG00000037005","turquoise",282,171,237,323,299,304,701,287,602,442,459,338,588,413,839,"Xpnpep2"
"ENSMUSG00000037010","turquoise",1426,1262,1217,1503,1378,1384,3242,2088,3210,2055,2460,2017,3985,2635,4162,"Apln"
"ENSMUSG00000037014","blue",48,55,33,77,70,37,83,6,13,15,14,14,25,8,22,"Sstr4"
"ENSMUSG00000037035","turquoise",815,751,1406,1225,1185,1173,2910,2316,2022,941,897,1827,2379,1299,2287,"Inhbb"
"ENSMUSG00000037060","turquoise",575,429,508,576,463,407,844,645,739,599,671,621,1082,977,1074,"Cavin3"
"ENSMUSG00000037095","turquoise",1084,1363,2510,1979,3834,1373,2479,3333,2750,3556,3387,4959,3684,4959,4088,"Lrg1"
"ENSMUSG00000037138","blue",1392,1113,869,1292,1049,1080,2347,890,1295,852,758,684,1359,782,1456,"Aff3"
"ENSMUSG00000037139","brown",84,55,85,133,113,222,175,79,84,102,101,119,125,100,139,"Myom3"
"ENSMUSG00000037166","blue",1373,1127,1650,1697,1323,1429,2618,1111,1443,982,1102,887,1997,1168,1990,"Ppp1r14a"
"ENSMUSG00000037188","brown",19,16,7,18,5,101,17,21,30,27,20,18,24,14,37,"Grhl3"
"ENSMUSG00000037202","blue",84,137,102,130,76,98,146,73,143,75,64,56,84,37,97,"Prf1"
"ENSMUSG00000037211","blue",3243,2724,2870,3512,2930,2759,5351,2069,3440,2010,2155,2354,3840,2323,3933,"Spry1"
"ENSMUSG00000037254","yellow",168,194,291,324,463,143,281,180,279,148,150,159,241,160,266,"Itih2"
"ENSMUSG00000037266","blue",9138,8467,8106,9081,8894,7785,16047,8456,9871,5240,7155,7277,11036,8714,13450,"Rsrp1"
"ENSMUSG00000037280","turquoise",254,204,244,402,350,350,630,561,445,603,571,640,554,801,627,"Galnt6"
"ENSMUSG00000037318","red",134,120,121,298,178,196,427,154,143,167,161,169,183,129,217,"Traf3ip3"
"ENSMUSG00000037362","turquoise",592,573,808,723,832,667,964,928,962,725,719,940,1101,1211,1240,"Nov"
"ENSMUSG00000037370","turquoise",143,166,129,197,192,192,333,293,297,309,268,301,349,388,454,"Enpp1"
"ENSMUSG00000037379","blue",376,282,214,172,84,84,185,145,217,89,124,105,480,116,208,"Spon2"
"ENSMUSG00000037411","turquoise",1055,944,1168,1215,1640,1237,2525,1977,2699,2225,2919,3010,2815,3800,4021,"Serpine1"
"ENSMUSG00000037447","turquoise",452,425,450,431,468,570,1104,755,781,404,498,821,845,759,1159,"Arid5a"
"ENSMUSG00000037605","blue",1710,1195,1220,1967,1255,1434,2710,1086,1454,957,957,780,1634,927,1692,"Adgrl3"
"ENSMUSG00000037613","turquoise",75,70,108,106,143,66,134,180,153,162,147,230,174,317,215,"Tnfrsf23"
"ENSMUSG00000037664","blue",994,786,949,785,589,601,1211,635,731,490,525,561,1049,694,857,"Cdkn1c"
"ENSMUSG00000037681","blue",394,394,370,646,466,401,827,305,399,259,307,287,490,297,455,"Esyt3"
"ENSMUSG00000037720","green",2136,1944,1476,1647,1616,1370,2698,1559,2652,1621,1458,1661,3152,2181,3101,"Tmem33"
"ENSMUSG00000037754","blue",8190,7938,5675,10034,7523,6219,13459,5137,8508,5700,5294,5102,9202,5119,9507,"Ppp1r16b"
"ENSMUSG00000037762","blue",1656,1378,1491,2338,1245,1543,2946,1350,1541,1100,1139,1042,1654,1127,1533,"Slc16a9"
"ENSMUSG00000037846","green",7407,5478,4461,4826,4423,4025,8884,4908,7373,4450,4701,4760,8084,5278,8290,"Rtkn2"
"ENSMUSG00000037855","turquoise",395,284,287,411,342,417,780,571,771,606,563,721,771,715,886,"Zfp365"
"ENSMUSG00000037860","turquoise",139,121,100,224,178,182,293,216,160,236,234,252,189,228,269,"Aim2"
"ENSMUSG00000037868","turquoise",158,120,128,172,235,148,329,231,200,292,347,299,247,334,371,"Egr2"
"ENSMUSG00000037872","turquoise",9,7,6,16,8,18,29,33,21,38,50,61,34,62,42,"Ackr1"
"ENSMUSG00000037887","green",1506,1436,1353,982,1103,1298,2611,1482,2089,717,857,1176,2164,1464,2595,"Dusp8"
"ENSMUSG00000037902","turquoise",3051,2534,2770,3559,3702,3166,6076,4688,4848,5040,4828,5256,5900,6918,6620,"Sirpa"
"ENSMUSG00000037921","turquoise",134,79,113,219,143,119,327,169,168,257,228,241,143,196,282,"Ddx60"
"ENSMUSG00000037922","red",113,82,58,342,219,198,400,131,157,261,183,172,188,121,183,"Bank1"
"ENSMUSG00000037933","green",3751,2998,2446,2794,2523,2167,4894,2950,4201,2326,2377,2565,4944,2797,4702,"Bicd2"
"ENSMUSG00000037944","red",192,138,160,584,335,492,669,324,242,304,297,403,303,216,381,"Ccr7"
"ENSMUSG00000037953","turquoise",8,10,5,7,13,17,15,68,64,65,81,54,78,82,82,"A4gnt"
"ENSMUSG00000037989","brown",68,49,51,100,49,169,165,55,78,67,59,63,59,66,153,"Wnk2"
"ENSMUSG00000037999","blue",1712,1561,1563,2621,1604,1553,3423,1245,2023,1449,1352,1374,2232,1375,2286,"Arap2"
"ENSMUSG00000038007","blue",6221,5732,6476,9298,6131,7413,16467,5659,9409,4074,4415,3907,8923,4388,8390,"Acer2"
"ENSMUSG00000038065","blue",1229,994,971,1491,1001,996,2148,914,1551,800,868,760,1517,1011,1779,"Mturn"
"ENSMUSG00000038094","yellow",313,396,435,476,860,326,590,282,453,267,332,258,431,307,530,"Atp13a4"
"ENSMUSG00000038132","turquoise",181,137,140,152,105,204,365,205,314,200,177,250,278,207,479,"Rbm24"
"ENSMUSG00000038147","turquoise",732,556,681,915,905,863,1651,1412,1139,1597,1596,1633,1614,2408,1790,"Cd84"
"ENSMUSG00000038173","turquoise",39,22,34,28,33,30,74,92,80,93,114,160,116,173,181,"Enpp6"
"ENSMUSG00000038178","turquoise",1953,2152,1904,2090,1988,1539,3195,2497,2732,2214,2576,2817,3619,3282,3274,"Slc43a2"
"ENSMUSG00000038179","turquoise",114,111,76,149,104,132,266,287,268,289,272,311,255,279,306,"Slamf7"
"ENSMUSG00000038209","turquoise",53,55,50,72,78,98,131,240,359,294,298,217,665,188,529,"Itln1"
"ENSMUSG00000038253","blue",1034,929,1076,1216,902,921,1793,561,841,652,538,587,1063,476,1011,"Hoxa5"
"ENSMUSG00000038264","turquoise",1797,1770,2550,2462,1797,1692,4598,3171,3308,2423,3335,2900,3967,3788,3908,"Sema7a"
"ENSMUSG00000038296","blue",3161,2687,2865,3163,2394,2356,4709,2556,3133,2178,2229,2229,4141,2351,3691,"Galnt18"
"ENSMUSG00000038301","turquoise",467,373,420,528,500,443,830,658,766,660,644,688,775,891,856,"Snx10"
"ENSMUSG00000038370","turquoise",1238,1034,1247,1358,1168,1166,2632,1527,2092,1659,1622,1738,2618,1990,2898,"Pcp4l1"
"ENSMUSG00000038400","turquoise",1182,1147,1049,943,1148,801,1702,1655,1812,1385,1292,1737,2296,1855,2321,"Pmepa1"
"ENSMUSG00000038403","brown",63,76,62,79,42,160,148,39,128,38,51,89,83,71,186,"Hfe2"
"ENSMUSG00000038421","red",71,48,36,213,157,163,261,98,75,185,121,74,86,56,107,"Fcrla"
"ENSMUSG00000038457","turquoise",15,11,13,25,16,24,29,20,16,40,26,61,44,85,67,"Tmem255b"
"ENSMUSG00000038481","turquoise",1591,1564,1392,2439,2321,1500,3574,1480,2619,2502,2294,2925,2545,2726,3955,"Cdk19"
"ENSMUSG00000038508","turquoise",96,85,129,61,196,99,298,627,777,302,389,390,797,766,891,"Gdf15"
"ENSMUSG00000038515","blue",282,309,296,447,351,390,703,204,284,181,219,155,315,157,327,"Grtp1"
"ENSMUSG00000038521","turquoise",1995,1693,1563,2089,1679,1979,4093,2809,3411,2503,2478,2389,3655,2898,4013,"C1s1"
"ENSMUSG00000038527","turquoise",214,151,221,223,274,217,417,298,355,339,329,363,363,467,487,"C1rl"
"ENSMUSG00000038543","blue",1265,1118,1173,1388,978,1018,2048,1005,1384,823,831,813,1496,845,1671,"BC028528"
"ENSMUSG00000038572","turquoise",310,303,400,399,366,348,621,521,453,486,585,466,596,668,538,"Bpifb5"
"ENSMUSG00000038587","blue",7896,6542,5404,7025,5569,6389,12954,8116,8319,3508,4431,5391,9966,6134,9966,"Akap12"
"ENSMUSG00000038600","yellow",103,109,166,124,178,113,121,44,88,27,55,37,85,57,86,"Atp6v0a4"
"ENSMUSG00000038602","yellow",5,20,49,40,68,17,19,9,23,6,6,14,15,9,23,"Slc35f1"
"ENSMUSG00000038642","turquoise",4525,3949,4852,4356,5567,4951,7958,8193,7322,8273,8584,9887,9897,13147,10887,"Ctss"
"ENSMUSG00000038670","brown",74,53,64,86,97,437,164,111,112,143,115,197,150,166,156,"Mybpc2"
"ENSMUSG00000038677","turquoise",162,131,104,84,79,63,142,176,146,111,127,191,204,206,248,"Scube3"
"ENSMUSG00000038700","blue",344,306,274,306,228,219,482,215,346,176,200,153,402,195,376,"Hoxb5"
"ENSMUSG00000038763","brown",116,87,49,101,60,166,157,62,147,38,57,69,113,56,180,"Alpk3"
"ENSMUSG00000038776","turquoise",3095,2472,2750,3690,3535,3587,7102,4353,5486,4401,4325,4524,5871,4996,7712,"Ephx1"
"ENSMUSG00000038791","blue",9654,8624,10992,9095,7924,7501,18951,8238,13348,8022,7469,6453,16097,8723,14979,"Scgb3a2"
"ENSMUSG00000038871","blue",1271,1154,990,1648,1112,1134,2754,806,1417,1160,1090,1132,1434,1005,1692,"Bpgm"
"ENSMUSG00000039004","blue",3663,2736,3000,4865,2772,3114,6169,1909,3629,1979,1880,1639,4067,1751,3392,"Bmp6"
"ENSMUSG00000039013","yellow",350,307,328,425,395,340,444,135,219,171,170,222,222,275,241,"Siglec5"
"ENSMUSG00000039031","turquoise",769,695,761,1050,947,942,1663,1193,1336,1236,1028,1224,1492,1388,2011,"Arhgap18"
"ENSMUSG00000039062","turquoise",1391,1412,1454,1712,1702,1384,2707,2696,2127,2622,2543,3651,2814,4097,2966,"Anpep"
"ENSMUSG00000039070","brown",2,0,0,0,0,42,0,0,0,0,0,0,0,1,2,"Cpa4"
