"gene1","module1","X88","X89","X90","X92","X93","X94","X97","X99","X101","X103","X104","X105","X108","X109","X110","Gene.name"
"ENSMUSG00000034634","brown",24,22,52,50,53,179,47,64,65,72,53,55,61,51,73,"Ly6d"
"ENSMUSG00000034648","turquoise",7,9,7,7,4,42,14,78,10,87,90,135,34,131,80,"Lrrn1"
"ENSMUSG00000034652","turquoise",221,189,254,320,263,285,629,599,419,511,517,686,543,766,760,"Cd300a"
"ENSMUSG00000034656","turquoise",86,86,76,125,106,111,253,216,202,166,233,270,202,240,277,"Cacna1a"
"ENSMUSG00000034675","turquoise",342,268,216,266,276,225,472,511,551,483,470,553,840,555,694,"Dbn1"
"ENSMUSG00000034707","turquoise",6818,5893,5895,7656,7408,6624,12828,9520,9420,9365,9276,11182,11393,13377,12062,"Gns"
"ENSMUSG00000034708","turquoise",4462,3910,4202,4989,5090,4526,8254,6484,6220,5996,5981,7416,7664,8409,8851,"Grn"
"ENSMUSG00000034714","turquoise",414,392,399,486,428,435,784,708,633,735,693,798,810,1020,886,"Ttyh2"
"ENSMUSG00000034751","turquoise",1285,1054,807,1408,1230,988,2181,1457,1909,1405,1538,1654,2153,1992,2665,"Mast4"
"ENSMUSG00000034771","grey",731,692,619,850,1136,581,1425,543,734,459,733,752,654,612,1083,"Tle2"
"ENSMUSG00000034810","grey",5240,5115,4226,8895,7529,5682,15120,4644,8970,7338,7379,6814,7933,7382,11926,"Scn7a"
"ENSMUSG00000034845","blue",10493,8250,9689,12922,7673,8318,14780,5547,8071,4492,4571,4613,11243,4935,9522,"Plvap"
"ENSMUSG00000034854","turquoise",763,636,718,848,884,739,1454,1324,1151,1352,1204,1740,1442,1970,1472,"Mfsd12"
"ENSMUSG00000034855","turquoise",32,48,56,34,23,37,80,122,103,139,98,131,128,105,138,"Cxcl10"
"ENSMUSG00000034858","turquoise",464,441,462,835,739,532,1202,648,658,844,866,919,675,729,1090,"Fam214a"
"ENSMUSG00000034911","blue",2504,2165,2163,2945,2304,1877,4645,1841,2479,1588,2024,1897,2823,1965,3503,"Ushbp1"
"ENSMUSG00000034936","blue",784,739,928,607,504,554,1203,607,835,290,368,311,1053,589,762,"Arl4d"
"ENSMUSG00000034947","turquoise",428,350,402,421,496,348,711,551,562,620,610,733,742,788,872,"Tmem106a"
"ENSMUSG00000035000","blue",3256,2724,2654,3892,3973,3056,6049,2459,3971,2464,2455,2675,3814,2844,4238,"Dpp4"
"ENSMUSG00000035042","grey",193,248,322,238,231,310,463,276,400,274,233,157,194,200,230,"Ccl5"
"ENSMUSG00000035085","blue",114,91,124,109,114,73,146,34,72,41,42,48,84,30,80,"1700020L24Rik"
"ENSMUSG00000035105","brown",52,39,50,91,61,231,104,88,137,80,114,126,133,111,270,"Egln3"
"ENSMUSG00000035202","grey",2249,997,1267,1570,1378,1216,2239,1301,2243,1095,1138,1231,4911,2154,2024,"Lars2"
"ENSMUSG00000035258","blue",1950,1740,1437,2202,1595,1686,3490,1271,2091,1274,1262,858,2105,1200,2188,"Abi3bp"
"ENSMUSG00000035273","turquoise",171,190,173,267,261,192,457,466,380,455,345,495,478,514,433,"Hpse"
"ENSMUSG00000035283","blue",1248,1018,1067,1687,1272,1098,2249,661,1455,1269,1109,862,1505,832,1642,"Adrb1"
"ENSMUSG00000035284","turquoise",1964,1817,989,2408,2090,1762,3903,2025,2811,2286,2143,2535,2681,2728,3577,"Vps13c"
"ENSMUSG00000035311","turquoise",1606,1460,1518,1926,2377,1542,2928,2140,2326,1971,1995,2438,2514,2775,2811,"Gnptab"
"ENSMUSG00000035357","turquoise",976,785,747,975,728,612,1554,1499,1613,1197,1290,1595,1906,1546,1801,"Pdzrn3"
"ENSMUSG00000035373","turquoise",28,10,6,9,6,4,21,27,37,50,14,31,46,29,77,"Ccl7"
"ENSMUSG00000035385","turquoise",31,17,10,13,7,18,45,61,60,79,41,81,128,86,134,"Ccl2"
"ENSMUSG00000035407","blue",901,658,489,536,505,494,1068,466,734,461,501,388,941,568,830,"Kank4"
"ENSMUSG00000035458","blue",842,768,764,967,487,833,1479,573,1176,485,526,632,855,451,1662,"Tnni3"
"ENSMUSG00000035545","grey",4065,3676,2616,5355,4721,3407,8769,3208,3489,2881,4374,4144,3543,2992,6161,"Leng8"
"ENSMUSG00000035547","blue",775,724,648,834,827,476,1073,565,797,594,580,568,1016,576,867,"Capn5"
"ENSMUSG00000035606","brown",32,41,17,43,46,109,74,28,69,62,46,55,41,28,89,"Ky"
"ENSMUSG00000035686","blue",614,605,353,419,368,600,1009,327,918,437,352,287,907,375,882,"Thrsp"
"ENSMUSG00000035697","blue",2315,1650,1634,2778,2241,2070,4356,1829,2186,1958,2005,1978,2295,1796,2807,"Arhgap45"
"ENSMUSG00000035805","grey",1051,1049,1317,1398,1842,1198,1947,1110,1486,1258,1247,1580,1591,1963,1757,"Mlc1"
"ENSMUSG00000035891","turquoise",1063,1042,1027,1113,961,971,2063,1690,1726,1096,1153,1397,2092,1808,1890,"Cerk"
"ENSMUSG00000035916","turquoise",9,1,7,9,9,6,29,52,22,28,10,8,21,28,30,"Ptprq"
"ENSMUSG00000035923","brown",0,0,0,1,0,34,0,0,0,1,0,0,0,0,0,"Myf6"
"ENSMUSG00000035929","blue",6888,8107,8167,10151,8327,8402,16832,9300,11014,6628,7161,6994,8757,8560,10732,"H2-Q4"
"ENSMUSG00000035934","blue",894,916,1383,1333,636,748,2383,657,1184,629,584,440,1039,600,1338,"Pknox2"
"ENSMUSG00000035967","grey",811,838,682,1185,1113,782,1802,698,931,682,844,923,912,794,1258,"Ints6l"
"ENSMUSG00000036036","blue",658,562,484,450,536,372,855,477,542,333,490,549,690,388,844,"Zfp57"
"ENSMUSG00000036040","turquoise",1042,1145,1022,917,636,566,1493,1578,1531,972,1754,1707,2104,2370,2218,"Adamtsl2"
"ENSMUSG00000036086","turquoise",141,100,101,107,154,145,194,485,255,397,398,687,399,786,426,"Zranb3"
"ENSMUSG00000036103","turquoise",3826,3187,2989,3856,3282,3886,7120,5624,6661,5206,5067,4590,7044,6260,7594,"Colec12"
"ENSMUSG00000036158","blue",2796,2147,1920,3312,2296,1463,3873,1233,2794,2346,1980,1608,2648,1398,3155,"Prickle1"
"ENSMUSG00000036181","turquoise",932,749,875,1007,875,777,1561,1146,1509,1577,1384,1921,1818,1929,2227,"Hist1h1c"
"ENSMUSG00000036192","blue",12,16,18,45,27,29,44,6,15,5,4,2,8,5,11,"Rorb"
"ENSMUSG00000036256","turquoise",8331,7413,8445,8810,8458,7343,15933,13939,15908,12420,13597,15276,20054,18549,22431,"Igfbp7"
"ENSMUSG00000036330","turquoise",37,34,25,44,41,41,68,83,71,72,80,102,77,112,98,"Slc18a1"
"ENSMUSG00000036334","turquoise",337,283,166,351,349,280,595,406,541,486,470,468,463,557,711,"Igsf10"
"ENSMUSG00000036377","turquoise",235,211,195,286,300,200,353,224,307,352,309,299,326,513,474,"C530008M17Rik"
"ENSMUSG00000036381","turquoise",224,207,225,200,222,193,364,327,303,304,291,349,370,449,436,"P2ry14"
"ENSMUSG00000036395","blue",462,404,455,771,479,508,1121,348,688,339,301,331,595,316,496,"Glb1l2"
"ENSMUSG00000036411","turquoise",69,75,124,87,121,70,181,148,130,129,170,155,161,254,207,"9530077C05Rik"
"ENSMUSG00000036432","grey",306,320,308,252,226,314,583,328,496,212,251,270,559,407,638,"Siah2"
"ENSMUSG00000036437","turquoise",167,147,140,255,255,245,562,267,353,418,323,313,388,442,592,"Npy1r"
"ENSMUSG00000036446","brown",238,244,177,180,185,452,401,213,489,275,226,281,362,293,435,"Lum"
"ENSMUSG00000036469","turquoise",283,207,227,435,314,265,547,341,387,444,481,389,394,494,473,"1-Mar"
"ENSMUSG00000036502","turquoise",32,26,19,33,35,29,72,81,77,45,88,88,59,119,106,"Tmem255a"
"ENSMUSG00000036523","grey",165,181,169,319,569,224,359,142,265,245,202,260,205,325,394,"Greb1"
"ENSMUSG00000036526","grey",515,507,514,878,900,645,1140,478,636,731,741,577,820,883,944,"Card11"
"ENSMUSG00000036545","turquoise",969,823,772,957,821,802,1575,1567,1661,1448,1410,2106,1980,1974,2046,"Adamts2"
"ENSMUSG00000036564","grey",92,85,66,135,80,126,206,82,205,85,65,153,118,93,309,"Ndrg4"
"ENSMUSG00000036570","blue",723,661,687,791,540,796,1264,526,807,525,547,471,974,623,1097,"Fxyd1"
"ENSMUSG00000036596","turquoise",71,67,51,64,44,58,138,158,150,155,174,154,178,185,217,"Cpz"
"ENSMUSG00000036661","blue",2969,2607,2493,3212,2465,2207,4717,2431,3008,1896,2380,2282,3618,2106,2956,"Dennd3"
"ENSMUSG00000036731","brown",1,5,3,2,1,96,4,1,1,0,1,2,2,1,2,"Cysrt1"
"ENSMUSG00000036782","blue",427,423,437,408,351,304,559,288,486,235,231,212,565,236,394,"Klhl13"
"ENSMUSG00000036813","blue",26,43,36,43,40,56,156,10,51,36,56,10,43,28,54,"Entpd8"
"ENSMUSG00000036814","turquoise",114,123,95,167,214,149,286,255,237,244,275,358,235,389,275,"Slc6a20a"
"ENSMUSG00000036820","turquoise",249,201,332,363,418,363,592,360,339,453,385,453,493,549,585,"Amdhd2"
"ENSMUSG00000036833","turquoise",545,465,545,758,686,647,1179,847,810,989,886,1036,884,1316,1230,"Pnpla7"
"ENSMUSG00000036854","brown",189,189,148,253,172,464,359,150,275,165,166,156,244,185,392,"Hspb6"
"ENSMUSG00000036867","blue",6835,5907,6416,6464,4774,4277,10739,4297,7913,3432,3526,3137,8860,3305,7263,"Smad6"
"ENSMUSG00000036887","turquoise",924,765,908,833,788,879,1862,2031,2077,1864,1725,2248,2451,2222,2753,"C1qa"
"ENSMUSG00000036896","turquoise",625,516,638,541,523,526,1254,1439,1334,1286,1175,1522,1501,1588,2044,"C1qc"
"ENSMUSG00000036905","turquoise",601,474,511,459,462,530,1117,1386,1219,1191,1163,1506,1533,1538,1935,"C1qb"
"ENSMUSG00000036908","turquoise",1617,1391,1341,1886,1695,1524,3072,2103,2164,2347,2181,2463,2732,2630,3396,"Unc93b1"
"ENSMUSG00000036912","turquoise",85,128,147,121,213,111,184,229,211,204,219,245,184,256,243,"Piwil4"
"ENSMUSG00000036989","blue",3603,2827,2439,2846,2204,1944,4461,2368,2947,1639,2287,2013,3846,2118,3096,"Trim3"
"ENSMUSG00000037005","turquoise",282,171,237,323,299,304,701,287,602,442,459,338,588,413,839,"Xpnpep2"
"ENSMUSG00000037010","turquoise",1426,1262,1217,1503,1378,1384,3242,2088,3210,2055,2460,2017,3985,2635,4162,"Apln"
"ENSMUSG00000037014","blue",48,55,33,77,70,37,83,6,13,15,14,14,25,8,22,"Sstr4"
"ENSMUSG00000037035","turquoise",815,751,1406,1225,1185,1173,2910,2316,2022,941,897,1827,2379,1299,2287,"Inhbb"
"ENSMUSG00000037060","turquoise",575,429,508,576,463,407,844,645,739,599,671,621,1082,977,1074,"Cavin3"
"ENSMUSG00000037071","grey",53430,34725,22538,22701,38104,29919,40366,30788,46574,40394,40147,29249,61414,46874,54301,"Scd1"
"ENSMUSG00000037095","turquoise",1084,1363,2510,1979,3834,1373,2479,3333,2750,3556,3387,4959,3684,4959,4088,"Lrg1"
"ENSMUSG00000037138","blue",1392,1113,869,1292,1049,1080,2347,890,1295,852,758,684,1359,782,1456,"Aff3"
"ENSMUSG00000037139","brown",84,55,85,133,113,222,175,79,84,102,101,119,125,100,139,"Myom3"
"ENSMUSG00000037166","blue",1373,1127,1650,1697,1323,1429,2618,1111,1443,982,1102,887,1997,1168,1990,"Ppp1r14a"
"ENSMUSG00000037188","brown",19,16,7,18,5,101,17,21,30,27,20,18,24,14,37,"Grhl3"
"ENSMUSG00000037202","blue",84,137,102,130,76,98,146,73,143,75,64,56,84,37,97,"Prf1"
"ENSMUSG00000037211","blue",3243,2724,2870,3512,2930,2759,5351,2069,3440,2010,2155,2354,3840,2323,3933,"Spry1"
"ENSMUSG00000037266","blue",9138,8467,8106,9081,8894,7785,16047,8456,9871,5240,7155,7277,11036,8714,13450,"Rsrp1"
"ENSMUSG00000037280","turquoise",254,204,244,402,350,350,630,561,445,603,571,640,554,801,627,"Galnt6"
"ENSMUSG00000037321","grey",1103,1235,1119,1693,1353,1302,2432,1308,1570,1300,1180,1204,1154,1116,1752,"Tap1"
"ENSMUSG00000037362","turquoise",592,573,808,723,832,667,964,928,962,725,719,940,1101,1211,1240,"Nov"
"ENSMUSG00000037370","turquoise",143,166,129,197,192,192,333,293,297,309,268,301,349,388,454,"Enpp1"
"ENSMUSG00000037379","blue",376,282,214,172,84,84,185,145,217,89,124,105,480,116,208,"Spon2"
"ENSMUSG00000037411","turquoise",1055,944,1168,1215,1640,1237,2525,1977,2699,2225,2919,3010,2815,3800,4021,"Serpine1"
"ENSMUSG00000037447","turquoise",452,425,450,431,468,570,1104,755,781,404,498,821,845,759,1159,"Arid5a"
"ENSMUSG00000037465","grey",1185,950,1512,971,938,930,2102,1314,1998,1043,851,983,2141,1657,2889,"Klf10"
"ENSMUSG00000037548","grey",478,521,543,890,952,680,1212,622,790,807,711,713,781,832,858,"H2-DMb2"
"ENSMUSG00000037605","blue",1710,1195,1220,1967,1255,1434,2710,1086,1454,957,957,780,1634,927,1692,"Adgrl3"
"ENSMUSG00000037613","turquoise",75,70,108,106,143,66,134,180,153,162,147,230,174,317,215,"Tnfrsf23"
"ENSMUSG00000037664","blue",994,786,949,785,589,601,1211,635,731,490,525,561,1049,694,857,"Cdkn1c"
"ENSMUSG00000037681","blue",394,394,370,646,466,401,827,305,399,259,307,287,490,297,455,"Esyt3"
"ENSMUSG00000037754","blue",8190,7938,5675,10034,7523,6219,13459,5137,8508,5700,5294,5102,9202,5119,9507,"Ppp1r16b"
"ENSMUSG00000037762","blue",1656,1378,1491,2338,1245,1543,2946,1350,1541,1100,1139,1042,1654,1127,1533,"Slc16a9"
"ENSMUSG00000037855","turquoise",395,284,287,411,342,417,780,571,771,606,563,721,771,715,886,"Zfp365"
"ENSMUSG00000037860","turquoise",139,121,100,224,178,182,293,216,160,236,234,252,189,228,269,"Aim2"
"ENSMUSG00000037868","turquoise",158,120,128,172,235,148,329,231,200,292,347,299,247,334,371,"Egr2"
"ENSMUSG00000037872","turquoise",9,7,6,16,8,18,29,33,21,38,50,61,34,62,42,"Ackr1"
"ENSMUSG00000037902","turquoise",3051,2534,2770,3559,3702,3166,6076,4688,4848,5040,4828,5256,5900,6918,6620,"Sirpa"
"ENSMUSG00000037921","turquoise",134,79,113,219,143,119,327,169,168,257,228,241,143,196,282,"Ddx60"
"ENSMUSG00000037953","turquoise",8,10,5,7,13,17,15,68,64,65,81,54,78,82,82,"A4gnt"
"ENSMUSG00000037989","brown",68,49,51,100,49,169,165,55,78,67,59,63,59,66,153,"Wnk2"
"ENSMUSG00000037999","blue",1712,1561,1563,2621,1604,1553,3423,1245,2023,1449,1352,1374,2232,1375,2286,"Arap2"
"ENSMUSG00000038007","blue",6221,5732,6476,9298,6131,7413,16467,5659,9409,4074,4415,3907,8923,4388,8390,"Acer2"
"ENSMUSG00000038065","blue",1229,994,971,1491,1001,996,2148,914,1551,800,868,760,1517,1011,1779,"Mturn"
"ENSMUSG00000038132","turquoise",181,137,140,152,105,204,365,205,314,200,177,250,278,207,479,"Rbm24"
"ENSMUSG00000038147","turquoise",732,556,681,915,905,863,1651,1412,1139,1597,1596,1633,1614,2408,1790,"Cd84"
"ENSMUSG00000038151","grey",512,408,315,684,494,380,871,305,492,811,657,601,494,363,654,"Prdm1"
"ENSMUSG00000038170","grey",2057,1815,1347,1844,1540,2028,3130,1458,2390,1365,1337,1573,2406,1789,3070,"Pde4dip"
"ENSMUSG00000038173","turquoise",39,22,34,28,33,30,74,92,80,93,114,160,116,173,181,"Enpp6"
"ENSMUSG00000038178","turquoise",1953,2152,1904,2090,1988,1539,3195,2497,2732,2214,2576,2817,3619,3282,3274,"Slc43a2"
"ENSMUSG00000038179","turquoise",114,111,76,149,104,132,266,287,268,289,272,311,255,279,306,"Slamf7"
"ENSMUSG00000038209","turquoise",53,55,50,72,78,98,131,240,359,294,298,217,665,188,529,"Itln1"
"ENSMUSG00000038239","grey",280,216,203,332,166,400,449,159,320,146,120,215,225,137,542,"Hrc"
"ENSMUSG00000038253","blue",1034,929,1076,1216,902,921,1793,561,841,652,538,587,1063,476,1011,"Hoxa5"
"ENSMUSG00000038264","turquoise",1797,1770,2550,2462,1797,1692,4598,3171,3308,2423,3335,2900,3967,3788,3908,"Sema7a"
"ENSMUSG00000038296","blue",3161,2687,2865,3163,2394,2356,4709,2556,3133,2178,2229,2229,4141,2351,3691,"Galnt18"
"ENSMUSG00000038301","turquoise",467,373,420,528,500,443,830,658,766,660,644,688,775,891,856,"Snx10"
"ENSMUSG00000038370","turquoise",1238,1034,1247,1358,1168,1166,2632,1527,2092,1659,1622,1738,2618,1990,2898,"Pcp4l1"
"ENSMUSG00000038400","turquoise",1182,1147,1049,943,1148,801,1702,1655,1812,1385,1292,1737,2296,1855,2321,"Pmepa1"
"ENSMUSG00000038403","brown",63,76,62,79,42,160,148,39,128,38,51,89,83,71,186,"Hfe2"
"ENSMUSG00000038418","grey",1238,1076,955,3522,2453,1019,2527,774,1088,3352,3004,1554,1026,753,1698,"Egr1"
"ENSMUSG00000038457","turquoise",15,11,13,25,16,24,29,20,16,40,26,61,44,85,67,"Tmem255b"
"ENSMUSG00000038481","turquoise",1591,1564,1392,2439,2321,1500,3574,1480,2619,2502,2294,2925,2545,2726,3955,"Cdk19"
"ENSMUSG00000038508","turquoise",96,85,129,61,196,99,298,627,777,302,389,390,797,766,891,"Gdf15"
"ENSMUSG00000038515","blue",282,309,296,447,351,390,703,204,284,181,219,155,315,157,327,"Grtp1"
"ENSMUSG00000038521","turquoise",1995,1693,1563,2089,1679,1979,4093,2809,3411,2503,2478,2389,3655,2898,4013,"C1s1"
"ENSMUSG00000038527","turquoise",214,151,221,223,274,217,417,298,355,339,329,363,363,467,487,"C1rl"
"ENSMUSG00000038541","grey",9,37,38,30,55,15,91,66,83,49,39,19,62,24,61,"Srd5a2"
"ENSMUSG00000038543","blue",1265,1118,1173,1388,978,1018,2048,1005,1384,823,831,813,1496,845,1671,"BC028528"
"ENSMUSG00000038572","turquoise",310,303,400,399,366,348,621,521,453,486,585,466,596,668,538,"Bpifb5"
"ENSMUSG00000038583","grey",489,376,325,568,232,551,882,281,720,295,203,377,355,205,931,"Pln"
"ENSMUSG00000038587","blue",7896,6542,5404,7025,5569,6389,12954,8116,8319,3508,4431,5391,9966,6134,9966,"Akap12"
"ENSMUSG00000038594","grey",456,383,196,449,326,281,678,357,561,263,304,261,568,362,626,"Cep85l"
"ENSMUSG00000038642","turquoise",4525,3949,4852,4356,5567,4951,7958,8193,7322,8273,8584,9887,9897,13147,10887,"Ctss"
"ENSMUSG00000038670","brown",74,53,64,86,97,437,164,111,112,143,115,197,150,166,156,"Mybpc2"
"ENSMUSG00000038677","turquoise",162,131,104,84,79,63,142,176,146,111,127,191,204,206,248,"Scube3"
"ENSMUSG00000038700","blue",344,306,274,306,228,219,482,215,346,176,200,153,402,195,376,"Hoxb5"
"ENSMUSG00000038725","grey",355,235,144,333,311,276,774,310,554,305,270,234,525,274,688,"Pkhd1l1"
"ENSMUSG00000038763","brown",116,87,49,101,60,166,157,62,147,38,57,69,113,56,180,"Alpk3"
"ENSMUSG00000038776","turquoise",3095,2472,2750,3690,3535,3587,7102,4353,5486,4401,4325,4524,5871,4996,7712,"Ephx1"
"ENSMUSG00000038791","blue",9654,8624,10992,9095,7924,7501,18951,8238,13348,8022,7469,6453,16097,8723,14979,"Scgb3a2"
"ENSMUSG00000038871","blue",1271,1154,990,1648,1112,1134,2754,806,1417,1160,1090,1132,1434,1005,1692,"Bpgm"
"ENSMUSG00000039004","blue",3663,2736,3000,4865,2772,3114,6169,1909,3629,1979,1880,1639,4067,1751,3392,"Bmp6"
"ENSMUSG00000039031","turquoise",769,695,761,1050,947,942,1663,1193,1336,1236,1028,1224,1492,1388,2011,"Arhgap18"
"ENSMUSG00000039062","turquoise",1391,1412,1454,1712,1702,1384,2707,2696,2127,2622,2543,3651,2814,4097,2966,"Anpep"
"ENSMUSG00000039070","brown",2,0,0,0,0,42,0,0,0,0,0,0,0,1,2,"Cpa4"
"ENSMUSG00000039081","blue",1875,1442,1755,2166,1730,1444,2764,1211,1719,1678,1300,1224,1959,1150,1990,"Zfp503"
"ENSMUSG00000039126","turquoise",311,238,205,242,274,286,471,391,439,496,398,509,476,646,564,"Prune2"
"ENSMUSG00000039145","turquoise",610,427,373,652,496,591,1091,692,822,803,700,807,880,830,1070,"Camk1d"
"ENSMUSG00000039146","turquoise",48,27,35,48,39,36,80,88,68,111,95,95,66,120,158,"Ifi44l"
"ENSMUSG00000039168","turquoise",1450,1301,1635,1698,1640,1305,2555,1906,2135,1966,1878,2029,2666,2584,2707,"Dap"
"ENSMUSG00000039196","turquoise",29,42,61,34,56,35,58,118,80,124,106,138,126,147,120,"Orm1"
"ENSMUSG00000039218","blue",11818,10314,5838,12234,11817,8786,21634,8927,11261,8384,9528,9561,11361,8493,15657,"Srrm2"
"ENSMUSG00000039239","turquoise",924,800,914,1500,1152,1063,2728,1377,2211,1606,1692,1911,2040,1814,2475,"Tgfb2"
"ENSMUSG00000039252","turquoise",299,224,194,270,301,242,513,397,562,565,489,560,664,695,901,"Lgi2"
"ENSMUSG00000039269","brown",0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,"2300002M23Rik"
"ENSMUSG00000039304","blue",4235,3610,2352,5391,4296,3441,6834,2516,4463,4094,3205,3202,5040,2634,5602,"Tnfsf10"
"ENSMUSG00000039316","turquoise",683,577,603,763,707,573,1224,921,926,972,857,1026,1117,1186,1195,"Rftn1"
"ENSMUSG00000039323","turquoise",4503,5117,6495,5824,6795,4403,12052,10175,10628,7892,10267,10767,14395,13999,13653,"Igfbp2"
"ENSMUSG00000039376","brown",123,121,73,160,81,200,164,68,187,85,60,113,129,72,235,"Synpo2l"
"ENSMUSG00000039377","blue",1117,1058,1387,1598,1326,1421,2834,731,1276,1043,1117,1340,1538,876,1694,"Hlx"
"ENSMUSG00000039395","turquoise",165,109,92,93,111,143,195,207,165,181,148,228,260,339,258,"Mreg"
"ENSMUSG00000039457","blue",2652,2180,2122,2583,2577,2845,4368,1506,2585,1533,1722,1603,2750,1849,3031,"Ppl"
"ENSMUSG00000039481","turquoise",87,76,149,167,158,161,388,171,267,229,200,174,246,225,273,"Nrtn"
"ENSMUSG00000039518","brown",25,17,26,30,47,172,29,24,31,31,14,26,36,25,24,"Cdsn"
"ENSMUSG00000039519","turquoise",93,50,77,125,79,119,252,182,194,242,204,288,214,282,307,"Cyp7b1"
"ENSMUSG00000039628","blue",121,94,84,80,55,77,164,40,80,46,44,47,82,46,81,"Hs3st6"
"ENSMUSG00000039697","turquoise",619,519,494,844,607,573,1130,785,895,845,814,938,1015,1142,1286,"Ncoa7"
"ENSMUSG00000039706","blue",2294,1926,1867,1917,1715,1534,2947,1797,2278,1312,1255,1324,2900,1446,2423,"Ldb2"
"ENSMUSG00000039813","turquoise",231,225,370,378,478,331,596,502,490,583,522,675,596,818,623,"Tbc1d2"
"ENSMUSG00000039891","brown",254,185,176,334,155,433,455,186,423,172,168,234,262,181,595,"Txlnb"
"ENSMUSG00000039911","turquoise",528,410,383,346,384,349,693,506,669,478,523,585,791,741,791,"Spsb1"
"ENSMUSG00000039942","turquoise",144,112,98,192,165,172,313,215,242,311,208,221,227,272,398,"Ptger4"
"ENSMUSG00000039982","blue",1115,908,847,971,716,612,1292,831,957,655,782,829,1376,843,1013,"Dtx4"
"ENSMUSG00000040016","turquoise",89,66,44,62,79,69,143,141,166,137,118,218,192,183,146,"Ptger3"
"ENSMUSG00000040026","turquoise",44,37,40,26,49,37,172,655,134,710,365,542,497,883,570,"Saa3"
"ENSMUSG00000040035","turquoise",518,385,243,289,278,309,758,824,665,387,384,517,901,405,945,"Disp2"
"ENSMUSG00000040046","turquoise",3,2,7,2,3,9,11,74,62,91,86,102,79,108,105,"Tph1"
"ENSMUSG00000040061","turquoise",313,263,276,477,471,353,715,438,397,553,549,693,403,739,614,"Plcb2"
"ENSMUSG00000040093","grey",909,807,1043,1301,1433,937,1665,689,867,941,952,1082,1076,1135,1086,"Bmf"
"ENSMUSG00000040133","turquoise",20,6,5,9,2,14,26,64,48,52,30,86,36,63,56,"Gpr176"
"ENSMUSG00000040152","turquoise",6080,3636,2915,3517,3761,4997,7393,5968,7193,4685,5885,10716,8484,8535,14447,"Thbs1"
"ENSMUSG00000040154","brown",3,1,1,6,8,61,12,4,5,6,8,12,11,7,7,"Wfdc5"
"ENSMUSG00000040170","blue",30574,27297,23690,32671,23099,29468,58559,23229,35999,20726,21927,13837,38921,23817,36305,"Fmo2"
"ENSMUSG00000040181","blue",9783,8268,8752,12545,8043,9025,18398,5974,9736,5196,5009,4075,10070,4507,9247,"Fmo1"
"ENSMUSG00000040229","turquoise",71,57,67,123,56,79,148,108,136,192,135,164,159,137,169,"Gpr34"
"ENSMUSG00000040253","blue",1819,2044,1514,2309,1676,1766,3050,1533,2608,1542,1209,1179,1622,1310,2396,"Gbp7"
"ENSMUSG00000040260","blue",1695,1302,1052,1014,910,750,1447,1178,1627,761,1008,1005,1821,1039,1444,"Daam2"
"ENSMUSG00000040264","blue",1017,1061,850,1111,870,943,1504,809,1270,800,638,708,867,735,1307,"Gbp2b"
"ENSMUSG00000040265","turquoise",230,222,243,289,276,222,542,361,403,428,460,409,500,518,652,"Dnm3"
"ENSMUSG00000040276","turquoise",28,29,19,67,49,57,112,57,59,97,94,104,61,99,68,"Pacsin1"
"ENSMUSG00000040283","turquoise",47,70,74,72,66,53,126,460,133,312,451,575,326,1070,920,"Btnl9"
"ENSMUSG00000040289","blue",1473,1343,1454,2309,1138,1353,2587,1335,2079,1011,982,888,2396,1059,1939,"Hey1"
"ENSMUSG00000040314","turquoise",2,2,6,0,1,1,2,13,16,21,21,20,9,38,25,"Ctsg"
"ENSMUSG00000040430","blue",3350,2972,2977,4780,3714,3289,6873,2304,3953,2579,2353,2472,4168,2245,4384,"Pitpnc1"
"ENSMUSG00000040488","blue",18506,16333,12242,18792,15623,15881,31472,12063,18517,12458,13253,10516,21814,14635,22607,"Ltbp4"
"ENSMUSG00000040522","turquoise",491,421,328,480,454,361,683,494,640,574,630,658,646,937,819,"Tlr8"
"ENSMUSG00000040552","turquoise",115,105,91,141,111,122,255,292,243,404,299,522,299,322,341,"C3ar1"
"ENSMUSG00000040584","turquoise",891,826,855,1429,1051,1093,2411,1375,1862,1359,1279,1529,1902,1657,2398,"Abcb1a"
"ENSMUSG00000040605","turquoise",367,345,356,457,296,318,670,540,669,475,524,534,826,686,884,"Bace2"
"ENSMUSG00000040612","turquoise",332,278,211,318,314,323,686,1029,915,1030,902,1186,856,1080,1057,"Ildr2"
"ENSMUSG00000040613","turquoise",209,189,238,319,260,268,526,430,356,658,604,715,518,640,615,"Apobec1"
"ENSMUSG00000040663","blue",213,226,229,377,314,206,506,177,193,179,223,228,233,153,349,"Clcf1"
"ENSMUSG00000040675","turquoise",148,126,145,248,335,330,572,298,388,458,383,413,308,391,546,"Mthfd1l"
"ENSMUSG00000040694","brown",43,44,34,69,32,309,60,31,71,30,28,44,50,33,98,"Apobec2"
"ENSMUSG00000040710","turquoise",1014,854,724,1620,1167,1267,2414,1207,1611,1693,1361,1683,1613,1503,2025,"St8sia4"
"ENSMUSG00000040711","turquoise",1021,900,665,858,846,730,1418,1344,1349,1124,1279,1456,1719,1690,1760,"Sh3pxd2b"
"ENSMUSG00000040713","turquoise",2727,2125,2466,2867,2508,2485,4967,3897,3869,3550,3598,4009,4692,5248,4547,"Creg1"
